Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
428,Tom & Judy Love,5.4,United States,Love's Travel Stops & Country Stores,Multi Brand Retailing
429,Trevor Rees-Jones,5.4,United States,Marcellus,Energy
430,Xiong Xuqiang,5.4,China,Yinyi,"Real estate, mining, investments"
431,Bernard Marcus,5.3,United States,The Home Depot,Multi Brand Retailing
432,Bidzina Ivanishvili,5.3,Georgia,Rossiyskiy Kredit Bank,Investments
433,Chris Larsen,5.3,United States,Ripple,Cryptocurrency
434,Georg Rethmann,5.3,Germany,Rethmann,Logistics
435,Ira Rennert,5.3,United States,Renco,Investments
436,Jiang Rensheng,5.3,China,Zhifei Biological Prouducts,Vaccine
437,Klemens Rethmann,5.3,Germany,Rethmann,Logistics
438,Ludger Rethmann,5.3,Germany,Rethmann,Logistics
439,Martin Rethmann,5.3,Germany,Rethmann,Logistics
440,Michael Herz,5.3,Germany,Maxingvest,Food & Beverages
441,Philippe Stern,5.3,Switzerland,Patek Philippe,Luxury
442,Travis Kalanick,5.3,United States,Uber Technologies,Transport (mobile app-based)
443,Wolfgang Herz,5.3,Germany,Maxingvest,Food & Beverages
444,Xie Zhikun,5.3,China,Zhongzhi,Investments
445,Christoffel Wiese,5.2,South Africa,Pepkor,Multi Brand Retailing
446,Chung Mong-Koo,5.2,South Korea,Hyundai,Automobiles & Auto Components
447,Dan Sten Olsson,5.2,Sweden,Stena Sphere,conglomerate
448,Huang Wei & Li Ping,5.2,China,XinHu,"Real estate, finance"
449,Jerry Jones,5.2,United States,Cowboy,Sports
450,Ji Haipeng,5.2,China,Logan Estate,Real Estate
451,Sumner Redstone,5.2,United States,CBS,Telecom
452,Thomas Schmidheiny,5.2,Switzerland,Holcim,Cement
453,Ye Chenghai & Liao Qingqing,5.2,China,Salubris Pharmaceuticals,Pharmaceuticals
454,Dennis Washington,5.1,United States,Seaspan,Construction
455,Doug Meijer,5.1,United States,Meijer Supermarket,Multi Brand Retailing
456,Hank Meijer,5.1,United States,Meijer Supermarket,Multi Brand Retailing
457,John L Morris,5.1,United States,Bass Pro Shops,Multi Brand Retailing
458,John Paul Dejoria,5.1,United States,Paul Mitchell,Cosmetics
459,Kalanithi Maran,5.1,India,Sun Network,Media
460,Mike Adenuga,5.1,Nigeria,Conoil,Telecom
461,Ou Zongrong,5.1,China,Zhenro,Real Estate
462,Wolfgang Marguerre,5.1,Germany,Octapharma,Pharmaceuticals
463,Xiao Jianhua & Zhou Hongwen,5.1,Hong Kong,Tomorrow,Investments
464,Zhao Tao,5.1,China,Buchang,Pharmaceuticals
465,Chey Tae Won,5,South Korea,SK,Energy
466,Daniel Tsai Ming-Chung,5,Taiwan,Fubon,Financial Services
467,Dhanin Chearavanont,5,Thailand,Charoen Pokphand Foods,Food & Beverages
468,Li Gaiteng,5,China,Flyco,Consumer Electronics
469,Ma Yusuff Ali,5,United Arab Emirates,Emke Group,Multi Brand Retailing
470,Nathan Kirsh,5,United Kingdom,Jetro Holdings,Multi Brand Retailing
471,Richard Tsai Ming-Hsing,5,Taiwan,Fubon,Financial Services
472,Song Zuowen,5,China,Nanshan,"Aluminium, apparel, real estate"
473,Vivek Chaand Sehgal,5,India,Motherson Sumi System,Automobiles & Auto Components
474,Zhang Jun,5,China,Fu De,"Financial, Real estate"
475,Akio Nitori,4.9,Japan,Nitori,Multi Brand Retailing
476,Barnaby Swire,4.9,United Kingdom,Swire Pacific,Logistics
477,Bubba Cathy,4.9,United States,Chick - Fil - A,Food & Beverages
478,Chen Hongtian & Yao Lini,4.9,China,Cheung Kei,"Investment, Real estate"
479,Cynthia Y Bruce Grossman,4.9,Mexico,Arca Continental,Beverages
480,Dan Cathy,4.9,United States,Chick - Fil - A,Food & Beverages
481,Denise Coates,4.9,United Kingdom,Bet365,Online Gambling
482,Ji Changqun,4.9,China,Fullshare,Real Estate
483,Philip & Tina Green,4.9,United Kingdom,Arcadia,Single Brand Retailing
484,Reinhold Schmieding ,4.9,United States,Arthex,Medical devices
485,Alain Merieux,4.8,France,Bio Merieux,Pharmaceuticals
486,Bernard Fraisse ,4.8,France,Fareva,Pharmaceuticals
487,Boenjamin Setiawan,4.8,Indonesia,Mitra Keluarga,Pharmaceuticals
488,Charles Dolan,4.8,United States,Amc Network,Sports
489,David Sun,4.8,United States,Kingston Technology,Technology
490,Enrique Razon Jr,4.8,Philippines,International Container Terminal Services,Logistics
491,Fu Liquan & Chen Ailing,4.8,China,Dahua Technology,"Software, Electronic and communication products"
492,Gary Rollins,4.8,United States,Rollins,Services
493,John Tu,4.8,United States,Kingston Technology,Technology
494,Ken Chu,4.8,China,Mission Hills,Real Estate
495,Mitchell Rales,4.8,United States,Danaher,Manufacturing
496,Nancy Walton Laurie,4.8,United States,Walmart,Multi Brand Retailing
497,Pan Sutong,4.8,Hong Kong,Goldin Properties,Real Estate
498,R Randall Rollins,4.8,United States,Rollins,Consumer & commerical services/ Broadcasting
499,Robert Kraft,4.8,United States,Kraft,Sports
500,Rupert Johnson Jr,4.8,United States,Franklin Resources,Investments
501,Xie Bing & Zheng Xiangling,4.8,Hong Kong,Sino Biopharmaceutial,Pharmaceuticals
502,Zhang Jin,4.8,China,Junhua,"Investment, real estate, automobile"
503,Zhang Yiming,4.8,China,Zhang Yiming,TMT
504,Andrei Kozitsyn,4.7,Russia,UMMC,Mining
505,Andrew Currie,4.7,Switzerland,Ineos,Chemicals & Petrochemicals
506,George Roberts,4.7,United States,KKR,Investments
507,Harald Tschira,4.7,Germany,SAP,Software
508,Henry Kravis,4.7,United States,KKR,Investments
509,John Reece,4.7,Switzerland,Ineos,Chemicals & Petrochemicals
510,Kazumi Yanai,4.7,Japan,Fast Retailing,Multi Brand Retailing
511,Liang Wengen,4.7,China,Sany,Heavy Industry
512,Marc Benioff,4.7,United States,Salesforce,Technology
513,Naomi Azrieli,4.7,Canada,Azrieli,Real Estate
514,Richard Kinder,4.7,United States,Kinder Morgan,Energy
515,Robert Pera,4.7,United States,Ubiquity Networks,Technology
516,Sun Xishuang,4.7,China,Yifang,Real Estate
517,Udo Tschira,4.7,Germany,SAP,Software
518,Xu Hang,4.7,China,Mindray Medical,"Medical equipment, real estate"
519,Yu Huijiao & Zhang Xiaojuan,4.7,China,YTO,Express delivery
520,Vichai Srivaddhanaprabha,4.7,Thailand,King Power Duty Free,Entertainment
521,Chen Tianqiao & Luo Qianqian,4.6,Singapore,Shanda,Investments
522,Akira Mori,4.6,Japan,Akira Mori,Real Estate
523,Andrey Melnichenko,4.6,Russia,Suek,Energy
524,Anthoni Salim,4.6,Indonesia,First Pacific,Telecom
525,Frits Goldschmeding,4.6,Netherlands,Randstad,Hr Services
526,Gabe Newell,4.6,United States,Valve,Entertainment
527,John Sall,4.6,United States,Sas Institute,Technology
528,Keichiro Takahara,4.6,Japan,Unicharm,Cosmetics
529,Marc Rowan,4.6,United States,Apollo Global Management,Investments
530,Mohammed Alaouite Vi,4.6,Morocco,Societe National D'Investissement,Banking
531,Ralph Lauren,4.6,United States,RL Corporation,Single Brand Retailing
532,Ronda Stryker,4.6,United States,Stryker Corporation,Medical Technology
533,Steve Bisciotti,4.6,United States,Allegis Group,Sports
534,Stewart & Lynda Resnick,4.6,United States,Roll International,Food & Beverages
535,Walter Kwok Ping-Sheung,4.6,Hong Kong,Sun Hung Kai,Real Estate
536,Indu Jain,4.6,India,Bennett Coleman,Media
537,Jef Colruyt,4.6,Belgium,Colruyt Group,Retail
538,Albert Frere,4.5,Belgium,CNP,Investments
539,Bernard Broermann,4.5,Germany,Asklepios,Health Care
540,Elizabeth Mohn,4.5,Germany,Bertelsmann,Entertainment
541,Jerry Speyer,4.5,United States,Tishman Speyer,Real Estate
542,Michael Pieper,4.5,Switzerland,Franke Group,Consumer Products
543,Pan Shiyi & Zhang Xin,4.5,China,SOHO,Real Estate
544,Peter Kellogg,4.5,United States,Goldman Sachs,Investments
545,Yitzhak Tshuva,4.5,Israel,Delek Group,Real Estate
546,Andrew & Peggy Cherng,4.4,United States,Chain Panda,Hospitality
547,Arne Wilhelmsen,4.4,Norway,Royal Caribbean Cruises & Linstow ,Hospitalityhospitality
548,Axel Oberwelland,4.4,Germany,Storck,Food & Beverages
549,Cao Longxiang,4.4,China,Jumpcan,Pharmaceuticals
550,Cui Genliang & Cui Wei,4.4,China,Hengtong,TMT
551,David Gottesman,4.4,United States,Berkshire Hathaway,Investments
552,Geng Jianming & Yang Xiaoqing,4.4,China,RiseSun,Real estate
553,Issad Rebrab,4.4,Algeria,Cevital,Food & Beverages
554,Li Wenbin,4.4,China,Yunnan Junfa,Real estate
555,Lin Chang Su-E,4.4,Taiwan,Liberty Times,Real Estate
556,Miguel Fluxa Rossello,4.4,Spain,Grupo Iberostar ,Hotels
557,Niels Peter Louis-Hansen,4.4,Denmark,Coloplast,Medical Equipments
558,Russell Weiner,4.4,United States,Rockstar,Beverages
559,Tung Chee Chen,4.4,Hong Kong,OOCL,Transporting
560,Xiao Yongming,4.4,China,Zangge Potash Fertilizer,Potash fertilizer
561,Zhang Li & Zhang Liang,4.4,China,R&F,"Real Estate, Mining"
562,Richard Devos,4.4,United States,Amway,Single Brand Retailing
563,Li Zhaoting,4.4,China,Tunghsu,Electronics
564,Andrei Guriev,4.3,Russia,Phosagro,Chemicals & Petrochemicals
565,Andrej Babis,4.3,Czech Republic,Agrofert,Agriculture
566,Archie Aldis Emerson,4.3,United States,Sierra Pacific Industries,Real Estate
567,Bernardo Matte,4.3,Chile,Empresas,Forestry
568,Fu Jun,4.3,China,Macrolink,Mining
569,Garrett Camp,4.3,United States,Uber Technologies,Transport (mobile app-based)
570,Harsh Mariwala,4.3,India,Marico,FMCG
571,He Qiaonv & Tang Kai,4.3,China,Orient Landscape,Forestry
572,Huang Chiheng,4.3,China,Helenbergh,"Real estate, Investments"
573,Hussain Sajwani,4.3,United Arab Emirates,Damac Properties,Real Estate
574,Jiravat Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
575,Juan Francisco Beckmann Vidal,4.3,Mexico,Becle SAB,Beverages
576,Marc Ladreit De Lacharriere,4.3,France,Fimalac,Investments
577,Michael Platt,4.3,Switzerland,BlueCrest Capital Management,Investment
578,Michel Leclercq,4.3,France,Decathlon,Retail
579,Mikhail Gutseriev,4.3,Russia,Oao Russneft,Energy
580,Nucharee Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
581,Otto Philipp Braun,4.3,Germany,B. Braun,Health Care
582,Pavana Langthara Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
583,Peter Hargreaves,4.3,United Kingdom,Hargreaves Lansdown,Investments
584,Prannada Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
585,Robert Rich Jr,4.3,United States,Rich Products Oration,Food & Beverages
586,Saipin Phaholyothin Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
587,Sakchai Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
588,Saravoot Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
589,Supreeya Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
590,Suthirat Yoovidhya,4.3,Thailand,Red Bull,Food & Beverages
591,Thavis Pengsa,4.3,Thailand,Red Bull,Food & Beverages
592,Wang Xing,4.3,China,Meituan,TMT
593,Augusto Perfetti,4.2,Switzerland,Perfetti Van Melle,Food and Bevarage
594,Brian Chesky,4.2,United States,AirBnb,Social networking service
595,David Shaw,4.2,United States,DE Shaw,Hedge Funds
596,Eliodoro Matte,4.2,Chile,Empresas,Forestry
597,Giorgio Perfetti,4.2,Switzerland,Perfetti Van Melle,Food and Bevarage
598,Huang Rulun,4.2,China,Century Golden Resources,Real Estate
599,James Packer,4.2,Australia,Crown Resorts,Entertainment
600,Jeronimo Arango,4.2,United States,Cifra,Multi Brand Retailing
601,Joe Gebbia,4.2,United States,AirBnb,Social networking service
602,Jon Ramon Aboitiz,4.2,Philippines,Aboitiz Equity Ventures,Energy
603,Kenneth Langone,4.2,United States,Home Depot,Multi Brand Retailing
604,Koji Yanai,4.2,Japan,Fast Retailing,Multi Brand Retailing
605,Lau Cho Kun,4.2,Malaysia,Hap Seng Consolidated,Palm Oil
606,Lawrence Ho Yau Lung,4.2,Hong Kong,Melco,Gaming
607,Miao Shouliang,4.2,China,Fuyuan,"Real Estate, hydroelectricity, new energy"
608,Nathan Blecharczyk,4.2,United States,AirBnb,Social networking service
609,Nick Caporella,4.2,United States,National Beverage,Beverages
610,Pham Nhat Vuong,4.2,Vietnam,Vingroup,Real Estate
611,Radovan Vitek,4.2,Czech Republic,CPI property group,Real Estate
612,Richard Schulze,4.2,United States,Best Buy,Electronic Retailer
613,Sebastian Kulczyk,4.2,Poland,Sab Miller,Food & Beverages
614,Terrence Pegula,4.2,United States,Buffalo Sabres,Sports
615,Theo Mueller,4.2,Germany,Theo Muller Group,Food & Beverages
616,Vijay Chauhan,4.2,India,Parle Products,FMCG
617,Chen Ailian & Wu Liangding,4.1,China,Zhongbao,Automobile parts
618,Chen Bang,4.1,China,Aier Ophthalmology,Medical services
619,Chen Jinxia,4.1,China,Yongjin,Pharmaceuticals
620,Clayton Mathile,4.1,United States,Lams,Technology
621,Daniel Servitje Montull,4.1,Mexico,Bimboa Mexico,Food processing (bakery)
622,David Siegel,4.1,United States,Two Sigma Investments,Hedge Funds
623,Edward Roski Jr,4.1,United States,Majestic Reality,Real Estate
624,Jeffrey Hildebrand,4.1,United States,Eagle Ford,Energy
625,John Overdeck,4.1,United States,Two Sigma Investments,Hedge Funds
626,Kishore Biyani,4.1,India,Future Group,Retailing
627,Leslie Wexner,4.1,United States,Limited Brands,Single Brand Retailing
628,Liang Xinjun,4.1,China,Fosun,Investments
629,Mark Scheinberg,4.1,United Kingdom,PokerStars,Entertainment
630,Masatoshi Ito,4.1,Japan,Seven & I,Multi Brand Retailing
631,Patricia Matte,4.1,Chile,Empresas,Forestry
632,Tamara Gustavson,4.1,United States,Public Storage,Real Estate
633,Wang Qicheng & Wu Yan,4.1,China,Hakim,"IT, media, real estate, investment"
634,Yasumitsu Shigeta,4.1,Japan,Hikari Tsushin,Telecom
635,Zhang Gang,4.1,China,Xinfalyudian,"Aluminum, alumina"
636,Giuseppe De Longhi,4.1,Italy,De Longhi,Consumer Electronics
637,Ashwin Dani,4,India,Asian Paints,Chemicals & Petrochemicals
638,Du Sha,4,China,Pacific Links,Sports
639,Helmut Sohmen,4,Hong Kong,BW Group,Logistics
640,Jeffrey Skoll,4,United States,Capricon Investment,Investments
641,Juan Carlos Escotet,4,Venezuela,Banesco,Banking
642,Ken Fisher,4,United States,Fisher Investments,Investments
643,Mike Cannon-Brookes,4,Australia,Atlassian,Business Software
644,Scott Farquhar,4,Australia,Atlassian,Business Software
645,Sergey Nikolaevich Galitskiy,4,Russia,Magnit,Retail
646,Shen Wenrong,4,China,Sha Steel,Iron & Steel
647,Silas Kf Chou,4,Hong Kong,Novel Enterprises,Multi Brand Retailing
648,Steven Spielberg,4,United States,Dreamworks Animation,Entertainment
649,Victor Gradin,4,Brazil,Odebrecht,Energy
650,Walter Scott Jr,4,United States,Mid American Energy,Energy
651,Wang Jian,4,China,BGI,Genetic testing
652,Yusaku Maezawa,4,Japan,Start Today,Online retail
653,Fred & Ron Mannix,4,Canada,Mancal,"Oil,Gas"
654,Lin Wenjing,4,China,Rong Qiao,Real Estate
655,Alain Bouchard,3.9,Canada,Alimentation Couche Tard,Multi Brand Retailing
656,Arnon Milchan,3.9,Israel,New Regency Movies,Entertainment
657,Daniela Herz,3.9,Germany,Mayfair,Investments
658,Gunter Herz,3.9,Germany,Mayfair,Investments
659,Han Chang-Woo,3.9,Japan,Maruhan,Entertainment
660,Hans-Adam Von & Zu Liechtenstein,3.9,Switzerland,Lgt Bank,Banking
661,Huang Guangyu,3.9,China,Gome,Retail
662,Israel Englander,3.9,United States,Millennium Management,Hedge Funds
663,Jean Pierre Cayard,3.9,France,La Martiniquaise,Beverages
664,Jeremy Jacobs Sr,3.9,United States,Delaware North,Entertainment
665,Jiang Bin & Hu Shuangmei,3.9,China,GoerTek,Acoustics and multimedia products
666,Joao Roberto Marinho,3.9,Brazil,Rede Globo,Media
667,Jose Roberto Marinho,3.9,Brazil,Rede Globo,Media
668,Kiran Mazumdar-Shaw,3.9,India,Biocon,Pharmaceuticals
669,Kwek Leng Beng,3.9,Singapore,City Development,Real Estate
670,Luo Liguo,3.9,China,Hoshine Silicon,Chemical
671,Mohammed Bin Saud Al Kabeer,3.9,Saudi Arabia,Almarai,Food & Beverages
672,Rishi Shah,3.9,United States,Outcome Health,Healthcare
673,Roberto Irineu Marinho,3.9,Brazil,Rede Globo,Media
674,Wang Wenbiao,3.9,China,Elion,Chemicals & Petrochemicals
675,Xu Yu & Li Shanhu,3.9,China,Trendy,Apparel
676,Ashok Parmanand Hinduja,3.8,India,Hinduja Group,Conglomerate
677,Anil Ambani,3.8,India,ADA Reliance,Diversified
678,Anthony Bamford,3.8,United Kingdom,JCB,Manufacturing
679,David Barclay,3.8,United Kingdom,Shop Direct,Multi Brand Retailing
680,Dominique Heriard Dubreuil,3.8,France,Remy Cointreau,Food & Beverages
681,Du Jiangtao & Hao Hong,3.8,China,Junzheng,"Coal, thermoelectricity, energy"
682,Francis Choi Chee Ming,3.8,Hong Kong,Early Light International,"Toy,Investments"
683,Frederick Barclay,3.8,United Kingdom,Shop Direct,Multi Brand Retailing
684,Gao Tianguo,3.8,China,Guozhijie,Investments
685,Hans Peter Wild,3.8,Switzerland,Rudolf Wild,Food & Beverages
686,Henry Samueli,3.8,United States,Broadcom,Technology
687,Isak Andic,3.8,Spain,Mango,Single Brand Retailing
688,Liang Qingde,3.8,China,Galanz,Household appliances
689,Martha Ingram,3.8,United States,Ingram Industries,Technology
690,Masahiro Miki,3.8,Japan,Abc Mart,Footwear Retail
691,Somurai Jaruphnit,3.8,Thailand,Charoen Pokphand Foods,Food & Beverege
692,Tilman Fertitta,3.8,United States,Landry's,Hospitality
693,Wang Zhenhua & Wang Xiaosong,3.8,China,Xincheng,Real Estate
694,Yuri Milner,3.8,Russia,Mail.ru,Investments
695,Zhang Hongwei,3.8,China,Orient,Energy
696,Zhu Linyao,3.8,China,Huabao International,"Fragrances, Flavouring"
697,Gopichand Parmanand Hinduja,3.8,United Kingdom,Hinduja Group,Conglomerate
698,Prakash Parmanand Hinduja,3.8,Switzerland,Hinduja Group,Conglomerate
699,Srichand Parmanand Hinduja,3.8,United Kingdom,Hinduja Group,Conglomerate
700,Carlo Benetton,3.7,Italy,Benetton,Single Brand Retailing
701,Abdullah Al Rajhi,3.7,Saudi Arabia,Al Rajhi Banking And Investment,Banking
702,Andreas Strungmann,3.7,Germany,Hexal,Pharmaceuticals
703,Carlos Rodriguez Pastor,3.7,Peru,Banco Internacional Del Peru,Banking
704,Giuliana Benetton,3.7,Italy,Benetton,Single Brand Retailing
705,Guenther Lehmann,3.7,Germany,Drogeriemarkt,Retail
706,Hans Strothoff,3.7,Germany,MHK Group,Retail
707,Jack Dorsey,3.7,United States,Twitter,Technology
708,Jiang Zhaobai,3.7,China,Pengxin,Food&Beverages
709,John Gandel,3.7,Australia,Chandell,Construction
710,Josephine Louis,3.7,United States,S.C Johnson & Son,Consumer goods (cleaning supplies)
711,Ke Zunhong,3.7,China,Kanghong Pharmaceuticals,Pharmaceuticals
712,Kelcy Warren,3.7,United States,Energy Transfer Equity,Energy
713,Lars Larsen,3.7,Denmark,Jysk,Single Brand Retailing
714,Lin Zhong,3.7,China,Xuhui,Real estate
715,Luciano Benetton,3.7,Italy,Benetton,Single Brand Retailing
716,Murat Ulker,3.7,Turkey,Yildi,Food & Beverages
717,Patrizio Bertelli,3.7,Italy,Prada,Single Brand Retailing
718,Rafael Del Pino Calvo-Sotelo,3.7,Spain,Ferrovial,Construction
719,Sameer Gehlaut,3.7,India,Indiabulls Financial Services,Financial Services
720,Santi Bhirombhakdi,3.7,Thailand,Boon Rawd Brewery,Food & Beverages
721,Sun Shoukuan,3.7,China,Jiacheng,"Refractories, coal chemicals"
722,Thomas Strungmann,3.7,Germany,Hexal,Pharmaceuticals
723,Wu Guangming & Wu Qun,3.7,China,Jiangsu Yuyue Medical Equipment,Health care
724,Gilberto Benetton,3.7,Italy,Benetton,Single Brand Retailing
725,Alejandro Santo Domingo,3.6,United States,Sab Miller,Food & Beverages
726,Andreas Santo Domingo,3.6,United States,Sab Miller,Food & Beverages
727,Andrew Forrest,3.6,Australia,Fortescue Metals,Mining
728,Anthony Pritzker,3.6,United States,Hyatt,Hospitality
729,Br Shetty,3.6,United Arab Emirates,NMC Healthcare,Health care
730,Chi Yufeng,3.6,China,Perfect World,TMT
731,Christopher Reyes,3.6,United States,Reyes,Food & Beverages
732,Donald Sterling,3.6,United States,Los Angeles Clippers,Real Estate
733,Edwin Leong,3.6,Hong Kong,Tai Hung Fai,Real Estate
734,Francisco Javier Bours Castelo,3.6,Mexico,Megacable Holdings,Telecommunications
735,Hans Guido Riegel,3.6,Germany,Haribo,Food & Beverages
736,James Leprino,3.6,United States,Leprino Foods Company,Food & Beverages
737,Jude Reyes,3.6,United States,Reyes,Food & Beverages
738,Lucio Tan,3.6,Philippines,Philip Morris,Tobacco
739,Miuccia Prada,3.6,Italy,Prada,Single Brand Retailing
740,Nicolas Puech,3.6,France,Hermes,Multi Brand Retailing
741,Piero Ferrari,3.6,Italy,Ferrari,Automobiles
742,Samvel Karapetyan,3.6,Russia,Tashir Group,Real Estate
743,Traudl Engelhorn,3.6,Switzerland,Boehringer Mannheim,Pharmaceuticals
744,Viatcheslav Kantor,3.6,Switzerland,Acron,Chemicals & Petrochemicals
745,Vladimir Yevtushenkov,3.6,Russia,Sistema,Telecom
746,Xu Guanju,3.6,China,Chuanhua,"Chemical, agriculture, investments"
747,Peter Peterson,3.6,United States,Blackstone,Investments
748,Anne Beaufour,3.5,Switzerland,Ipsen,Pharmaceutical
749,Donald Trump,3.5,United States,Trump Organization,Real Estate
750,Henri Beaufour,3.5,United Kingdom,Ipsen,Pharmaceutical
751,Issac Perlmutter,3.5,United States,Marvel Entertainment,Entertainment
752,John Brown,3.5,United States,Stryker Corporation,Medical Technology
753,Jon Stryker,3.5,United States,Stryker Corporation,Medical Technology
754,Lai Meisong,3.5,China,ZTO,Express delivery
755,Lisa K Simmons,3.5,United States,Valhi,Chemicals & Petrochemicals
756,Ma Xiuhui & Wang Yaohai,3.5,China,Opple,Manufacturing
757,Maggie Magerko,3.5,United States,84 Lumber,Construction
758,Mangal Prabhat Lodha,3.5,India,Lodha,Realty
759,Mark Cuban,3.5,United States,Dallas Mavericks,Entertainment
760,Michael Gregory,3.5,Hong Kong,CLP,"Electric Power,Investments"
761,Oprah Winfrey,3.5,United States,Oprah Winfrey Network,Entertainment
762,Pat Stryker,3.5,United States,Stryker Corporation,Medical Technology
763,Paul Tudor Jones Ii,3.5,United States,Tudor Investments,Hedge Funds
764,Ravi Pillai,3.5,United Arab Emirates,RP Group,Construction
765,Serena Simmons,3.5,United States,Valhi,Chemicals & Petrochemicals
766,Sheldon Solow,3.5,United States,Solow Projects,Real Estate
767,Spiro Latsis,3.5,Switzerland,Hellenic Petroleum,Oil & gas
768,Valentin Gapontsev,3.5,United States,Ipg Photonics,Medical Equipments
769,Yang Jian,3.5,China,Zhongliang,Real Estate
770,Yvonne Bauer,3.5,Germany,Bauer Media,Entertainment
771,Zhu Baoguo,3.5,China,Joint Care,Pharmaceuticals
772,Zhu Gongshan,3.5,Hong Kong,Golden Concord,Energy
773,George Lindemann Sr,3.5,United States,Southern Union,Energy
774,Andrew Taylor,3.4,United States,Enterprise Holdings,Automobiles & Auto Components
775,Antonio Del Valle Ruiz,3.4,Mexico,Mexichem,Chemicals & Petrochemicals
776,Barry Lin Bai-Li,3.4,Taiwan,Quanta Computer,Manufacturing
777,Feng Hailiang,3.4,China,Hailiang,Metals & Mining
778,Gil Shwed,3.4,Israel,Check Point Software Technologies,Technology
779,Hal Steinbrenner,3.4,United States,New York Yankees,Sports
780,Harry Stine,3.4,United States,Stine Seeds,Agriculture
781,Hilton H. Schlosberg,3.4,United States,Monster Beverage,Beverages
782,Huang Wenzai,3.4,China,Star river,Real Estate
783,Jaime Gilinski Bacal,3.4,Colombia,BanColombia,Financial Services
784,Jason Cs Chang,3.4,Taiwan,ASE,Manufacturing
785,Jeff Rothschild,3.4,United States,Facebook,Social networking service
786,Jim Breyer,3.4,United States,Accel Partners,Investments
787,Jo Ann Taylor,3.4,United States,Enterprise Holdings,Automobiles & Auto Components
788,John Middleton,3.4,United States,John Middleton,FMCG
789,Juan Abello,3.4,Spain,Sacyr Vallehermoso,Investments
790,Juan Coneo Solari,3.4,Chile,SACI Falabella,Multi Brand Retailing
791,Khalaf Al Habtoor,3.4,United Arab Emirates,Al Habtoor,Construction
792,Leonard Stern,3.4,United States,Hartz Mountain Industries,Real Estate
793,Li Sze Lim,3.4,Hong Kong,R&F,Real Estate
794,Li Zongsong & Gu Xiaojia,3.4,China,Bicon,Pharmaceuticals
795,Martin Viessmann,3.4,Germany,Viessmann Werke,Electronics
796,Michael Ying Lee-Yuen,3.4,Hong Kong,Esprit,Investments
797,Ren Jianhua,3.4,China,Robam,Home appliances
798,Rinat Akhmetov,3.4,Ukraine,System Capital Management,Investments
799,Robert Duggan,3.4,United States,Pharmacyclics,Pharmaceuticals
800,Robert Smith,3.4,United States,Vista Equity Partners,Investments
801,Teddy Sagi,3.4,Israel,Playtech,Entertainment
802,Teresa Solari Falabella,3.4,Chile,SACI Falabella,Multi Brand Retailing
803,Wang Guangxi & Guo Tianshu,3.4,China,Wintime,Energy
804,Yan Xijun,3.4,China,Tasly,Pharmaceuticals
805,Clemmie Spangler Jr,3.3,United States,Bank Of America,Investments
806,B Parthasaradhi Reddy,3.3,India,Hetero group of companies,Pharmaceuticals
807,Bernd Baus,3.3,Germany,Bauhaus,Multi Brand Retailing
808,Ding Shizhong,3.3,China,Anta,Sportswear
809,Dirk Rossmann,3.3,Germany,Rossmann,Multi Brand Retailing
810,George Ty,3.3,Philippines,GT Capital,Financial Services
811,Ginette Moulin,3.3,France,Galeries Lafayette,Retail
812,Hong Seok-Joh,3.3,South Korea,BGF Retail,Retail
813,Huang Chulong,3.3,China,Galaxy,"Real Estate, Investment"
814,Huang Maoru & Zhang Jin,3.3,China,Maoye,"Real Estate, Retail"
815,Igor Olenicoff,3.3,United States,Olen Properties,Real Estate
816,Jay Robert Pritzker,3.3,United States,Hyatt,Hospitality
817,Jiang Weiping,3.3,China,Tianqi,Mining
818,Jimmy Haslam,3.3,United States,Pilot Flying J,Single Brand Retailing
819,Judy Faulkner,3.3,United States,Epic Systems,Technology
820,Li Zhe,3.3,China,Riverside,Real Estate
821,Lin Gang,3.3,China,CMS,Pharmaceuticals
822,Luigi Rovati,3.3,Italy,Meda,Pharmaceuticals
823,Mark Shoen,3.3,United States,Amerco,Rental (moving & storing)
824,Mohsin And Zuber Issa,3.3,United Kingdom,Euro Garages,Petroleum & Convinience Retail
825,Patricia Angelini Rossi,3.3,Chile,Antarchille,Conglomerate
826,Rajan Raheja,3.3,India,Exide Industries,Automobiles & Auto Components
827,Richard Li Tzar Kai,3.3,Hong Kong,PCCW,Telecom
828,Robert Miller,3.3,Hong Kong,DFS Group,Retail
829,Roberto Angelini Rossi,3.3,Chile,Antarchille,Conglomerate
830,Rodney Sacks,3.3,United States,Monster Beverage,Beverages
831,Tan Bingzhao,3.3,China,Nimble,Real estate
832,Vincent Viola,3.3,United States,Virtu Financials,Electronic trading
833,Wei Shaojun,3.3,China,Longjitaihe,"Real estate, new energy"
834,Yakir Gabay,3.3,United Kingdom,Aroundtown Property,Real estate
835,Zelimkhan Mutsoev,3.3,Russia,Regions Group,Construction
