Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
55,Stephen Schwarzman,25,United States,Blackstone Group,Financial Services
56,Tadashi Yanai,25,Japan,Fast Retailing,Retail
57,Leonid Mikhelson,24,Russia,Novatek,Energy
58,Vladimir Potanin,24,Russia,Norilsk Nickel,Metals & Mining
59,Harold Hamm,23,United States,Continental Resources,Energy
60,Lee Shau Kee,23,Hong Kong,Henderson Land,Real Estate
61,Mark Mateschitz,23,Austria,Red Bull,Food & Beverages
62,Qin Yinglin & Qian Ying,23,China,Muyuan,Agriculture
63,Elaine Marshall,22,United States,Koch Industries,Energy
64,Iris Fontbona,22,Chile,Antofagasta,Metals & Mining
65,James Simons,22,United States,Renaissance Technologies,Financial Services
66,Jen-Hsun Huang,22,United States,Nvidia,Semiconductors
67,Li Shufu,22,China,Geely,Automobile & Auto Components
68,Liu Yongxing & Liu Xiangyu,22,China,East Hope,Chemicals
69,R Budi Hartono,22,Indonesia,Bank Central Asia,Financial Services
70,Yan Hao,22,China,China Pacific Construction,Construction & Engineering
71,Leonard Lauder,21,United States,Estee Lauder,Consumer Goods
72,Michael Hartono,21,Indonesia,Bank Central Asia,Financial Services
73,Reinhold Wurth,21,Germany,Wurth,Automobile & Auto Components
74,Stefan Quandt,21,Germany,BMW,Automobile & Auto Components
75,Susanne Klatten,21,Germany,BMW,Automobile & Auto Components
76,Wang Wei,21,Hong Kong,SF,Transportation & Logistics
77,Chen Jianhua & Fan Hongwei,20,China,Hengli,Industrial Products
78,Daniel Gilbert,20,United States,Rocket Companies,Financial Services
79,Lakshmi N Mittal,20,United Kingdom,ArcelorMittal,Metals & Mining
80,Lee Choi Mei Ling,20,Hong Kong,Lee Kun Kee,Food & Beverages
81,Lyu Xiangyang & Zhang Changhong,20,China,Youngy,Investments
82,Ray Dalio,20,United States,Bridgewater Associates,Financial Services
83,SP Hinduja,20,United Kingdom,Hinduja,Automobile & Auto Components
84,Wang Chuanfu,20,China,BYD,Automobile & Auto Components
85,Alisher Usmanov,19,Russia,Megafon,Telecommunications
86,Eric Schmidt,19,United States,Alphabet,Media & Entertainment
87,Gianluigi Aponte,19,Switzerland,Mediterranean Shipping,Transportation & Logistics
88,Henry Cheng Kar-shun,19,Hong Kong,Chow Tai Fook,Consumer Goods
89,Wei Jianjun & Han Xuejuan,19,China,Great Wall Motor,Automobile & Auto Components
90,Abigail Johnson,18,United States,Fidelity,Financial Services
91,Andrew Forrest,18,Australia,Fortescue Metals,Metals & Mining
92,Gennady Timchenko,18,Russia,Novatek,Energy
93,Huang Shilin,18,China,CATL,Energy
94,John Menard Jr,18,United States,Menards,Retail
95,Jorge Paulo Lemann,18,Switzerland,3G Capital,Investments
96,Lukas Walton,18,United States,Walmart,Retail
97,Pang Kang,18,China,Haitian,Food & Beverages
98,Vagit Alekperov,18,Russia,Lukoil,Energy
99,Aliko Dangote,17,Nigeria,Dangote Cement,Construction & Engineering
100,Diane Hendricks,17,United States,ABC Supply,Construction & Engineering
101,Dilip Shanghvi,17,India,Sun Pharmaceutical Industries,Healthcare
102,Li Xiting,17,Singapore,Mindray,Healthcare
103,Lui Che Woo,17,Hong Kong,Galaxy Entertainment,Hospitality
104,Peter Woo Kwong-ching,17,Hong Kong,Wheelock,Real Estate
105,Rupert Murdoch,17,United States,News,Media & Entertainment
106,Xu Hang,17,China,"Mindray, Parkland",Healthcare
107,Zhang Zhidong,17,China,Tencent,Media & Entertainment
108,Beate Heister,16,Germany,Aldi Sued,Retail
109,Chen Bang,16,China,Aier Ophthalmology,Healthcare
110,Eyal Ofer,16,Monaco,Ofer Global,Transportation & Logistics
111,James Dyson,16,United Kingdom,Dyson,Consumer Goods
112,Karl Albrecht Jr,16,Germany,Aldi Sued,Retail
113,Liu Hanyuan & Guan Yamei,16,China,Tongwei,Energy
114,Radhakishan Damani,16,India,Avenue Supermarts,Retail
115,Robert Kuok,16,Hong Kong,Kuok Brothers,Food & Beverages
116,Robert Pera,16,United States,Ubiquiti,Software & Services
117,Vladimir Lisin,16,Russia,Novolipetsk Steel,Metals & Mining
118,Wang Wenyin,16,China,Amer,Metals & Mining
119,Wang Xing,16,China,Meituan,Transportation & Logistics
120,Yan Bin,16,China,Reignwood,Food & Beverages
121,Andrey Melnichenko,15,Russia,Suek,Energy
122,Carl Icahn,15,United States,Icahn Enterprises,Financial Services
123,Charlene Carvalho,15,United Kingdom,Heineken,Food & Beverages
124,Daniel Servitje Montull,15,Mexico,Grupo Bimbo,Food & Beverages
125,Donald Bren,15,United States,Irvine Company,Real Estate
126,Jiang Rensheng,15,China,Zhifei,Healthcare
127,Leonardo Maria del Vecchio & Nicoletta Zampillo,15,Italy,EssilorLuxottica,Consumer Goods
128,Philip Anschutz,15,United States,Anschutz Entertainment,Media & Entertainment
129,Renata Kellnerova,15,Czech Republic,PPF,Financial Services
130,Sara Mota De Larrea,15,Mexico,Grupo Mexico,Metals & Mining
131,Sherry Brydson,15,Canada,Thomson Reuters,Media & Entertainment
132,Thomas Frist Jr,15,United States,HCA Healthcare,Healthcare
133,Wang Jianlin,15,China,Wanda,Real Estate
134,Yang Huiyan,15,China,Country Garden,Real Estate
135,Zong Qinghou,15,China,Wahaha,Food & Beverages
136,Andreas Strungmann,14,Germany,BioNTech,Healthcare
137,David Tepper,14,United States,Appaloosa Management,Financial Services
138,Ernesto Bertarelli,14,Switzerland,Serono,Healthcare
139,Israel Englander,14,United States,Millennium Management,Financial Services
140,Joseph Lau Luen Hung,14,Hong Kong,Chinese Estates,Real Estate
141,Kumar Mangalam Birla,14,India,Aditya Birla,Construction & Engineering
142,Liu Qiangdong & Zhang Zetian,14,China,JD,Retail
143,Liu Yonghao,14,China,New Hope,Agriculture
144,Mikhail Fridman,14,United Kingdom,Alfa,Energy
145,Mikhail Prokhorov,14,Russia,Polyus Gold,Metals & Mining
146,Pavel Durov,14,United Arab Emirates,Telegram,Software & Services
147,Sarath Ratanavadi,14,Thailand,Gulf Energy Development,Energy
148,Stefan Persson,14,Sweden,H&M,Consumer Goods
149,Suleiman Kerimov,14,Russia,Polyus Gold,Metals & Mining
150,Thomas Strungmann,14,Germany,BioNTech,Healthcare
151,Uday Kotak,14,India,Kotak Mahindra Bank,Financial Services
152,Zhang Gang,14,China,Xinfalyudian,Metals & Mining
153,Alexey Mordashov,13,Russia,Severstal,Metals & Mining
154,Alwaleed Bin Talal Alsaud,13,Saudi Arabia,Kingdom Holding,Investments
155,Charles Butt,13,United States,HEB Store,Retail
156,Charles Schwab,13,United States,Charles Schwab,Financial Services
157,"Chase Coleman, III",13,United States,Tiger Global Management,Financial Services
158,Emmanuel Besnier,13,France,Lactalis,Food & Beverages
159,Goh Cheng Liang,13,Singapore,Nippon Paints,Construction & Engineering
160,Hugh Grosvenor,13,United Kingdom,Grosvenor,Real Estate
161,James Ratcliffe,13,United Kingdom,Ineos,Chemicals
162,Jan Koum,13,United States,Facebook,Media & Entertainment
163,John Fredriksen,13,United Kingdom,Frontline,Transportation & Logistics
164,Lei Jun,13,China,Xiaomi,Consumer Goods
165,Lin Li,13,China,Liye,Investments
166,Michael Platt,13,Switzerland,BlueCrest Capital Management,Financial Services
167,Stanley Kroenke,13,United States,Kroenke,Media & Entertainment
168,Zheng Shuliang,13,China,Weiqiao Pioneering,Metals & Mining
169,Chen Dongsheng,12,China,Taikang,Financial Services
170,Cliff Obrecht & Melanie Perkins,12,Australia,Canva,Software & Services
171,David Cheriton,12,United States,Arista Networks,Software & Services
172,David Sun,12,United States,Kingston Technology,Semiconductors
173,Hasso Plattner,12,Germany,SAP,Software & Services
174,Jerry Jones,12,United States,Dallas Cowboys,Media & Entertainment
175,John Tu,12,United States,Kingston Technology,Semiconductors
176,Leon Black,12,United States,Apollo Global Management,Financial Services
177,Leslie Wilson,12,Australia,Reece,Retail
178,Marijke Mars,12,United States,Mars,Food & Beverages
179,Niraj Bajaj,12,India,Bajaj,Financial Services
180,Pamela Mars-Wright,12,United States,Mars,Food & Beverages
181,Ricardo Salinas Pliego,12,Mexico,Elekta,Healthcare
182,Steve Cohen,12,United States,Point72 Asset Management,Financial Services
183,Tom & Judy Love,12,United States,Love's Travel Stops & Country Stores,Retail
184,Valerie Mars,12,United States,Mars,Food & Beverages
185,Victoria Mars,12,United States,Mars,Food & Beverages
186,Zhao Changpeng,12,United Arab Emirates,Binance,Blockchain
187,Andrew Beal,11,United States,Beal Bank,Financial Services
188,Dang Yanbao,11,China,Baofeng,Energy
189,David Geffen,11,United States,Geffen Records,Media & Entertainment
190,Doug Meijer,11,United States,Meijer Supermarket,Retail
191,Gustaf Douglas,11,Sweden,Investment AB Latour,Investments
192,Hank Meijer,11,United States,Meijer Supermarket,Retail
193,Henry Kravis,11,United States,KKR,Financial Services
194,Jin Baofang,11,China,JA Solar,Energy
195,Johann Rupert,11,South Africa,Richemont,Consumer Goods
196,John Malone,11,United States,Liberty Media,Media & Entertainment
197,Kwong Siu Hing,11,Hong Kong,Sun Hung Kai,Real Estate
198,Li Yanhong & Ma Dongmin,11,China,Baidu,Media & Entertainment
199,Liu Jincheng & Luo Jinhong,11,China,EVE Energy,Energy
200,Luo Liguo,11,China,Hoshine,Metals & Mining
201,Marcel Herrmann Telles,11,Brazil,3G Capital,Investments
202,Marian Ilitch,11,United States,Ilitch,Food & Beverages
203,Massimiliana Landini Aleotti,11,Italy,Menarini,Healthcare
204,Melinda French Gates,11,United States,Investments,Investments
205,Mike Cannon-Brookes,11,Australia,Atlassian,Software & Services
206,Palankoyev Akhmet Magomedovich,11,Russia,Polyus Gold,Metals & Mining
207,Steven Rales,11,United States,Danaher,Healthcare
208,Wu Yajun,11,China,Longfor,Real Estate
209,Zhang Congyuan,11,China,Huali Industrial,Consumer Goods
210,Zhang Yong & Shu Ping,11,Singapore,Haidilao,Food & Beverages
211,Akira Mori,10,Japan,Mori Trust,Real Estate
212,Andrei Skoch,10,Russia,Metalloinvest,Metals & Mining
213,Anthony Pratt,10,Australia,Visy Industries,Paper & Forest Products
214,Babetta Albrecht,10,Germany,Aldi Nord,Retail
215,Charoen Sirivadhanabhakdi,10,Thailand,Thai Beverage,Food & Beverages
216,David Reuben,10,United Kingdom,Global Switch,Services
217,George Roberts,10,United States,KKR,Financial Services
218,Gong Hongjia & Chen Chunmei,10,Hong Kong,Hikvision,Investments
219,Jim Pattison,10,Canada,Jim Pattison,Retail
220,Melker Schorling,10,Sweden,Melker Schorling,Investments
221,Patrick Soon-Shiong,10,United States,NantWorks,Healthcare
222,Pei Zhenhua & Rong Jianfen,10,China,Canmax,Industrial Products
223,Qi Shi,10,China,Eastmoney,Financial Services
224,Roman Abramovich,10,Russia,Millhouse,Investments
225,Scott Farquhar,10,Australia,Atlassian,Software & Services
226,Simon Reuben,10,United Kingdom,Global Switch,Services
227,Stephen Ross,10,United States,Related Companies,Real Estate
228,Theo Jr Albrecht,10,Germany,Aldi Nord,Retail
229,Wang Yusuo & Zhao Baoju,10,China,ENN,Energy
230,Xu Haoyu,10,China,Yangtze River Pharmacy,Healthcare
231,Anil Agarwal,9.9,United Kingdom,Vedanta Resources,Metals & Mining
232,Jeffrey Hildebrand,9.9,United States,Hillcorp Energy,Energy
233,John Doerr,9.9,United States,Kleiner Perkins,Financial Services
234,Li Zhengguo & Li Xiyan,9.9,China,Longi,Energy
235,Richard B Cohen,9.9,United States,C&S Wholesale Grocers,Retail
236,Vincent Bollore,9.9,France,Financiere De L'odet,Investments
237,Li Hua,9.7,China,Excellence,Real Estate
238,Liang Wengen,9.7,China,Sany,Industrial Products
239,Michael Rubin,9.7,United States,Kynetic,Retail
240,Nicolas Puech,9.7,France,Hermes,Consumer Goods
241,Du Shuanghua,9.6,China,Rizhao Iron and Steel,Metals & Mining
242,Dustin Moskovitz,9.6,United States,Facebook,Media & Entertainment
243,Zhu Baoguo,9.6,China,Joint Care,Healthcare
244,Donald Newhouse,9.4,United States,Discovery,Media & Entertainment
245,Lin Jianhua & Zhang Hong,9.4,China,First,Industrial Products
246,Sun Piaoyang,9.4,China,"Hengrui, Hansoh",Healthcare
247,Tilman Fertitta,9.3,United States,Landry's,Media & Entertainment
248,Wang Liping,9.3,China,Hengli Hydraulic,Industrial Products
249,Xavier Niel,9.3,France,Iliad,Telecommunications
250,Zhong Huijuan,9.3,China,Hansoh,Healthcare
251,John L Morris,9.2,United States,Bass Pro Shops,Retail
252,Wang Junlin,9.2,China,Langjiu,Food & Beverages
253,Antonia Ax:Son Johnson,9.1,Sweden,Axel Johnson,Investments
254,Carl Cook,9.1,United States,Cook,Healthcare
255,George Soros,9,United States,Soros Fund Management,Financial Services
256,Peter Thomson,9,Canada,Thomson Reuters,Media & Entertainment
257,Richard Li Tzar Kai,9,Hong Kong,PCCW,Telecommunications
258,Shapoor Pallonji Mistry,9,Monaco,Sterling Investments,Investments
259,Taylor Thomson,9,Canada,Thomson Reuters,Media & Entertainment
260,Dietmar Hopp,8.9,Germany,SAP,Software & Services
261,Mitchell Rales,8.9,United States,Danaher,Healthcare
262,Tim Sweeney,8.8,United States,Epic Games,Media & Entertainment
263,Vinod Shantilal Adani,8.8,United Arab Emirates,Adani Enterprises,Energy
264,Yao Liangsong,8.8,China,Oppein,Consumer Goods
265,Christy Walton,8.7,United States,Walmart,Retail
266,Jorn Rausing,8.7,United Kingdom,Tetra Pak,Containers & Packaging
267,Li Shuirong,8.7,China,RongSheng,Chemicals
268,Ravi Jaipuria,8.7,India,RJ Corp,Food & Beverages
269,Yu Yong,8.7,China,Cathay Fortune,Metals & Mining
270,Cao Renxian,8.6,China,Sungrow Power Supply,Energy
271,Carlos Alberto Sicupira,8.6,Brazil,3G Capital,Investments
272,George Kaiser,8.6,United States,BOK Financial,Financial Services
273,Viktor Vekselberg,8.6,Russia,Renova,Metals & Mining
274,Frank Lowy,8.5,Australia,Westfield,Real Estate
275,Harry Triguboff,8.5,Australia,MIR Investments,Investments
276,Pierre Omidyar,8.5,United States,PayPal,Financial Services
277,Chen Lihua,8.4,China,Fu Wah,Real Estate
278,Frederik Paulsen,8.4,Switzerland,Ferring Pharmaceuticals,Healthcare
279,Giorgio Armani,8.4,Italy,Armani,Consumer Goods
280,Graeme Hart,8.4,New Zealand,Rank,Investments
281,Ivan Glasenberg,8.4,Switzerland,Glencore,Trading
282,Laurent Dassault,8.4,France,Dassault Systèmes,Aerospace & Defence
283,Marie-Helene Habert,8.4,France,Dassault Systèmes,Aerospace & Defence
284,Quek Leng Chan,8.4,Malaysia,Hong Leong,Financial Services
285,Rocco Comisso,8.4,United States,Mediacom,Telecommunications
286,Thierry Dassault,8.4,France,Dassault Systèmes,Aerospace & Defence
287,Nicky Oppenheimer,8.3,South Africa,De Beers,Retail
288,Shahid Khan,8.3,United States,Flex N Gate,Automobile & Auto Components
289,Shen Guojun,8.3,China,Yintai,Transportation & Logistics
290,Stefano Pessina,8.3,Monaco,Walgreens,Retail
291,Brian Chesky,8.2,United States,Airbnb,Hospitality
292,Li Ping,8.2,China,CATL,Energy
293,Nusli Wadia,8.2,India,Britannia,Food & Beverages
294,Robert Kraft,8.2,United States,Kraft,Media & Entertainment
295,Blair Parry-Okeden,8.1,Australia,Cox Enterprises,Media & Entertainment
296,Chang Kuo-hua,8.1,China,Evergreen,Transportation & Logistics
297,Finn Rausing,8.1,United Kingdom,Tetra Pak,Containers & Packaging
298,Gao Jifan,8.1,China,Trinasolar,Energy
299,Guillaume Pousaz,8.1,United Kingdom,Checkout.com,Financial Services
300,Huang Chulong,8.1,China,Galaxy,Real Estate
301,Jim Kennedy,8.1,United States,Cox Enterprises,Media & Entertainment
302,Joseph Tsai Chung-Hsin,8.1,United States,Alibaba,Retail
303,Kirsten Rausing,8.1,United Kingdom,Tetra Pak,Containers & Packaging
304,Prakash Lohia,8.1,United Kingdom,Indorama Ventures,Chemicals
305,Reinhold Schmieding ,8.1,United States,Arthrex,Healthcare
306,Eduardo Saverin,8,Singapore,Facebook,Media & Entertainment
307,Ken Fisher,8,United States,Fisher Investments,Financial Services
308,Richard Kinder,8,United States,Kinder Morgan,Energy
309,Stef Wertheimer,8,Israel,Iscar,Industrial Products
310,Terrence Pegula,8,United States,Buffalo Sabres,Media & Entertainment
311,Ding Shizhong,7.9,China,Anta,Consumer Goods
312,Georg Schaeffler ,7.9,Germany,Schaeffler,Automobile & Auto Components
313,Terry Guo Tai-Ming,7.9,China,Hon Hai,Consumer Goods
314,Alexei Kuzmichev,7.8,United Kingdom,Alfa,Energy
315,Andy Von Bechtolsheim,7.8,United States,Arista Networks,Software & Services
316,Ann Walton Kroenke,7.8,United States,Walmart,Retail
317,German Khan,7.8,Russia,Alfa,Energy
318,Idan Ofer,7.8,Israel,Israel Corporation,Chemicals
319,Jay Y Lee,7.8,South Korea,Samsung,Consumer Goods
320,Jian Jun,7.8,China,Imeik,Healthcare
321,Juan Francisco Beckmann Vidal,7.8,Mexico,Becle SAB,Food & Beverages
322,Li Ge & Zhao Ning,7.8,China,Wuxi Pharma Tech,Healthcare
323,Ma Jianrong,7.8,China,Shenzhou,Consumer Goods
324,Nancy Walton Laurie,7.8,United States,Walmart,Retail
325,Pierre Castel,7.8,Switzerland,Castel Freres,Food & Beverages
326,Tamara Gustavson,7.8,United States,Public Storage,Real Estate
327,Ding Shijia,7.7,China,Anta,Consumer Goods
328,Dmitry Bukhman,7.7,United Kingdom,Playrix,Media & Entertainment
329,Igor Bukhman,7.7,United Kingdom,Playrix,Media & Entertainment
330,Jim Davis,7.7,United States,New Balance,Consumer Goods
331,Manuel Villar,7.7,Philippines,Golden Bria Holdings,Retail
332,Radovan Vitek,7.7,Czech Republic,CPI Property,Real Estate
333,Bubba Cathy,7.6,United States,Chick - Fil - A,Food & Beverages
334,Dan Cathy,7.6,United States,Chick - Fil - A,Food & Beverages
335,James Goodnight,7.6,United States,SAS Institute,Software & Services
336,Joshua Harris,7.6,United States,Apollo Global Management,Financial Services
337,Leonard Stern,7.6,United States,Hartz Mountain Industries,Real Estate
338,Martin Viessmann,7.6,Germany,Viessmann Werke,Industrial Products
339,Vicky Safra,7.6,Brazil,Safra,Financial Services
340,Wee Cho Yaw,7.6,Singapore,United Overseas Bank,Financial Services
341,Charles Ergen,7.5,United States,Dish Network,Media & Entertainment
342,Chen Tianqiao & Luo Qianqian,7.5,United States,Shanda,Investments
343,Dennis Washington,7.5,United States,Seaspan,Transportation & Logistics
344,Jack Dorsey,7.5,United States,Square,Financial Services
345,Lai Haimin,7.5,China,Horoy,Real Estate
346,Mat Ishbia,7.5,United States,UWM Holdings,Financial Services
347,Mohamed Bin Issa Al Jaber,7.5,Saudi Arabia,MBI International,Investments
348,Robert Smith,7.5,United States,Vista Equity Partners,Financial Services
349,Wang Tao,7.5,China,DJI,Consumer Goods
350,Xu Yangtian,7.5,Singapore,Shein,Retail
351,Denise Coates,7.4,United Kingdom,Bet365,Media & Entertainment
352,Dmitry Rybolovlev,7.4,Monaco,Uralkali,Chemicals
353,Georg Rethmann,7.4,Germany,Rethmann,Services
354,Henry Samueli,7.4,United States,Broadcom,Semiconductors
355,Klemens Rethmann,7.4,Germany,Rethmann,Services
356,Ludger Rethmann,7.4,Germany,Rethmann,Services
357,Martin Rethmann,7.4,Germany,Rethmann,Services
358,Michael Otto,7.4,Germany,Otto,Retail
359,Wang Laisheng & Wang Yayuan,7.4,China,Luxshare Precision,Consumer Goods
360,Alexander Abramov,7.3,Russia,Evraz,Metals & Mining
361,Heinrich Deichmann,7.3,Germany,Deichmann,Retail
362,John A Sobrato,7.3,United States,Sobrato Development,Real Estate
363,Juan Roig,7.3,Spain,Mercadona,Retail
364,Ludwig Merckle,7.3,Germany,HeidelbergCement,Construction & Engineering
365,Mohammed Al Amoudi,7.3,Saudi Arabia,Corral Petroleum Holdings,Energy
366,Vijay Chauhan,7.3,India,Parle Products,Consumer Goods
367,Wang Laichun,7.3,China,Luxshare Precision,Consumer Goods
368,Wolfgang Marguerre,7.3,Germany,Octapharma,Healthcare
369,Yan Xin,7.3,China,Susun,Construction & Engineering
370,Andrei Guryev,7.2,Russia,PhosAgro,Chemicals
371,Carrie Perrodo,7.2,United Kingdom,Perenco,Energy
372,German Larrea Mota Velasco,7.2,Mexico,Grupo Mexico,Metals & Mining
373,Miao Hangen & Zhu Hongmei,7.2,China,Shenghong Printing & Dyeing,Industrial Products
374,Naguib Sawiris,7.2,Egypt,Vimpelcom,Telecommunications
375,Sun Shoukuan,7.2,China,Jiacheng,Industrial Products
376,Wendy Lee,7.2,Hong Kong,Sun Hung Kai,Real Estate
377,Ashwin S Dani,7.1,India,Asian Paints,Chemicals
378,David Shaw,7.1,United States,DE Shaw,Financial Services
379,Emilio Alves Odebrecht,7.1,Brazil,Odebrecht,Construction & Engineering
380,Gaye Farncombe,7.1,Canada,Thomson Reuters,Media & Entertainment
381,Linda Campbell,7.1,Canada,Thomson Reuters,Media & Entertainment
382,Nathan Kirsh,7.1,United Kingdom,Jetro Holdings,Retail
383,Peter Thiel,7.1,United States,Clarium Capital,Investments
384,Silvio Berlusconi,7.1,Italy,MFE-MediaForEurope,Media & Entertainment
385,Steve Bisciotti,7.1,United States,Baltimore Ravens,Media & Entertainment
386,Tatyana Bakalchuk,7.1,Russia,Wildberries,Retail
387,Tse Ping,7.1,Hong Kong,Sino Biopharmaceutical,Healthcare
388,Benu Gopal Bangur,7,India,Shree Cement,Construction & Engineering
389,Eric Wittouck,7,Monaco,Artel,Investments
390,Jiang Weiping,7,China,Tianqi,Metals & Mining
391,Kwek Leng Beng,7,Singapore,City Developments,Real Estate
392,Nathan Blecharczyk,7,United States,Airbnb,Hospitality
393,Ronda Stryker,7,United States,Stryker,Healthcare
394,Wu Jianshu,7,China,Tuopu,Automobile & Auto Components
395,Abdulsamad Rabiu,6.9,Nigeria,BUA,Construction & Engineering
396,Anders Holch Povlsen,6.9,Denmark,Bestseller,Retail
397,Bernard Marcus,6.9,United States,Home Depot,Retail
398,Carl Bennet,6.9,Sweden,Lifco,Investments
399,Cheng Xue,6.9,China,Haitian,Food & Beverages
400,Christopher Reyes,6.9,United States,Reyes,Food & Beverages
401,Hansjorg Wyss,6.9,United States,Synthes,Healthcare
402,Henry Nicholas III,6.9,United States,Broadcom,Semiconductors
403,Joe Gebbia,6.9,United States,Airbnb,Hospitality
404,John Grayken,6.9,United Kingdom,Lone Star Funds,Financial Services
405,Jude Reyes,6.9,United States,Reyes,Food & Beverages
406,Magdalena Blocher,6.9,Switzerland,EMS Chemie,Chemicals
407,Paolo & Gianfelice Mario Rocca,6.9,Argentina,Techint,Construction & Engineering
408,Rahel Blocher,6.9,Switzerland,EMS Chemie,Chemicals
409,Sandra Ortega Mera,6.9,Spain,Inditex,Consumer Goods
410,Seo Jung Jin,6.9,South Korea,Celltrion,Healthcare
411,Zhang Hejun,6.9,China,Deye Technology,Industrial Products
412,Zhao Yan,6.9,China,Bloomage,Healthcare
413,Alain Merieux,6.8,France,Bio Merieux,Healthcare
414,Décio da Silva,6.8,Brazil,WEG Industries,Industrial Products
415,Eva Gonda Rivera,6.8,Mexico,FEMSA,Food & Beverages
416,Fang Wei,6.8,China,Fangda,Metals & Mining
417,Hu Kaijun,6.8,China,China Grand,Healthcare
418,Lilian Wernighaus,6.8,Brazil,WEG Industries,Industrial Products
419,Rajiv Singh,6.8,India,DLF,Real Estate
420,Randa Williams,6.8,United States,Enterprise Products,Energy
421,Alexander Otto,6.7,Germany,Otto,Retail
422,Bidzina Ivanishvili,6.7,Georgia,Rossiyskiy Kredit Bank,Financial Services
423,Cai Kui,6.7,Hong Kong,Longfor,Real Estate
424,Dannine Avara,6.7,United States,Enterprise Products,Energy
425,David Duffield,6.7,United States,Workday,Software & Services
426,Ibrahim Erdemoglu,6.7,Turkey,SASA Polyester,Chemicals
427,Michael Herz,6.7,Germany,Maxingvest,Consumer Goods
428,Mikhail Shelkov,6.7,Russia,VSMPO-AVISMA,Metals & Mining
429,Milane Frantz,6.7,United States,Enterprise Products,Energy
430,Scott Duncan,6.7,United States,Enterprise Products,Energy
431,Wolfgang Herz,6.7,Germany,Maxingvest,Consumer Goods
432,Chu Mang Yee,6.6,China,Hopson,Real Estate
433,Friedhelm Loh,6.6,Germany,Friedhelm Loh Group,Industrial Products
434,George Lucas,6.6,United States,Lucasfilm,Media & Entertainment
435,Guo Guangchang,6.6,China,Fosun,Investments
436,John Collison,6.6,United States,Stripe,Financial Services
437,Karel Komarek,6.6,Czech Republic,KKCG,Media & Entertainment
438,Marc Rowan,6.6,United States,Apollo Global Management,Financial Services
439,Mark Cuban,6.6,United States,Dallas Mavericks,Media & Entertainment
