Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
765,Teddy Sagi,4.2,Israel,Market Tech Holdings,Real Estate
766,Thai Lee,4.2,United States,SHI International,Software & Services
767,Xue Hua,4.2,China,Haid,Agriculture
768,You Xiaoping,4.2,China,Huafeng,Chemicals
769,Zhang Hongchao,4.2,China,MXBC,Food & Beverages
770,Zhang Hongfu,4.2,China,MXBC,Food & Beverages
771,Zhang Lei,4.2,Hong Kong,Hillhouse Capital,Investments
772,Abdulla Ahmed Al Ghurair,4.1,United Arab Emirates,Mashreq Bank,Financial Services
773,Arthur Blank,4.1,United States,Home Depot,Retail
774,Augusto Perfetti,4.1,Switzerland,Perfetti Van Melle,Food & Beverages
775,David Siegel,4.1,United States,Two Sigma Investments,Financial Services
776,Djoko Susanto,4.1,Indonesia,Alfamart,Retail
777,Florian Rehm,4.1,Germany,Mast-Jägermeister,Food & Beverages
778,Giorgio Perfetti,4.1,Switzerland,Perfetti Van Melle,Food & Beverages
779,J Joe Ricketts,4.1,United States,TD Ameritrade,Financial Services
780,Jeff Greene,4.1,United States,Investments,Real Estate
781,Jimmy Haslam,4.1,United States,Pilot Flying J,Retail
782,John Catsimatidis,4.1,United States,Red Apple,Real Estate
783,John Middleton,4.1,United States,Philadelphia Phillies,Media & Entertainment
784,John Overdeck,4.1,United States,Two Sigma Investments,Financial Services
785,Jonathan Gray,4.1,United States,Blackstone Group,Financial Services
786,Li Liufa & Li Fengluan,4.1,China,Tianrui,Construction & Engineering
787,Neal Blue,4.1,United States,General Atomics,Aerospace & Defence
788,Nithin Kamath,4.1,India,Zerodha,Financial Services
789,Paul Georges Despature,4.1,France,Somfy,Consumer Goods
790,Richard Sands,4.1,United States,Constellation Brands,Food & Beverages
791,Rodney Sacks,4.1,United States,Monster Beverage,Food & Beverages
792,Sergei Popov,4.1,Russia,MDM Industrial Group,Financial Services
793,Sergey Nikolaevich Galitskiy,4.1,Russia,Magnit,Retail
794,Stéphane Bancel,4.1,United States,Moderna,Healthcare
795,Tsai Hong-Tu,4.1,China,Lin Yuan,Financial Services
796,Yuri Kovalchuk,4.1,Russia,Sogaz,Financial Services
797,Antti Herlin,4,Finland,KONE,Industrial Products
798,Bertil Hult,4,Switzerland,EF Education First,Education & Training
799,Bulat Utemuratov,4,Kazakhstan,Verny Capital,Investments
800,Chen Shibin & Shao jing,4,China,Pacific Quartz,Metals & Mining
801,Dan Friedkin,4,United States,Gulf States Toyota,Retail
802,Francis Choi Chee Ming,4,Hong Kong,Early Light International,Consumer Goods
803,Ingrid Flick,4,United States,Daimler,Automobile & Auto Components
804,James Irsay,4,United States,Indianapolis Colts,Media & Entertainment
805,Jerzy Starak,4,Poland,Polpharma,Healthcare
806,John Gandel,4,Australia,Chandell,Construction & Engineering
807,John Paulson,4,United States,Paulson & Co,Financial Services
808,Karsanbhai Patel,4,India,Nirma,Consumer Goods
809,Kelcy Warren,4,United States,Energy Transfer Partners,Energy
810,Lee Seo-Hyun,4,South Korea,Samsung,Consumer Goods
811,Li Xiaodong,4,Singapore,Sea,Media & Entertainment
812,Martin Haefner,4,Switzerland,Computer Associates,Software & Services
813,Philip Niarchos,4,France,Art Collector,Investments
814,Radha Vembu,4,India,Zoho,Software & Services
815,Ray Davis,4,United States,Energy Transfer Equity,Energy
816,Richard Lefrak,4,United States,LeFrak Organization,Real Estate
817,Ronald Wanek,4,United States,Ashley Furniture,Retail
818,Won-Woo Kim,4,South Korea,National Information & Credit Evaluation,Software & Services
819,Xu Bo,4,China,Duoyi,Media & Entertainment
820,Ajay Piramal,3.9,India,Piramal Enterprises,Financial Services
821,Charles Dolan,3.9,United States,MSG Sports,Media & Entertainment
822,Daniel D'Aniello,3.9,United States,Carlyle,Financial Services
823,Eric Duval,3.9,France,Groupe Duval,Real Estate
824,Hamilton E. James,3.9,United States,Blackstone Group,Financial Services
825,Henry Ross Perot Jr,3.9,United States,Perot Systems,Software & Services
826,Herbert Simon,3.9,United States,Simon Property,Real Estate
827,Hui Man-Long,3.9,China,Chi Mei,Chemicals
828,Jack Cowins,3.9,Australia,Hungry Jack's,Food & Beverages
829,Ken Xie,3.9,United States,Fortinet,Software & Services
830,Kerry Stokes,3.9,Australia,Seven Group Holdings,Industrial Products
831,Li Li,3.9,China,Aier Ophthalmology,Healthcare
832,Maria Fernanda Amorim,3.9,Portugal,Galp Energia,Energy
833,Nie Tengyun & Chen Liying,3.9,China,Yunda,Transportation & Logistics
834,Ravi Modi,3.9,India,Vedant Fashions,Consumer Goods
835,Russell Weiner,3.9,United States,Rockstar,Food & Beverages
836,Sun Jimu & Sun Chunli,3.9,China,Sinogiant,Metals & Mining
837,Traudl Engelhorn,3.9,Switzerland,Boehringer Mannheim,Healthcare
838,Vincent Viola,3.9,United States,Virtu Financials,Financial Services
839,Zhang Jun & Tao Meiying,3.9,China,Funde,Financial Services
840,Zhang Wenzhong,3.9,China,WuMart,Retail
841,Bernard Broermann,3.8,Germany,Asklepios,Healthcare
842,Christian Courtin-Clarins,3.8,France,Clarins,Consumer Goods
843,Chung Mong-Koo,3.8,South Korea,Hyundai,Automobile & Auto Components
844,Du Jiangtao & Hao Hong,3.8,China,Junzheng,Chemicals
845,Giuseppe Crippa,3.8,Italy,Technoprobe,Semiconductors
846,Gustavo Denegri,3.8,Italy,DiaSorin,Healthcare
847,Jeff Green,3.8,United States,The Trade Desk,Software & Services
848,Ji Qi,3.8,China,Home Inn,Hospitality
849,Johan Johannson,3.8,Norway,NorgesGruppen,Retail
850,John Sall,3.8,United States,SAS Institute,Software & Services
851,Joseph Grendys,3.8,United States,Koch Foods,Food & Beverages
852,Leo Koguan,3.8,United States,Tesla,Automobile & Auto Components
853,Leonard Schleifer,3.8,United States,Regeneron,Healthcare
854,Luis Alejandro Pagani,3.8,Argentina,Grupo Arcor,Food & Beverages
855,Michael Stoschek,3.8,Germany,Brose Group,Automobile & Auto Components
856,Miguel Fluxa Rossello,3.8,Spain,Grupo Iberostar ,Hospitality
857,Olivier Courtin-Clarins,3.8,France,Clarins,Consumer Goods
858,Reed Hastings,3.8,United States,Netflix,Media & Entertainment
859,Reid Hoffman,3.8,United States,Linkedin,Media & Entertainment
860,Rufino Vigil Gonzalez,3.8,Mexico,Industrias CH,Metals & Mining
861,Su Qingcan,3.8,China,Huaxia Eye Hospital,Healthcare
862,Wong Man Li & Xu Huiqing,3.8,Hong Kong,Manwah,Consumer Goods
863,Adi Godrej,3.7,India,Godrej,Consumer Goods
864,Andre Esteves,3.7,United Kingdom,BTG Pactual,Financial Services
865,Cai Dongchen,3.7,China,CSPC Pharmaceutical,Healthcare
866,Chen Danian,3.7,China,WiFi Master,Software & Services
867,Chen Zhiping,3.7,China,Smoore,Consumer Goods
868,Eva-Maria Bucher Haefner,3.7,Switzerland,Computer Associates,Software & Services
869,Fernando Roberto Moreira Salles,3.7,Brazil,Itau Unibanco,Financial Services
870,Howard Schultz,3.7,United States,Starbucks,Food & Beverages
871,Huang Li,3.7,China,Guide Electrics,Semiconductors
872,Hubert Burda,3.7,Germany,Hubert Burda Media,Media & Entertainment
873,Jamshyd Godrej,3.7,India,Godrej,Consumer Goods
874,Joao Moreira Salles,3.7,Brazil,Itau Unibanco,Financial Services
875,John Henry,3.7,United States,Fenway Sports,Media & Entertainment
876,Jurgen Blickle,3.7,Germany,Sew Eurodrive,Industrial Products
877,Ken Chu,3.7,Hong Kong,Mission Hills,Real Estate
878,Kim Vyacheslav,3.7,Kazakhstan,Kaspi Bank,Financial Services
879,Martha Ingram,3.7,United States,Ingram Industries,Retail
880,Martin Ebner,3.7,Switzerland,Vifor Pharma,Healthcare
881,Mi Enhua,3.7,China,Hualing,Real Estate
882,Michael Milken,3.7,United States,Drexel Burham Lambert,Financial Services
883,Mohammed Bin Saud Al Kabeer,3.7,Saudi Arabia,Almarai,Food & Beverages
884,Nadir Godrej,3.7,India,Godrej,Consumer Goods
885,Pedro Moreira Salles,3.7,Brazil,Itau Unibanco,Financial Services
886,Penny Pritzker,3.7,United States,Hyatt,Hospitality
887,Prasert Prasarttong-Osoth,3.7,Thailand,Bangkok Dusit Medical Services,Healthcare
888,Rishad Naoroji,3.7,India,Godrej,Consumer Goods
889,Robert Bass,3.7,United States,Oak Hill Capital,Financial Services
890,Shen Hua & Hu Wei,3.7,China,StarPower Semiconductor,Semiconductors
891,Smita V Crishna,3.7,India,Godrej,Consumer Goods
892,Tang Binsen,3.7,China,Genki Forest,Food & Beverages
893,Tsai Cheng-Ta,3.7,China,Lin Yuan,Financial Services
894,Walther Moreira Salles,3.7,Brazil,Itau Unibanco,Financial Services
895,William R Berkley Jr,3.7,United States,WR Berkley,Financial Services
896,Yang Jianliang,3.7,China,Shangji Automation,Industrial Products
897,Yeung Kin Man,3.7,Hong Kong,Biel Crystal Manufactory,Industrial Products
898,Zhang Guotao & Lu Yiwen,3.7,China,DR,Retail
899,Acharya Balkrishna,3.6,India,Patanjali Ayurved,Consumer Goods
900,Alessandra Garavoglia,3.6,Italy,Gruppo Campari,Food & Beverages
901,Anil Rai Gupta,3.6,India,Havells India,Consumer Goods
902,Azim Premji,3.6,India,Wipro,Software & Services
903,Cen Junda,3.6,China,"Hengrui, Hansoh",Healthcare
904,Cheng Yixiao,3.6,China,Kuaishou Technology,Media & Entertainment
905,Feng Hailiang,3.6,China,Hailiang,Metals & Mining
906,Hans Georg Naeder,3.6,Germany,Ottobock,Healthcare
907,Jason Chang CS,3.6,China,ASE,Industrial Products
908,Jerry Speyer,3.6,United States,Tishman Speyer,Real Estate
909,Jim McKelvey,3.6,United States,Square,Financial Services
910,Karen Pritzker,3.6,United States,Hyatt,Hospitality
911,Luca Garavoglia,3.6,Italy,Gruppo Campari,Food & Beverages
912,Luciano Hang,3.6,Brazil,Havan,Retail
913,Peter Gilgan,3.6,Canada,Mattamy Homes,Real Estate
914,Peter P Gassner,3.6,United States,Veeva Systems,Software & Services
915,Rakesh Gangwal,3.6,United States,Interglobe Aviation,Aerospace & Defence
916,Rupert Johnson Jr,3.6,United States,Franklin Resources,Financial Services
917,S Gopalakrishnan,3.6,India,Infosys,Software & Services
918,Sergie Gordeev,3.6,Russia,PIK Group,Real Estate
919,Shaul Shani,3.6,Israel,ECI Telecom,Telecommunications
920,Silas KF Chou,3.6,Hong Kong,Novel Enterprises,Retail
921,Thomas Secunda,3.6,United States,Bloomberg,Financial Services
922,Torbjorn Tornquist,3.6,Switzerland,Gunvor,Trading
923,Travis Kalanick,3.6,United States,Uber,Transportation & Logistics
924,Yakir Gabay,3.6,United Kingdom,Aroundtown Property,Real Estate
925,Zhang Jian & Zhang Gege,3.6,China,Aima,Automobile & Auto Components
926,Zhou Zerong,3.6,China,Kingold,Real Estate
927,Zhu Gongshan,3.6,Hong Kong,GCL,Industrial Products
928,Alexander Frolov,3.5,Russia,Evraz,Metals & Mining
929,Amos Hostetter,3.5,United States,AT&T,Telecommunications
930,Bobby Murphy,3.5,United States,Snapchat,Media & Entertainment
931,Evan Spiegel,3.5,United States,Snapchat,Media & Entertainment
932,Gilles Martin,3.5,France,Eurofins Scientific,Healthcare
933,Giuliana Caprotti & Marina Caprotti,3.5,Italy,Esselunga,Retail
934,Hans Peter Wild,3.5,Switzerland,Rudolf Wild,Food & Beverages
935,Helen Johnson-Leipold,3.5,United States,SC Johnson & Sons,Consumer Goods
936,Ira Rennert,3.5,United States,Renco,Investments
937,Jim Davis,3.5,United States,Allegis,Software & Services
938,Koon Poh Keong,3.5,Malaysia,Press Metal Aluminium Holdings,Metals & Mining
939,Lee Boo-Jin,3.5,South Korea,Samsung,Consumer Goods
940,Maggie Magerko,3.5,United States,84 Lumber,Construction & Engineering
941,Mikheil Lomtadze,3.5,Kazakhstan,Kaspi Bank,Financial Services
942,Mohed Altrad,3.5,France,Groupe Altrad,Construction & Engineering
943,Nick Caporella,3.5,United States,National Beverage,Food & Beverages
944,NR Narayana Murthy,3.5,India,Infosys,Software & Services
945,Pan Laican,3.5,China,Haitian,Food & Beverages
946,Peter Kellogg,3.5,United States,Goldman Sachs,Financial Services
947,Pham Nhat Vuong,3.5,Vietnam,Vingroup,Real Estate
948,Reinold Geiger,3.5,Switzerland,L'Occitane,Consumer Goods
949,Rick Caruso,3.5,United States,Caruso,Real Estate
950,Robert Friedland,3.5,Singapore,Ivanhoe Mines,Metals & Mining
951,Tobias Lutke,3.5,Canada,Shopify,Retail
952,Wu Guangming & Wu Qun,3.5,China,Yuwell,Healthcare
953,Yang Shaopeng,3.5,China,SITC Maritime,Transportation & Logistics
954,Yi Zhen,3.5,China,Hithink RoyalFlush,Software & Services
955,Alex Shevchenko,3.4,Canada,Grammarly,Software & Services
956,Andreas Halvorsen,3.4,United States,Viking Global Investors,Financial Services
957,Barry Lin Bai-Li,3.4,China,Quanta Computer,Consumer Goods
958,Cameron Winklevoss,3.4,United States,Gemini,Blockchain
959,Cheng Cheng,3.4,China,Chang Chun,Chemicals
960,Denis O'Brien,3.4,Ireland,Digicel,Telecommunications
961,Donald Ray Horton,3.4,United States,DR Horton Homebuilding,Real Estate
962,Dou Zhenggang & Wei Xuefeng,3.4,China,Jinjiang,Energy
963,Francesco Gaetano Caltagirone,3.4,Italy,Assicurazioni Generali,Financial Services
964,Garibaldi Thohir,3.4,Indonesia,Adaro Energy,Energy
965,Georg Nemetschek,3.4,Germany,Nemetschek,Software & Services
966,Gil Shwed,3.4,Israel,Check Point,Software & Services
967,Huang Chiheng,3.4,China,Helenbergh,Real Estate
968,Jiang Bin & Hu Shuangmei,3.4,China,GoerTek,Semiconductors
969,Li Hua,3.4,Hong Kong,Futu Holdings,Financial Services
970,Liao Long-Shing,3.4,China,Chang Chun,Chemicals
971,Lin Hong-Nan,3.4,China,Hung Tai,Investments
972,Lin Su-Hon,3.4,China,Chang Chun,Chemicals
973,Lindsay Fox,3.4,Australia,Linfox,Transportation & Logistics
974,Liu Chengyu & Liu Ling,3.4,China,Kstar,Industrial Products
975,Liu Ke-Chen,3.4,China,Advantech,Retail
976,Lynsi Snyder,3.4,United States,In N Out Burger,Food & Beverages
977,Mao Lixiang,3.4,China,Fotile,Consumer Goods
978,Mark Stevens,3.4,United States,Sequoia Capital,Financial Services
979,Michael Xie,3.4,United States,Fortinet,Software & Services
980,Ni Zugen,3.4,China,KingClean Electric,Consumer Goods
981,Norman Braman,3.4,United States,Keystone Discount Stores,Retail
982,Pablo Legorreta,3.4,United States,Royalty Pharma,Healthcare
983,Spiro Latsis,3.4,Switzerland,Hellenic Petroleum,Energy
984,Steve Wynn,3.4,United States,Wynn Resort,Hospitality
985,Susan Slavik Williams,3.4,United States,WW Grainger,Industrial Products
986,Tang Jinkui & Zhu Yuqin,3.4,China,Shenghong,Industrial Products
987,Tyler Winklevoss,3.4,United States,Gemini,Blockchain
988,Wang Zhenghua & Wang Yu,3.4,China,Spring Airlines,Aerospace & Defence
989,Wu Xiangdong,3.4,China,Huaze,Retail
990,Xiu Laigui & Li Yanhua,3.4,China,Xiuzheng,Healthcare
991,Ye Xiaoping,3.4,China,Tigermed,Healthcare
992,Yuan Zheng,3.4,United States,Zoom,Software & Services
993,Zygi Wilf,3.4,United States,Minnesota Vikings,Media & Entertainment
994,Akio Nitori,3.3,Japan,Nitori,Retail
995,Andrej Babis,3.3,Czech Republic,Agrofert,Trading
996,Andrew Taylor,3.3,United States,Enterprise Holdings,Transportation & Logistics
997,Bom Suk Kim,3.3,South Korea,Coupang,Retail
998,Byju Raveendran,3.3,India,Think & Learn,Education & Training
999,Carlos Hank Rhon,3.3,Mexico,Grupo Financiero Interacciones,Financial Services
1000,Christian Haub,3.3,Germany,Tengelmann,Retail
1001,Daniel Pritzker,3.3,United States,Hyatt,Hospitality
1002,David Murdock,3.3,United States,Dole Foods,Food & Beverages
1003,David Rubenstein,3.3,United States,Carlyle,Financial Services
1004,Evan Williams,3.3,United States,Twitter,Media & Entertainment
1005,Frank H Laukien,3.3,United States,Bruker,Healthcare
1006,Gabe Newell,3.3,United States,Valve,Software & Services
1007,Herbert Fisk Johnson III,3.3,United States,SC Johnson & Sons,Consumer Goods
1008,Horst Paulmann,3.3,Chile,Cencosud,Retail
1009,Huang Wei & Li Ping,3.3,China,XinHu,Real Estate
1010,Huang Wenzai,3.3,China,Star River,Real Estate
1011,Jean Coutu,3.3,Canada,Jean Coutu,Retail
1012,Jo Ann Taylor,3.3,United States,Enterprise Holdings,Transportation & Logistics
1013,Josephine Louis,3.3,United States,SC Johnson & Sons,Consumer Goods
1014,Julia Thiele-Schuerhoff,3.3,Germany,Knorr-Bremse,Automobile & Auto Components
1015,Katharina Otto-Bernstein,3.3,United States,Otto,Retail
1016,Li Ganpo,3.3,China,Jingye,Industrial Products
1017,Madhukar Parekh,3.3,India,Pidilite Industries,Chemicals
1018,Masahiro Miki,3.3,Japan,ABC-Mart,Retail
1019,Masahiro Noda,3.3,Japan,OBIC,Software & Services
1020,Michael Moritz,3.3,United States,Sequoia Capital,Financial Services
1021,Mu Rongjun,3.3,China,Meituan,Transportation & Logistics
1022,Nicola Bulgari,3.3,Italy,LVMH,Consumer Goods
1023,Paolo Bulgari,3.3,Italy,LVMH,Consumer Goods
1024,Rahul Bhatia,3.3,India,Interglobe Aviation,Aerospace & Defence
1025,Robert Duggan,3.3,United States,Pharmacyclics,Healthcare
1026,S Curtin Johnson,3.3,United States,SC Johnson & Sons,Consumer Goods
1027,Sumet Jiaravanon,3.3,Thailand,CP Group,Food & Beverages
1028,Winnie Johnson-Marquart,3.3,United States,SC Johnson & Sons,Consumer Goods
1029,Wong Luen Hei & Zuo Xiaoping,3.3,China,Lesso,Construction & Engineering
1030,Zeng Fangqin,3.3,China,Lingyi Itech,Consumer Goods
1031,Zeng Xiaoshan,3.3,China,Zengshi,Metals & Mining
1032,Alceu Elias Feldmann,3.2,Brazil,Fertipar,Chemicals
1033,Alejandro Bulgheroni,3.2,Argentina,Bridas,Energy
1034,Arnon Milchan,3.2,Israel,Regency Enterprises,Media & Entertainment
1035,Barnaby N Swire,3.2,United Kingdom,Swire Group,Real Estate
1036,Barry Silbert,3.2,United States,Digital Currency,Blockchain
1037,Bill Alfond,3.2,United States,Berkshire Hathaway,Investments
1038,Bob Gaglardi,3.2,Canada,Northland Properties,Hospitality
1039,Brian Kim,3.2,South Korea,Kakao Pay Corp,Software & Services
1040,Charles Edelstenne,3.2,France,Dassault Systèmes,Aerospace & Defence
1041,Clive Palmer,3.2,Australia,Mineralogy,Metals & Mining
1042,Ernest Garcia II,3.2,United States,Carvana,Retail
1043,Fan Xianguo & Fan Mingqiang,3.2,China,JML,Food & Beverages
1044,Frank Fertitta III,3.2,United States,Zuffa,Media & Entertainment
1045,Gerald J Ford,3.2,United States,Ford Financial Fund,Financial Services
1046,Giuseppe De Longhi ,3.2,Italy,De Longhi,Consumer Goods
1047,John Morgridge,3.2,United States,Cisco,Software & Services
1048,Jon Yarbrough,3.2,United States,Video Gaming Technologies,Media & Entertainment
1049,Klaus-Peter Schulenberg,3.2,Germany,CTS Eventim  ,Media & Entertainment
1050,Larry Silverstein,3.2,United States,Silverstein Properties,Real Estate
1051,Lau Chiping,3.2,China,Tencent,Media & Entertainment
1052,Li Guoqiang,3.2,China,Zhongsheng,Retail
1053,Liang Yunchao,3.2,China,By-Health,Healthcare
1054,Lorenzo Fertitta,3.2,United States,Zuffa,Media & Entertainment
1055,Maja Oeri,3.2,Switzerland,Roche,Healthcare
1056,Micky Jagtiani,3.2,United Arab Emirates,Landmark,Consumer Goods
1057,Paul Gauselmann,3.2,Germany,Gauselmann,Media & Entertainment
1058,Phil Ruffin,3.2,United States,Treasure Island Resort & Casino,Hospitality
1059,Stephan Schmidheiny,3.2,Switzerland,Swiss Eternit Group,Construction & Engineering
1060,Thomas Siebel,3.2,United States,First Virtual,Software & Services
1061,Tsai Chen-Yu,3.2,China,Homax Equity,Financial Services
1062,Vanich Chaiyawan,3.2,Thailand,Thai Life,Financial Services
1063,Vivek Kumar Jain,3.2,India,Inox,Industrial Products
1064,Walter Frey,3.2,Switzerland,Emil Frey Group,Retail
1065,Wang Qicheng & Wu Yan,3.2,China,Hakim,Financial Services
1066,Yitzhak Tshuva,3.2,Israel,Delek Group,Energy
1067,Aristotelis Mistakidis,3.1,Switzerland,Glencore,Trading
1068,Bernard Fraisse ,3.1,France,Fareva,Healthcare
1069,Cai Haoyu,3.1,China,Mihoyo,Media & Entertainment
1070,Cao Dewang,3.1,China,Fuyao Glass,Automobile & Auto Components
1071,Chen Yung-Tai,3.1,China,Aurora,Consumer Goods
1072,Chu Lam Yiu,3.1,China,Huabao,Chemicals
1073,Cui Genliang & Cui Wei,3.1,China,Hengtong,Industrial Products
1074,Daniel Maté,3.1,Switzerland,Glencore,Trading
1075,Daniel Roullier,3.1,France,Groupe Roullier,Chemicals
1076,David Baszucki,3.1,United States,Roblox Corporation,Media & Entertainment
1077,Deng Hongjiu,3.1,China,Hongjiu Fruit,Retail
1078,Falguni Nayar & Sanjay Nayar,3.1,India,Nykaa,Retail
1079,Guo Meilan & Zhang Yushuai,3.1,China,Hec Technology,Consumer Goods
1080,Hua Xuande,3.1,China,Zonebanner Jiuzhou,Healthcare
1081,Jacques D'Amours,3.1,Canada,Alimentation Couche Tard,Retail
1082,James Jannard,3.1,United States,Oakley,Consumer Goods
1083,Jennifer Pritzker,3.1,United States,Hyatt,Hospitality
1084,Jogi Hendra Atmadja,3.1,Indonesia,Mayora,Food & Beverages
1085,Lawrence Stroll,3.1,Switzerland,Michael Kors Holdings,Consumer Goods
1086,Lin Xiucheng & Lin Zhiqiang,3.1,China,Sanan,Energy
1087,Luo Qiuping & Pan Dong,3.1,China,Blue Moon,Consumer Goods
1088,Markus Blocher,3.1,Switzerland,Dottikon ES Holding,Chemicals
1089,Sebastian Pinera,3.1,Chile,LATAM,Aerospace & Defence
1090,Shigenobu Nagamori,3.1,Japan,Nidec,Software Industrial
1091,Steven Sarowitz,3.1,United States,Paylocity,Software & Services
1092,Susan Carol Holland,3.1,Italy,Amplifon,Healthcare
1093,Todd Christopher,3.1,United States,Vogue International,Consumer Goods
1094,Wang Huajun & Wu Lanlan,3.1,China,Yuto Packaging,Containers & Packaging
1095,Wu Guanjiang,3.1,China,Zhifei,Healthcare
1096,Yi Rubo,3.1,China,Zhongall,Real Estate
1097,Zhang Songqiao,3.1,Hong Kong,Zhongyu,Real Estate
1098,Zhao Lixin & Cao Wei,3.1,China,Galaxcore,Industrial Products
1099,Zhou Xiaoping,3.1,China,Shinye,Automobile & Auto Components
1100,Alec Gores,3,United States,Gores,Financial Services
1101,Alejandro Santo Domingo,3,United States,SABMiller,Food & Beverages
1102,Andreas Santo Domingo,3,United States,SABMiller,Food & Beverages
1103,Anthony Pritzker,3,United States,Hyatt,Hospitality
1104,Arvindkumar Poddar,3,India,Balkrishna Industries,Automobile & Auto Components
1105,Austen Cargill II,3,United States,Cargill,Agriculture
1106,Bacaksiz Sezai,3,Turkey,Limak,Construction & Engineering
1107,Barry Zekelman,3,Canada,JMC Steel,Metals & Mining
1108,Bernd Baus,3,Monaco,Bauhaus,Retail
1109,Brian Acton,3,United States,Facebook,Media & Entertainment
1110,Carlo Fidani,3,Canada,Fidani & Sons,Construction & Engineering
1111,Chad R. Richison,3,United States,Paycom Software,Software & Services
1112,Choo Chong Ngen,3,Singapore,Hotel 81,Hospitality
1113,David Nahmad,3,Monaco,Art Collector,Investments
1114,Donald Trump,3,United States,The Trump Organization,Real Estate
1115,Douglas Hsu Hsu-Tung,3,China,Far Eastern,Financial Services
1116,Edward Stack,3,United States,Dicks Sporting Goods,Retail
1117,Elijah Widjaja,3,China,Bund Center,Real Estate
1118,Erich Wesjohann,3,Germany,EW Group,Food & Beverages
1119,Erwin Franz Mueller,3,Germany,Mueller,Retail
1120,George Bishop,3,United States,GeoSouthern Energy,Energy
1121,Giuliana Benetton,3,Italy,Benetton,Consumer Goods
1122,God Nisanov,3,Russia,Kievskaya Ploschad,Real Estate
1123,Gwendolyn Sontheim Meyer,3,United States,Cargill,Agriculture
1124,James Cargill II,3,United States,Cargill,Agriculture
1125,John Arnold,3,United States,Centaurus Advisors,Financial Services
1126,Johnny Boufarhat,3,United Kingdom,Hopin,Software & Services
1127,Li Zhongchu,3,China,Shiji,Software & Services
1128,Luciano Benetton,3,Italy,Benetton,Consumer Goods
1129,Marianne Liebmann,3,United States,Cargill,Agriculture
1130,Mario Germano Giuliani,3,Monaco,Royalty Pharma,Healthcare
1131,Mary Alice Dorrance Malone,3,United States,Campbell Soup,Food & Beverages
1132,Nan Cunhui,3,China,Chint,Industrial Products
1133,Nicolas Berggruen,3,United States,Berggruen,Investments
1134,Nihat Özdemir,3,Turkey,Limak,Construction & Engineering
1135,Pan Shiyi & Zhang Xin,3,United States,SOHO China,Real Estate
1136,Qi Xiangdong,3,China,Qi An Xin,Software & Services
1137,Salil Singhal,3,India,PI Industries,Chemicals
1138,Samir Mehta,3,India,Torrent Pharma,Healthcare
1139,Sean Parker,3,United States,Facebook,Media & Entertainment
1140,Shi Guilu,3,China,Rongmin,Real Estate
1141,Sudhir Mehta,3,India,Torrent Pharma,Healthcare
1142,Sukanto Tanoto,3,Singapore,Royal Golden Eagle,Paper & Forest Products
1143,Susan Alfond,3,United States,Berkshire Hathaway,Investments
1144,Ted Alfond,3,United States,Berkshire Hathaway,Investments
1145,William P Lauder,3,United States,Estee Lauder,Consumer Goods
1146,William Wrigley Jr,3,United States,Wrigley Management,Food & Beverages
1147,Wu Shaoxun,3,China,Jingjiu,Food & Beverages
1148,Xie Zhikun,3,China,Zhongzhi,Investments
1149,Xu Jiayin,3,China,Evergrande,Real Estate
1150,Ye Guofu & Yang Yunyun,3,China,Miniso,Retail
1151,Zarakh Iliev,3,Russia,Kievskaya Ploschad,Real Estate
1152,Zhao Fenggang,3,China,CATL,Energy
1153,Alan Howard,2.9,Switzerland,Brevan Howard Asset Management,Investments
1154,Anand Burman,2.9,India,Dabur,Consumer Goods
1155,Arnout Schuijff,2.9,Netherlands,Adyen,Financial Services
1156,Bernard Saul II,2.9,United States,Saul Centres,Financial Services
1157,Brian Sheth,2.9,United States,Vista Equity Partners,Financial Services
1158,Candido Pinheiro Koren de Lima,2.9,Brazil,Hapvida,Healthcare
1159,Charles Zegar,2.9,United States,Bloomberg,Financial Services
1160,Clayton Mathile,2.9,United States,Lams,Consumer Goods
1161,Dennis Gillings,2.9,United States,IQVIA,Healthcare
1162,Dominika Kulczyk,2.9,Poland,SABMiller,Food & Beverages
1163,Garrett Camp,2.9,United States,Uber,Transportation & Logistics
1164,Gunther Lehner,2.9,Austria,Alpla,Containers & Packaging
1165,Helmuth Lehner,2.9,Austria,Alpla,Containers & Packaging
1166,John Fisher,2.9,United States,GAP,Consumer Goods
1167,Lai Jianping,2.9,China,Haitian,Food & Beverages
1168,Lin Gang,2.9,China,CMS,Healthcare
1169,Madeleine Olsson Ericksson,2.9,Sweden,Stena Sphere,Investments
1170,Mustafa Rahmi Koc,2.9,Turkey,Koc,Energy
1171,Najib Mikati,2.9,Lebanon,MTN,Telecommunications
1172,Nikhil Kamath,2.9,India,Zerodha,Financial Services
1173,Oprah Winfrey,2.9,United States,Oprah Winfrey Network,Media & Entertainment
1174,Sandeep Pravinbhai Engineer,2.9,India,Astral,Construction & Engineering
1175,Stefan Olsson,2.9,Sweden,Stena Sphere,Investments
1176,Sun Hongbin,2.9,China,Sunac,Real Estate
1177,Taha Mikati,2.9,Lebanon,MTN,Telecommunications
1178,Vembu Sekar,2.9,India,Zoho,Software & Services
1179,Yan Jianya & Fan Daidi,2.9,China,Giant Biogene,Healthcare
1180,Yu Feng,2.9,China,Yunfeng Capital,Investments
1181,Alberto Chiesi,2.8,Italy,Chiesi Farmaceutici,Healthcare
