Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
169,Jacques Saade,7,France,CMA-CGM,Logistics
170,Tom Perkins,7,United States,KPCB,Investments
171,Alberto Bailleres Gonzalez,7,Mexico,Industrias Penoles,Mining
172,August von Finck,7,Switzerland,Allianz,Banking
173,Daniel Servitje Montull,7,Mexico,Bimboa Mexico,Food processing (bakery)
174,Mohammed Al Amoudi,7,Saudi Arabia,Corral Petroleum Holding,Energy
175,Reinhold Wurth,7,Germany,Wurth Group,Automobile
176,Tony Zhang,7,China,Tencent,"IT, Entertainment"
177,Lu Guanqiu,7,China,Wanxiang ,"Car parts, real estate, agriculture"
178,Lin Yu-Lin,7,Hong Kong,Hung Tai,Real Estate
179,James Dyson,7,United Kingdom,Dyson Company,Technology
180,Roman Abramovich,7,United Kingdom,Millhouse,Investments
181,Frederik Paulson,7,Switzerland,Ferring Pharmaceuticals,Pharmaceuticals
182,Andrey Melnichenko,7,Russia,Suek,Energy
183,Michael Hartono,7,Indonesia,Bank Central Asia,Banking
184,Lui Che Woo,7,Hong Kong,Galaxy Entertainment,Gaming
185,R Budi Hartono,7,Indonesia,Bank Central Asia,Banking
186,Tsai Yang Hsiang-Hsun,7,Taiwan,Fubon,Financial Services
187,Edward Johnson III,7,United States,Fidelity,Investments
188,Lakshmi N Mittal,7,United Kingdom,ArcelorMittal,Steel
189,Liu Yonghao,7,China,New Hope ,"Agriculture, finance"
190,Curt Engelhorn,7,Switzerland,Boehringer Manheim and Depuy,Pharmaceuticals
191,Herbert Kohler Jr,7,United States,Kohler,Manufacturing
192,Zhang Shiping,7,China,Weiqiao Pioneering,"Textiles, aluminum"
193,Zheng Yuewen,7,China,Creat ,"Pharmaceuticals, investments"
194,Whitney MacMillan,7,United States,Cargill ,Food & Beverages
195,Pauline MacMillan Keinath,7,United States,Cargill,Food & Beverages
196,Susilo Wonowidjojo,7,Indonesia,Gudang Garam,Tobacco
197,Takemitsu Takizaki,7,Japan,Keyence ,Technology
198,Leonid Mikhelson,7,Russia,Novatek,Energy
199,Li Hejun,7,China,Hanergy,Solar 
200,Liu Qiangdong,7,China,JD,E-commerce
201,Bernie Ecclestone,7,United Kingdom,Formula One Group,Sports
202,Donald Trump,7,United States,Trump Entertainment Resorts,Real Estate
203,Antonia Ax:son Johnson,7,Sweden,Axel Johnson ,Investments
204,Dietrich Mateschitz,7,Austria,Red Bull,Food & Beverages
205,Xu Shihui,7,China,Dali Group,Food 
206,Yang Huiyan,7,China,Country Garden,Real Estate
207,Lester Crown,6,United States,General Dynamics Corp,Aerospace (Defense)
208,Nathan Kirsh,6,Swaziland,Jetro Holdings,Multi Brand Retailing
209,German Khan,6,Russia,Alfa Group,Energy
210,Wang Wenxue,6,China,Fortune Land Development,Real estate
211,Liu Yongxing,6,China,East Hope,"Aluminium, chemical, feed"
212,Shi Yuzhu,6,China,Giant Investments,"finance, online games"
213,Christoffel Wiese,6,South Africa,Pepkor,Multi Brand Retailing
214,Sergey Nikolaevich Galitskiy,6,Russia,Magnit PAO,Retail
215,Marie Besnier Beauvalot,6,France,Lactalis,Food & Beverages
216,Jean-Michel Besnier,6,France,Lactalis,Food & Beverages
217,Emmanuel Besnier,6,France,Lactalis,Food & Beverages
218,Jean Claude Decaux,6,France,JC Decaux,Entertainment
219,Harold Hamm,6,United States,Continental Resources,Energy
220,Judy Faulkner,6,United States,Epic Systems,Technology
221,Richard LeFrak,6,United States,Lefrak Organization,Real Estate
222,Guo Guangchang,6,China,Fosun ,"Investment, steel, pharmaceuticals"
223,MA Yousuf Ali,6,India,Lulu,Multi Brand Retail
224,Bidzina Ivanishvili,6,Georgia,Rossiyskiy Kredit Bank,Investments
225,Antonia Ax:son Johnson,6,Sweden,Axel Johnson Group,Investment management
226,Nicky Oppenheimer,6,South Africa,De Beers,Diamonds
227,Suleiman Kerimov,6,Russia,Polyus Gold,Mining
228,Eyal Ofer,6,Monaco,Royal Carribean Cruises,Shipping
229,Carlos & Alejandro Bulgheroni,6,Argentina,Bridas,Energy
230,Richard DeVos,6,United States,Amway,Single Brand Retailing
231,Sergei Galitsky,6,Russia,Magnit,Multi Brand Retailing
232,Hiroshi Mikitani,6,Japan,Rakuten,Online Retail
233,Robert Rowling,6,United States,Trt Holdings,Investments
234,Vincent Bollore,6,France,Havas,Investments
235,George Lucas,6,United States,Lucas Film,Entertainment
236,Harry Triguboff,6,Australia,Mir Investments,Real Estate
237,David Duffield,6,United States,Workday,Technology
238,Desh Bandhu Gupta,6,India,Lupin,Pharmaceuticals
239,Yuan Yafei,6,China,Hisap Group,"IT chain, property, investment "
240,Bernard Fraisse ,6,France,Bernard Fraisse ,Pharmaceuticals
241,Raymond Kwok,6,Hong Kong,Sun Hung Kai,Real Estate
242,Pierre Omidyar,6,United States,Ebay,Online Retail
243,Li Jinyuan,6,China,Tiens ,Healthcare direct sales
244,Zhou Qunfei & Zheng Junlong,6,China,Lens,Communication device
245,Silvio Berlusconi,6,Italy,Mediaset,Entertainment
246,Eva Gonda Rivera,6,Mexico,FEMSA,Food & Beverages
247,Finn Rausing,6,Sweden,Tetra Pak,Packaging
248,Jorn Rausing,6,Sweden,Tetra Pak,Packaging
249,Melker Schorling,6,Sweden,Melker Schorling,Investments
250,Adam Kwok,6,Hong Kong,Sun Hung Kai,Real Estate
251,Gordon Moore,6,United States,Intel ,Technology
252,Gautam Adani,6,India,Adani Enterprises,Infrastructure
253,John Fredriksen,6,United Kingdom,Frontline ,Energy
254,Heinz Hermann Thiele,6,Germany,Knorr-Bremse,Automobile
255,Herbert Louis,6,United States,S.C Johnson & Son,Consumer goods (cleaning supplies)
256,Kirk Kristiansen,6,Denmark,Lego ,Manufacturing
257,Josephine Louis,6,United States,S.C Johnson & Son,Consumer goods (cleaning supplies)
258,Jim Pattison,6,Canada,Jim Pattison Group,Automobile
259,David Geffen,6,United States,Geffen Records,Entertainment
260,Dietmar Hopp,6,Germany,SAP,Technology
261,Eduardo Saverin,6,Singapore,Facebook,Technology
262,James Irving,6,Canada,Irving Group,Energy
263,Garrett Camp,6,United States,Uber Technologies,Transport (mobile app-based)
264,Arthur Irving,6,Canada,Irving Group,Energy
265,Wolfgang Marguerre,6,Germany,Octapharma,Pharmaceuticals
266,Richard Branson,6,United Kingdom,Virgin Group,Entertainment
267,Sandra Ortega Mera,6,Spain,Inditex,Single Brand Retailing
268,Kirsten Rausing,6,Sweden,Tetra Pak,Packaging
269,Luis Carlos Sarmiento,6,Colombia,Grupo Aval,Banking
270,Travis Kalanick,6,United States,Uber Technologies,Transport (mobile app-based)
271,Sun Guangxin,6,China,Guanghui  ,"Real Estate, car sales, energy"
272,Andrej Babis,5,Czech Republic,Agrofert,Food & Beverages
273,R Randall Rollins,5,United States,Rollins ,Consumer & commerical services/ Broadcasting
274,Ray Lee Hunt,5,United States,Hunt Oil Company,Energy
275,Michael Kadoorie,5,Hong Kong,CLP,Electric Power、Investments
276,Xu Rongmao,5,Hong Kong,Shimao,Property
277,Wei Jianjun & Hang Xuejuan,5,China,Great Wall Motor,Car manufacturing
278,Karl-Heinz Kipp,5,Switzerland,Hotel Eden Roc,Hospitality
279,Que Wenbin,5,China,Duyiwei,"Bio-pharmaceuticals, mining "
280,Sunil Mittal,5,India,Bharti Airtel,Telecom
281,Gianluigi Aponte,5,Switzerland,Mediterranean Shipping Company ,Shipping
282,Wang Chuanfu,5,China,BYD,"Car manufacturing, batteries"
283,Denis O'Brien,5,Ireland,Digicel,Telecom
284,Maria Elisabeth Schaeffler,5,Germany,Schaeffler Group,Manufacturing
285,Anand Burman,5,India,Dabur,FMCG
286,David Shaw,5,United States,D. E. Shaw,Hedge Funds
287,Anders Holch Povlsen,5,Denmark,Bestseller,Multi Brand Retailing
288,Alexei Kuzmichev,5,Russia,Alfa Group,Energy
289,Simon Reuben,5,United Kingdom,Global  Switch,Real Estate
290,David Reuben,5,United Kingdom,Global  Switch,Real Estate
291,Steven Spielberg,5,United States,Dreamworks Animation,Entertainment
292,Tamara Gustavson,5,United States,Public Storage,Real Estate
293,Trevor Rees-Jones,5,United States,Marcellus,Energy
294,Bruce Kovner,5,United States,Caxton Associates,Hedge Funds
295,Zhou Jianping,5,China,Hailan Group,"Clothing, investment "
296,Lyu Xiangyang & Zhang Changhong,5,China,Guangzhou Youngy,Investments
297,Barry Sherman,5,Canada,Apotex Pharma,Pharmaceuticals
298,John Gokongwei Jr,5,Philippines,JG Summit Holding,Telecom
299,Tsai Eng-Meng,5,Taiwan,Want Want,Food
300,Giorgio Armani,5,Italy,Armani,Single Brand Retailing
301,Kumara Mangalam Birla,5,India,Aditya Birla,Manufacturing
302,Ian & Richard Livingstone,5,United Kingdom,London and Regional Properties,Real Estate
303,Yuri Milner,5,Russia,Mail.Ru,Investments
304,Iskander Makhmudov,5,Russia,Urals Mining ,Mining
305,Willi Liebherr,5,Switzerland,Liebherr ,Manufacturing
306,Isolde Liebherr,5,Switzerland,Liebherr ,Manufacturing
307,Thomas Frist Jr,5,United States,Hca Holding,Health Care
308,Andres Santo Domingo,5,United States,SABMiller,Beverages
309,Wei Ing-Chou brothers,5,China,Ting Hsin,Food & Beverages
310,Alejandro Santo Domingo,5,United States,SABMiller,Food & Beverages
311,Oleg Deripaska,5,Russia,Rusal,Steel
312,Jeronimo Arango,5,United States,Cifra,Multi Brand Retailing
313,Pansy Ho ,5,Hong Kong,Shun Tak / MGM China,Gaming
314,John A Sobrato,5,United States,Sobrato Development,Real Estate
315,Isak Andic,5,Spain,Mango,Single Brand Retailing
316,Paul Tudor Jones II,5,United States,Tudor Investments,Hedge Funds
317,Gunther Fielmann,5,Germany,Fielmann,Multi Brand Retailing
318,Martin Rethmann,5,Germany,Rethmann Group,Logistics
319,Ludger Rethmann,5,Germany,Rethmann Group,Logistics
320,Klemens Rethmann,5,Germany,Rethmann Group,Logistics
321,Georg Rethmann,5,Germany,Rethmann Group,Logistics
322,Jamshyd Godrej,5,India,Godrej,FMCG
323,Adi Godrej,5,India,Godrej,FMCG
324,Tom & Judy Love,5,United States,Love's Travel Store & Country Stores,Multi Brand Retailing
325,Wee Cho Yaw,5,Singapore,United Overseas Bank,Banking
326,Quek Leng Chan,5,Malaysia,Hong Leong Bank,Financial Services
327,Liang Wengen,5,China,Sany ,Heavy machinery
328,Wang Jing,5,China,Xingwei,Telecoms
329,Chen Jianhua,5,China,Wujiang Henli Chemical Fibre,"Textile, chemical fiber"
330,Frederick Barclay,5,United Kingdom,Shop Direct Group,Multi Brand Retailing
331,David Barclay,5,United Kingdom,Shop Direct Group,Multi Brand Retailing
332,Chung Mong-Koo,5,South Korea,Hyundai,Automobile
333,Micky Jagtiani,5,United Arab Emirates,Landmark Group,Multi Brand Retailing
334,Johann Rupert,5,South Africa,Richemont,Multi Brand Retailing
335,Brian Acton,5,United States,WhatsApp,Technology
336,Charles Schwab,5,United States,Charles Schwab ,Investments
337,Ricardo Salinas Pliego,5,Mexico,Grupo Elekta,Multi Brand Retailing
338,Wang Wei,5,Hong Kong,SF Express,Express
339,Eka Tjipta Widjaja,5,Indonesia,Sinar Mas ,Chemicals
340,Anil Agarwal,5,United Kingdom,Vedanta Resource,Mining
341,Han Chang-Woo,5,Japan,Maruhan,Entertainment
342,Ralph Dommermuth,5,Germany,United Internet,Technology
343,Georges Nickolas Hayek Jr,5,Switzerland,Swatch ,Watch
344,Ira Rennert,5,United States,Renco,Investments
345,Dennis Washington,5,United States,Seaspan,Construction
346,Robert Ziff,5,United States,Oach Ziff Capital Management,Investments
347,Dirk Ziff,5,United States,Oach Ziff Capital Management,Investments
348,Daniel Ziff,5,United States,Oach Ziff Capital Management,Investments
349,Antti Herlin,5,Finland,Kone Corporation,Manufacturing
350,Reinhold Schmieding ,5,Italy,Arthex,Medical device
351,Steven Rales,5,United States,Danaher ,Manufacturing
352,Graeme Hart,5,New Zealand,Rank Group,Investments
353,Stanley Kroenke,5,United States,Kroenke,Sports Franchise
354,Shahid Khan,5,United States,Flex N Gate,Automotive Manufacturing
355,Joseph Chung-Hsin Tsai,5,Hong Kong,Alibaba,IT
356,Zhu Mengyi,5,China,"Hopson, Pearl River ",Real Estate
357,Che Jianxin,4,China,Redstar Furniture Group,furniture retailing
358,Gong Hongjia & Chen Chunmei ,4,China,Hikvision Digital Technology ,Video surveillance products
359,Anil Ambani,4,India,ADA Reliance,Infrastructure
360,Pollyanna Chu,4,Hong Kong,Kingston Financial ,Investments
361,Masatoshi Ito,4,Japan,Seven & I Holdings,Multi Brand Retailing
362,Mark Scheinberg,4,United Kingdom,PokerStars,Entertainment
363,Stewart & Lynda Resnick,4,United States,Roll International,Food & Beverages
364,Ted Lerner,4,United States,Lerner Enterprise,Real Estate
365,Bruno Schroder,4,United Kingdom,Schroders,Banking
366,Jerry Jones,4,United States,Cowboy,Sports Franchise
367,Eli Broad,4,United States,AIG,Investments
368,Ken Griffin,4,United States,Citadel,Hedge Funds
369,Vagit Alekperov,4,Russia,Lukoil,Energy
370,Elizabeth Holmes,4,United States,Theranos,Blood Testing
371,Merlin Swire,4,United Kingdom,Swire Pacific,Logistics
372,Mitchell Rales,4,United States,Danaher,Manufacturing
373,Odd Reitan,4,Norway,Reitangruppen,Retail
374,Hank Meijer,4,United States,Meijer Supermarket,Multi Brand Retailing
375,Doug Meijer,4,United States,Meijer Supermarket,Multi Brand Retailing
376,Robert Ng,4,Singapore,Far East,Real Estate
377,Philip Ng,4,Singapore,Far East,Real Estate
378,Rahul Bajaj,4,India,Bajaj Auto,Automobile
379,Leonard Lauder,4,United States,Estee Lauder,Cosmetics
380,Ken Chu,4,China,Mission Hills,Real Estate
381,Fang Wei,4,China,Fangda ,"Carbon, steel, coal"
382,Americo Amorim,4,Portugal,Galp Energia,Investments
383,Barbara Carlson Gage,4,United States,Carlson ,Hospitality
384,Gustaf Douglas,4,Sweden,Investment Ab Latour,Investments
385,Frits Goldschmeding,4,Netherlands,Randstad Holding,Hr Services
386,Elizabeth Mohn,4,Germany,Bertelsmann,Entertainment
387,Philip & Tina Green,4,United Kingdom,Arcadia Group,Single Brand Retailing
388,Scott Duncan,4,United States,Enterprise Products,Energy
389,Milane Frantz,4,United States,Enterprise Products,Energy
390,Dannine Avara,4,United States,Enterprise Products,Energy
391,Randa Williams,4,United States,Enterprise Products,Energy
392,Pierre Bellon,4,France,Sodexo,Food & Beverages
393,Michael & Marian Ilitch,4,United States,Ilitch Holding,Food & Beverages
394,Diane Hendricks,4,United States,Abc Supply,Single Brand Retailing
395,Wu Yajun,4,China,Longfor Properties,Real estate
396,Xiao Jianhua & Zhou Hongwen,4,Hong Kong,Tomorrow ,Financial Services
397,Luca Rovati,4,Italy,Meda ,Pharmaceuticals
398,Alexandre Ricard,4,France,Pernard Ricard,Food & Beverages
399,Lin Chang Su-E,4,Taiwan,Liberty Times,Real Estate
400,Henry Kravis,4,United States,KKR,Investments
401,George Roberts,4,United States,KKR,Investments
402,Pyotr Aven,4,Russia,Alfa Group,Energy
403,Walter Faria,4,Brazil,Grupo Petropolis,Food & Beverages
404,John Sall,4,United States,Sas Institute,Technology
405,Allison McCain,4,Canada,McCain Foods,Food & Beverages
406,Zhou Xiaoguang & Yu Yunxin,4,China,Xinguang ,"Jewelry, real estate, investments "
407,Wang Yusuo & Zhao Baoju ,4,China,ENN,"Gas, energy "
408,Su Weizhong,4,China,Chinahr,Oil
409,Jorge Moll Filho,4,Brazil,Rede D'or,Health care (Hospitals)
410,Dieter Schnabel,4,Germany,Helm,Chemicals
411,Subhash Chandra,4,India,Zee,Media & Entertainment
412,Jeffrey Hildebrand,4,United States,Eagle Ford,Energy
413,Rafael del Pino Calvo-Sotelo,4,Spain,Ferrovial,Construction
414,Udo Tschira,4,Germany,SAP ,Technology
415,Issad Rebrab,4,Algeria,Cevital,Food & Beverages
416,Harald Tschira,4,Germany,SAP ,Technology
417,Lim Kok Thay,4,Malaysia,Genting Group,Hospitality
418,Henry Ross Perot Sr,4,United States,Perot System,Technology
419,Martha Ingram,4,United States,Ingram Industries,Technology
420,Jean Pierre Cayard,4,France,La Martiniquaise,Beverages
421,Jerry Speyer,4,United States,Tishman Speyer,Real Estate
422,Robert Rich Jr,4,United States,Rich Products Oration,Food & Beverages
423,Terrence Pegula,4,United States,Buffalo Sabres,Energy
424,Teh Hong Piow,4,Malaysia,Public Bank ,Banking
425,Terry Tai-Ming Guo,4,Taiwan,Hon Hai,Electronics
426,Heinrich Deichmann,4,Germany,Deichmann,Footwear Retail
427,Wei Shaojun,4,China,Longjitaihe,"Real estate, new energy"
428,Jin Sook & Do Won Chang,4,United States,Forever 21,Single Brand Retailing
429,Marilyn Carlson Nelson,4,United States,Carlson ,Hospitality
430,Folorunsho Alakija,4,Nigeria,Famfa,Energy
431,John Tu,4,United States,Kingston Technology ,Technology
432,David Sun,4,United States,Kingston Technology ,Technology
433,Vikram Lal,4,India,Eicher Motors,Automobile
434,Charles Johnson,4,United States,Franklin Resources,Investments
435,Nassef Sawiris,4,Egypt,Orascom Construction,Construction
436,Daniel Gilbert,4,United States,Quicken Loans,Investments
437,Mohamed Bin Issa Al Jaber,4,Saudi Arabia,Mbi International,Hospitality
438,James Ratcliffe,4,United Kingdom,Ineos Group ,Chemicals
439,Phorntep Phornprapha,4,Thailand,SIAM Motors,Automobile
