Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
440,Sean Parker,4,United States,Facebook,Technology
441,Rupert Johnson Jr,4,United States,Franklin Resources,Investments
442,Leonard Stern,4,United States,Hartz Mountain Industries,Real Estate
443,Pankaj Patel,4,India,Cadila,Pharmaceuticals
444,Victor Gradin,4,Brazil,Odebrecht,Energy
445,Fredrik Lundberg,4,Sweden,LE Lundbergforetagen,Real Estate
446,Sumner Redstone,4,United States,CBS,Telecom
447,Axel Oberwelland,4,Germany,Storck,Food & Beverages
448,Charles Dolan,4,United States,Amc Network,Sports Franchise
449,Jimmy Haslam,4,United States,Pilot Flying J,Single Brand Retailing
450,David Gottesman,4,United States,Berkshire Hathaway,Investments
451,Jim Davis,4,United States,New Balance,Multi Brand Retailing
452,Qi Shi,4,China,Eastmoney,Data services 
453,Heinz- George Baus,4,Germany,Bauhaus,Multi Brand Retailing
454,Maurice Greenberg,4,United States,Starr cos,Financial Services
455,Zhang Guiping & Zhang Kangli,4,China,Suning Universal,Property
456,Huang Wei & Li Ping ,4,China,XinHu ,"Real estate, finance"
457,lin Wenjing,4,China,Rong Qiao,Real Estate
458,Yang Kai,4,China,Huishan Dairy,Dairy 
459,Ben Pon Jr.,4,Netherlands,Pon Holdings,Automobile
460,Anthony Pritzker,4,United States,Hyatt,Hospitality
461,James Packer,4,Australia,Crown  ,Media
462,Wolfgang Reimann,4,United Kingdom,Reckitt Benckiser,Consumer products
463,Stefan Reimann Andersen,4,United Kingdom,Reckitt Benckiser,Consumer products
464,Robert Duggan,4,United States,Pharmacyclics,Pharmaceuticals
465,Renate Reimann Haas,4,United Kingdom,Reckitt Benckiser,Consumer products
466,Matthias Reimann Andersen,4,United Kingdom,Reckitt Benckiser,Consumer products
467,Akira Mori,4,Japan,Akira Mori,Real Estate
468,Jude Reyes,4,United States,Reyes ,Food & Beverages
469,Christopher Reyes,4,United States,Reyes ,Food & Beverages
470,Theo Mueller,4,Germany,Theo Muller Group,Food & Beverages
471,Benu Gopal Bangur,4,India,Shree Cements,Manufacturing
472,Andy von Bechtolsheim,4,United States,Google,Technology
473,Ludwig Merckle,4,Germany,Heidelberg Cement,Pharmaceuticals
474,Santi Bhirombhakdi,4,Thailand,Boon Rawd Brewery,Food & Beverages
475,Li Yong,4,China,Huaxin,"Oil, chemical"
476,Cai Dongqing,4,China,Alpha Animation,Animation 
477,Jiang Zhaobai,4,China,Pengxin Group,"Real Estate, investment "
478,Zhang Yin,4,China,Nine Dragons Paper,Paper & Packaging
479,Ursula Engelhorn ,4,Switzerland,Boehringer Mannheim,Pharmaceuticals
480,Samwer Brothers,4,Germany,Rocket Internet,E-commerce Venture capital 
481,Filaret Galchev,4,Russia,Holcim,Cement
482,Phillip Frost,4,United States,Ivax ,Pharmaceuticals
483,Bruno Bich ,4,France,Societe Bic Sa,Multi Brand Retailing
484,Traudl Engelhorn,4,Switzerland,Boehringer Mannheim,Pharmaceuticals
485,James Leprino,4,United States,Leprino Foods Company,Food & Beverages
486,Nathan Blecharczyk,4,United States,AirBnb,E-Commerce
487,Joe Gebbia,4,United States,AirBnb,E-Commerce
488,Brian Chesky,4,United States,AirBnb,E-Commerce
489,Bernard Marcus,4,United States,The Home Depot ,Multi Brand Retailing
490,Lino Saputo,4,Canada,Saputo,Food & Beverages
491,Marc Benioff,4,United States,Salesforce,Technology
492,Aloys Wobben,4,Germany,Enercon,Energy
493,Chen Fashu,4,China,Xinhuadu Industrial Group,"Retail, mining, Investment"
494,Pang Kang,4,China,Haitian,Food flavorings
495,Zhou Yahui & Li Qiong,4,China,Kunlun Tech,IT
496,Li Shufu & Li Xingxing,4,China,Geely ,Car manufacturing
497,Lin Xiucheng & Lin Zhiqiang ,4,China,Sanan Group,LED
498,Keichiro Takahara,4,Japan,Unicharm,Cosmetics
499,Sergei Popov,4,Russia,Suek,Energy
500,Ravi Ruia,4,India,Essar,Energy
501,Shashi Ruia,4,India,Essar,Energy
502,James Jannard,4,United States,Oakley,Eye Wear
503,Stephen Bechtel Jr,4,United States,Bechtel ,Construction
504,Riley Bechtel,4,United States,Bechtel ,Construction
505,Stanley Druckenmiller,4,United States,Duquesne Capital Management,Hedge Funds
506,Mohammed Bin Saud Al Kabeer,4,Saudi Arabia,Almarai,Food & Beverages
507,Thomas Strungmann,4,Germany,Hexal,Pharmaceuticals
508,Andreas Strungmann,4,Germany,Hexal,Pharmaceuticals
509,Robert Kraft,4,United States,The Kraft,Sports Franchise
510,Ann Walton Kroenke,4,United States,Walmart,Multi Brand Retailing
511,Stef Wertheimer,4,Israel,Iscar,Manufacturing
512,Huang Rulun,4,China,Century Golden Resources,Real estate
513,Wang Guangxi & Guo Tianshu,3,China,Yongtai,Energy
514,Jiang Bin & Hu Shuangmei,3,China,GoerTek,IT
515,Siegfried Meister,3,Germany,Rational,Electronics
516,George Ty,3,Philippines,GT Capital,Financial Services
517,George Lindemann Sr,3,United States,Southern Union,Energy
518,John  L Morris ,3,United States,Bass Pro Shops,Multi Brand Retailing
519,Sulaiman Al Rajhi,3,Saudi Arabia,Al Rajhi Banking And Investment,Banking
520,Torbjorn Tornquist,3,Switzerland,Gunvor,Oil & Gas
521,John Catsimatidis,3,United States,Red Apple,Energy
522,James France,3,United States,Nascar Team,Stock car Racing
523,Ahmet Nazif Zorlu,3,Turkey,Zorlu Holding,Energy
524,Silas Chou,3,Hong Kong,Novel Enterprises,Multi Brand Retailing
525,Russell Weiner,3,United States,Rockstar Energy Drinks,Beverages
526,Archie Aldis Emerson,3,United States,Sierra Pacific Industries,Real Estate
527,Thomas Pritzker,3,United States,Hyatt,Hospitality
528,Steve Bisciotti,3,United States,Allegis,Sports Franchise
529,Bernard Broermann,3,Germany,Asklepios,Health Care
530,Nancy Walton Laurie,3,United States,Walmart,Multi Brand Retailing
531,Niels Peter Louis-Hansen,3,Denmark,Coloplast,Medical Equipments
532,Khalaf Al Habtoor,3,United Arab Emirates,Al Habtoor ,Construction
533,Ma Xingtian,3,China,Kangmei,Pharmaceuticals
534,Huang Guangyu,3,China,Gome,"Retail, real estate"
535,Qiu Guanghe ,3,China,Semir ,Apparel
536,Shen Wenrong,3,China,Sha Gang Group,Steel
537,Wang Tao,3,China,DJI-Innovations,TMT
538,Ma Jianrong,3,China,Shenzhou ,"Textiles, apparel"
539,Gerard Louis-Dreyfus,3,United States,Louis-Dreyfus,Agriculture
540,Karen Pritsker,3,United States,Hyatt,Hospitality
541,Pan Zhengmin & Wu Chunyuan,3,China,AAC Acoustic Technologies,Acoustics 
542,Pearse Lyons,3,United States,Alltech,Pharmaceuticals
543,Dona Bertarelli,3,Switzerland,Serono,Health Care
544,Beny Steinmetz,3,Israel,OCTEA,Diamonds
545,Madhukar Parekh,3,India,Pidilite,Manufacturing
546,Andrew Tan,3,Philippines,Alliance Global,Food & Beverages
547,Jay Robert Pritzker,3,United States,Pritzker,Investments
548,Marianne Liebmann,3,United States,Cargill ,Food & Beverages
549,James Cargill II,3,United States,Cargill ,Food & Beverages
550,Gwendolyn Sontheim Meyer,3,United States,Cargill ,Food & Beverages
551,Austen Cargill II,3,United States,Cargill ,Food & Beverages
552,Mohammed Alaouite VI,3,Morocco,Societe National D'Investissement,Banking
553,Carlos Ardila Lulle,3,Colombia,Organizacion Ardila Lulle,Media
554,Leslie Wexner,3,United States,Limited Brands,Single Brand Retailing
555,Jose Luis Del Rio Goudie,3,Chile,SACI Falabella,Multi Brand Retailing
556,Alexander Abramov,3,Russia,Evraz,Steel
557,Issac Perlmutter,3,United States,Marvel Entertainment,Entertainment
558,Horst Paulmann,3,Chile,Cencosud,Multi Brand Retailing
559,Richard Kinder,3,United States,Kinder Morgan ,Energy
560,Naguib Sawiris,3,Egypt,Vimpelcom,Telecom
561,Sun Piaoyang,3,China,Jiangsu Hengrui Medicine,Pharmaceuticals
562,Pawan Munjal,3,India,Hero Moto,Automobile
563,Thomas Friedkin,3,United States,Gulf States Toyota,Logistics
564,Du Jiangtao & Hao Hong,3,China,Junzheng ,"Coal, chemicals"
565,Geng Jianming & Yang Xiaoqing,3,China,RiseSun Holdings,Real estate
566,Johan Johannson ,3,Norway,NorgesGruppen,Grocery wholesale
567,Kazumi Yanai,3,Japan,Fast Retailing,Multi Brand Retailing
568,Warren Stephens,3,United States,Stephens ,Investments
569,Zygmunt Solorz-Zak,3,Poland,Cyfrowy Polsat,Entertainment
570,Miuccia Prada,3,Italy,Prada,Single Brand Retailing
571,Roberto Irineu Marinho,3,Brazil,Rede Globo,Media
572,Jose Roberto Marinho,3,Brazil,Rede Globo,Media
573,Joao Roberto Marinho,3,Brazil,Rede Globo,Media
574,Philip Niarchos,3,Greece,-,Art
575,Edward DeBartolo Jr,3,United States,Simon Property ,Real Estate
576,Harry Stine,3,United States,Stine Seeds,Agriculture
577,Reid Hoffman,3,United States,Linkedin ,Technology
578,Julian Robertson Jr,3,United States,Tiger Management,Hedge Funds
579,Dan Friedkin,3,United States,Gulf States Toyota,Single Brand Retailing
580,Peter Hargreaves,3,United Kingdom,Hargreaves Lansdown,Investments
581,Magdalena Blocher,3,Switzerland,EMS Chemie,Chemicals
582,Andrei Guriev,3,Russia,Phosagro,Chemicals
583,Tilman Fertitta,3,United States,Landry's,Hospitality
584,Lee Shin Cheng,3,Malaysia,Ioi Group,Food & Beverages
585,Israel Englander,3,United States,Millennium Management,Hedge Funds
586,Lin Yi,3,China,Shenglong Group,Property
587,Liselott Persson,3,Sweden,Hennes & Mauritz,Single Brand Retailing
588,Sol & Eddie Zakay,3,United Kingdom,Topland Group,Real Estate
589,Lisa K Simmons & Serena Simmons,3,United States,Valhi ,Chemicals
590,Ye Chenghai & Liao Qingqing,3,China,Salubris Pharmaceuticals,Pharmaceuticals
591,Bruce Halle,3,United States,Discount Tire,Single Brand Retailing
592,Randal Kirk,3,United States,Clinical Data,Pharmaceuticals
593,Yoshiko Mori,3,Japan,Minoru Estate,Real Estate
594,Arthur Demoulas,3,United States,Market Basket,Multi Brand Retailing
595,Mary Alice Dorrance Malone,3,United States,Campbell Soup,Food & Beverages
596,Andreas Halvorsen,3,United States,Viking Global Investors,Hedge Funds
597,David Green,3,United States,Hobby Lobby,Multi Brand Retailing
598,Jorge Perez,3,United States,The Related Company,Construction
599,Erman Ilicak,3,Turkey,Ronesans Construction ,Construction
600,Jack Dangermond,3,United States,ESRI,Technology
601,Edwin Leong,3,Hong Kong,Tai Hung Fai ,Real Estate
602,Thomas Schmidheiny,3,Switzerland,Holcim,Cement
603,Francis Choi Chee Ming ,3,Hong Kong,Early Light International,Toy、Investments
604,Arne Wilhelmsen,3,Norway,Royal Caribbean Cruises & Linstow ,Tourism
605,Edward Roski Jr,3,United States,Majestic Reality,Real Estate
606,Lynn Schusterman,3,United States,Samson Resources,Energy
607,Shigenobu Nagamori,3,Japan,Nidec Oration,Electronics
608,Sun Xishuang,3,China,Yifang ,"Real estate, investments"
609,Yu Yong,3,China,Cathay Fortune Corp,molybdenum minerals
610,Miao Shouliang,3,China,Fuyuan ,"Real Estate, hydroelectricity, new energy"
611,Feng Hailiang,3,China,Hailiang ,"Copper, investments "
612,Ou Zongrong,3,China,Zhenro Group,Real estate
613,Jason C.S. Chang & Richard H.P. Chang,3,Taiwan,ASE,Electronics
614,Martin & Olivier Bouygues,3,France,Bouygues,Construction
615,Hans-Adam von & zu Liechtenstein,3,Switzerland,Lgt Bank,Banking
616,Ashwin Dani,3,India,Asian Paints,Manufacturing
617,Jose & Francisco Jose Calderon Rojas,3,Mexico,FEMSA,Food & Beverages
618,Edouard Carmignac,3,France,Carmignac Gestion ,Investment
619,Thomas Meyer ,3,Spain,Desigual,Fashion industry
620,William P. Lauder,3,United States,Estee Lauder,Cosmetics
621,Tsai Hong-Tu Brothers,3,Taiwan,Lin Yuan,Financial Services
622,Thomas Bruch,3,Germany,Globus Retail,Multi Brand Retailing
623,Hoang Kieu,3,United States,RAAS Blood Products,Pharmaceuticals
624,Chung Eui-Sun,3,South Korea,Hyundai,Automobile
625,Hortensia Herrero,3,Spain,Mercadona,Retail
626,Patrizio Bertelli,3,Italy,Prada,Single Brand Retailing
627,Alicia Koplowitz,3,Spain,Omega Capital,Investments
628,Sergio Mantegazza,3,Switzerland,Globus ,Entertainment
629,Stephen Rubin,3,United Kingdom,Pentland group,Sports apparel
630,Michael Ying,3,Hong Kong,Esprit,Investments
631,Gunter Herz,3,Germany,Mayfair,Food & Beverages
632,Michael Pieper,3,Switzerland,Franke Group,Consumer Products
633,Hans Peter Wild,3,Switzerland,Rudolf Wild,Food & Beverages
634,Ralph Lauren,3,United States,RL Corporation,Single Brand Retailing
635,Carrie Perrodo,3,France,Perenco,Energy
636,Bertil Hult,3,Switzerland,Ef Education First,Education
637,Li Shuirong,3,China,RongSheng Holdings,Chemical fibres
638,Chen Tianqiao,3,Singapore,Shanda ,Online games 
639,Sun Jimu & Sun Xiang,3,China,Sinogiant ,Steel
640,Walter Kwok,3,Hong Kong,Sun Hung Kai,Real Estate
641,Gilberto Benetton,3,Italy,Benetton ,Single Brand Retailing
642,Carlo Benetton,3,Italy,Benetton ,Single Brand Retailing
643,Yusuf Hamied,3,India,Cipla,Pharmaceuticals
644,Ferdinand Piech,3,Germany,Volkswagen,Automobile
645,Lottie Tham,3,Sweden,Hennes & Mauritz,Single Brand Retailing
646,Oprah Winfrey,3,United States,Oprah Winfrey Network,Media
647,Luciano Benetton,3,Italy,Benetton ,Single Brand Retailing
648,Gustavo Cisneros,3,Venezuela,Cisneros Group,Entertainment
649,Giuliana Benetton,3,Italy,Benetton ,Single Brand Retailing
650,Jeff Greene,3,United States,Real Estate Investments,Real Estate
651,Prasert Prasarttong-Osoth,3,Thailand,Bangkok Dusit Medical Services,Health Care
652,Igor Olenicoff,3,United States,Olen Properties,Real Estate
653,John Gandel,3,Australia,Chandell,Construction
654,Alexander Svetakov,3,Russia,Absolut Retail,Banking
655,Friede Springer,3,Germany,Axel Springer ,Entertainment
656,Alain Merieux,3,France,Bio Merieux,Pharmaceuticals
657,Wolfgang Herz,3,Germany,Maxingvest,Food & Beverages
658,Michael Herz,3,Germany,Maxingvest,Food & Beverages
659,Nusli Wadia,3,India,Britannia,FMCG
660,Xue Xiangdong,3,China,DHC Digital Technology ,Software
661,Sun Shoukuan,3,China,Jiacheng ,"Refractories, coal chemicals"
662,Du Shuanghua,3,China,Rizhao Iron and Steel,Steel
663,Ronald Southern,3,Canada,ATCO,Manufacturing
664,Rosa Anna Magno Garavoglia,3,Italy,Gruppo Campari,Food & Beverages
665,Kunio Busujima,3,Japan,Sankyo,Entertainment
666,Leandro Rizzuto,3,United States,Conair ,Multi Brand Retailing
667,Shah Karim Al Hussaini,3,Switzerland,Aga Khan Development Network,Construction
668,Indu Jain,3,India,Bennett Coleman,Media & Entertainment
669,Lev Leviev,3,United Kingdom,Catoca Diamond Mine,Diamonds
670,Youssef Mansour,3,Egypt,Mansour Group,Automobile
671,Yasseen Mansour,3,Egypt,Mansour Group,Automobile
672,Mohamed Mansour,3,Egypt,Mansour Group,Automobile
673,Romesh T Wadhwani,3,United States,Symphony Technology ,Technology
674,Heinrich Weiss,3,Germany,SMS Group,Steel
675,Michael Ashley,3,United Kingdom,Sports Direct,Multi Brand Retailing
676,John Caudwell,3,United Kingdom,Phones4U,Multi Brand Retailing
677,Don Hankey,3,United States,Hankey,Financial services
678,Stephen Mandel Jr,3,United States,Lone Pine Capital,Hedge Funds
679,Lindsay Fox,3,Australia,Linfox,Logistics
680,Koji Yanai,3,Japan,Fast Retailing,Multi Brand Retailing
681,Carlo Fidani,3,Canada,Fidani & Sons,Real Estate
682,Christoph Zeller,3,Germany,Ivoclar Vivadent,Healthcare
683,Amos Hostetter,3,United States,AT&T,Entertainment
684,Neil Bluhm,3,United States,Walton Street Capital,Investments
685,Tom Gores,3,United States,Platinum Equity,Investments
686,Rahel Blocher,3,Switzerland,EMS Chemie,Chemicals
687,Mark Cuban,3,United States,Dallas Mavericks,Entertainment
688,Ajay Piramal,3,India,Piramal Enterprise,Pharmaceuticals
689,Ronda Stryker,3,United States,Stryker Corporation,Medical Technology
690,David Cheriton,3,United States,Google,Technology
691,Leonid Fedun,3,Russia,Lukoil,Energy
692,Elijah Widjaja,3,China,Bund Center,Real Estate
693,Liang Qingde,3,China,Galanz ,Household appliances 
694,Du Sha,3,China,Homeworld  ,Investments
695,Xu Jingren,3,China,Yangtze River Pharmacy Group,Pharmaceuticals
696,Zhao Buchang & Zhao Tao,3,China,Buchang ,Pharmaceuticals
697,Miloud Chaabi,3,Morocco,Ynna Holdings,Real Estate
698,Michael Jaharis,3,United States,Kos Pharmaceuticals,Pharmaceuticals
699,Luo Shaoyu & Zhao Jiehong,3,China,Dongyin ,"Property, special automobiles, investments"
700,Wang Changtian & Du Yinglian,3,China,Enlight Media,Entertainment
701,Fu Liquan & Chen Ailing,3,China,Dahua Technology,Software
702,Li Li & Li Tan,3,China,Hepalink,Pharmaceuticals
703,Bennett Dorrance ,3,United States,Campbell Soup,Food & Beverages
704,Gunther Lehner,3,Austria,Alpla,Packaging
705,Feroz Allana,3,United Arab Emirates,IFFCO,Consumer Products
706,Ferit Faik Sahenk,3,Turkey,Garanti Bank,Banking
707,Emilio Azcarraga Jean,3,Mexico,Groupo Televisia,Entertainment
708,Bharat Desai,3,United States,Syntel,Technology
709,Ennio Doris,3,Italy,Mediolanum,Insurance
710,Christoph Henkel,3,Germany,Henkel AG,Consumer goods
711,Guenther Lehmann,3,Germany,Drogeriemarkt,Retail
712,Glenn Dubin,3,United States,Highbridge Capital,Hedge Funds
713,Chelia Cohen Safra,3,Brazil,Banco Safra,Investments
714,Kevin Plank,3,United States,Under Armour,Single Brand Retailing
715,Robert Miller,3,Canada,Future Electronics,Computer & Electronics Retail
716,Lawrence Stroll,3,Switzerland,Michael Kors Holdings ,Single Brand Retailing
717,Renzo Rosso,3,Italy,Diesel Jeans,Single Brand Retailing
718,Chandru Raheja,3,India,Shoppers Stop,Multi Brand Retail
719,Kenneth Feld,3,United States,Feld Entertainment,Live Entertainment (Circus)
720,Penny Pritzker,3,United States,Hyatt,Hospitality
721,Giuseppe De Longhi ,3,Italy,De Longhi,Consumer Electronics
722,Pat Stryker,3,United States,Stryker Corporation,Medical Technology
723,Michael Gregory,3,Hong Kong,CLP,Electric Power、Investments
724,Hans Guido Riegel,3,Germany,Haribo ,Food & Beverages
725,Naomi Azrieli,3,Canada,Azrieli Group,Real Estate
726,Frederick Smith,3,United States,Fedex,Logistics
727,Jon Stryker,3,United States,Stryker Corporation,Medical Technology
728,John Paul DeJoria,3,United States,Mitchell System,Cosmetics
729,Anthoni Salim,3,Indonesia,First Pacific,Telecom
730,Leon Black,3,United States,Apollo Global Management,Investments
731,Viktor Rashnikov,3,Russia,MMK,Steel
732,Goh Cheng Liang,3,Singapore,Nippon Paints,Manufacturing
733,Wu Gang,3,China,JD Capital,Investments 
734,Liu Dianbo ,3,China,Luye Pharma,Pharmaceuticals
735,Zan Shengda,3,China,Zongyi Group,"New energy, IT , investment"
736,Ke Zunhong,3,China,Kanghong Pharmaceuticals  ,Pharmaceuticals
737,Wang Wenbiao ,3,China,Elion Resources ,"Chemicals, pharmaceuticals, coal "
738,Huang Qisen,3,China,Thaihot,Real estate
739,Li Zhongchu,3,China,Shiji Information Technology ,IT
740,Zhang Zhixiang,3,China,Jianlong,"Steel, mining, shipbuilding"
741,Cai Kui,3,China,Longfor Properties,Real estate
742,Shuai Fangwen & Cao Zaiyun,3,China,Er-Kang Pharmaceutical,Pharmaceuticals
743,Shao Zhongyi,3,China,Chenxi ,"Petrochemical, grain"
744,David Booth,3,United States,Dimensional Fund Advisors ,Financial services
745,John Whittaker,3,United Kingdom,The Peel Group,Real Estate
746,Angela Leong,3,China,SJM Holdings,Casinos
747,Kommer Damen,3,Netherlands,Damen Shipyards,Logistics & Shipping
748,Peter Coates,3,United Kingdom,Bet365,Online Gambling
749,Dirk Rossmann,3,Germany,Rossmann,Multi Brand Retailing
750,Phil Ruffin,3,United States,Treasure Island Resort & Casino,Casinos
751,Law Kar Po,3,Hong Kong,Lobo Investment,Hospitality
752,David Bonderman,3,United States,Texas Pacific,Investments
753,PV Ramaprasad Reddy,3,India,Aurobindo Pharma,Pharmaceuticals
754,Herbert Simon,3,United States,Simon Property ,Real Estate
755,Clive Calder,3,United Kingdom,Record Label,Entertainment
756,Steven Udvar,3,United States,Air Lease ,Airlines
757,Lars Larsen,3,Denmark,Jysk,Single Brand Retailing
758,Tony Tan Caktiong,3,Philippines,Jollibee Foods,Food & Beverages
759,Gigi Pritzker,3,United States,Hyatt,Hospitality
760,Richard Li,3,Hong Kong,PCCW,Telecom
761,Michel Leclercq,3,France,Decathlon Group,Retail
762,Denise Coates,3,United Kingdom,Bet365,Online Gambling
763,Liu Xiaodong,3,China,Bairun,"Flavor, wine industry"
764,Chen Zhuolin,3,China,Agile Property,Real Estate
765,Zhang Lei,3,China,Hillhouse,Investments
766,A Vellayan Murugappa,3,India,Carborundum Universal,Abrasives
767,Zhu Yicai & Wu Xueqin ,3,China,Yurun Group,"Food, property, retail"
768,Huang Maoru & Zhang Jing ,3,China,Maoye ,"Real Estate, Retail"
769,Lorenzo Mendoza,3,Venezuela,Empresas Polar,Food & Beverages
770,Roberto Bonatti,3,Italy,Techint,Construction
771,Paolo Mario Rocca,3,Argentina,Techint Group,Manufacturing
772,Gianfelice Mario Rocca,3,Argentina,Techint Group,Manufacturing
773,Clemmie Spangler Jr,3,United States,Bank Of America,Investments
774,Michael Platt ,3,Switzerland,BlueCrest Capital Management LLP,Investment
775,Theodore Permadi Rachmat,3,Indonesia,Triputra Group,Conglomerate
776,Stanley Hubbard,3,United States,Hubbard Broadcasting,Entertainment
777,Husnu Ozyegin,3,Turkey,Fiba Holding,Financial Services
778,Xiong Xuqiang,3,China,Yinyi ,"Real estate, mining, investments"
779,David Hains,3,Australia,Portland House ,Investments
780,Tsai Chen-Yu,3,Taiwan,Homax Equity ,Real Estate
781,Larry Silverstein,3,United States,Silverstein Properties,Real Estate
782,John Pritzker,3,United States,Hyatt,Hospitality
783,Luo Jie,3,Taiwan,Cheng Shin Rubber,Tire
784,J Joe Ricketts,3,United States,TD Ameritrade,Brokerages
785,Vanich Chaiyawan,3,Thailand,Thai Life,Financial Services
786,Lawrence Ho,3,Hong Kong,Melco,Gaming
787,Howard Schultz,3,United States,Starbucks ,Multi Brand Retailing
788,Jeremy Jacobs Sr,3,United States,Delaware North,Entertainment
789,Ken Fisher,3,United States,Fisher Investments,Investments
790,Richard Chandler,3,Singapore,Richard Chandler Corp,Investments
791,Liang Xinjun,3,China,Fosun ,Conglomerate
792,Yu Feng,3,China,Focus Media,Investment 
793,Serra Sabanci,2,Turkey,Sabanci Holding,Banking
794,Dean White,2,United States,Whiteco Advertising,Hospitality
795,Tatiana Santo Domingo,2,United States,SABMiller,Beverages
796,Xie Bing & Zheng Xiangling,2,China,Sino Biopharmaceutial ,Pharmaceuticals
797,Andrew & Peggy Cherng,2,United States,Chain Panda,Hospitality
798,Yu Huijiao &  Zhang Xiaojuan,2,China,YTO,Express delivery
799,Pan Shiyi & Zhang Xin ,2,China,SOHO China,Real estate
800,Rodolphe Marchais,2,France,TAT Group,Airlines
801,Henry Hillman,2,United States,Kleiner Perkins Caufield & Byers,Investments
802,Antonio Dell Valle Ruiz,2,Mexico,Mexichem,Chemical & petro chemical
803,Suzan Sabanci Dincer,2,Turkey,Sabanci Holding,Banking
804,Tu Guoshen,2,China,Zhongheng Huizhi Investment,Investments 
805,Tom Persson ,2,Sweden,Hennes & Mauritz,Retail
806,Vijay Chauhan,2,India,Parle Products,Food & Beverages
807,Eduardo Belmont,2,Peru,Belcorp,Cosmetics
808,Charlotte Soderstrom,2,Sweden,Hennes & Mauritz,Retail
809,Julio Mario Santo Domingo III,2,Monaco,SABMiller,Beverages
810,Faruk Eczacibasi,2,Turkey,Eczacibasi Holding,Pharmaceuticals
811,Bulent Eczacibasi,2,Turkey,Eczacibasi Holding,Pharmaceuticals
812,John Dorrance III,2,Ireland,Campbell Soup,Food & Beverages
813,John Arrillaga,2,United States,Silicon Valley,Real Estate
814,Phillip Ragon,2,United States,InterSystems,Technology
815,Elisio Alexandre Soares dos Santos,2,Portugal,Jeronimo Martins,Food & Beverages
816,Brad Kelley,2,United States,Commonwealth Brands,Tobacco
817,Taha Mikati,2,Lebanon,MTN,Telecom
818,Najib Mikati,2,Lebanon,MTN,Telecom
819,James Coulter,2,United States,Tpg Capital,Investments
820,William F Austin,2,United States,Starkey Hearing Technologies,Hearing Aid
821,Stefan Olsson,2,Sweden,Stena Sphere,Conglomerate
822,Madeleine Olsson Ericksson,2,Sweden,Stena Sphere,Conglomerate
823,Michael Wu,2,Hong Kong,Wing Lung Bank,Banking
824,Heidi Horten,2,Austria,Horten,Multi Brand Retailing
825,Barry Bai-Li Lin,2,Taiwan,Quanta Computer,Computer
826,Daniel Pritzker,2,United States,Hyatt,Hospitality
827,Tom Golisano,2,United States,Paychex ,Hr Services
828,Michael Rubin,2,United States,Kynetic,Technology
829,Kenneth Langone,2,United States,Home Depot,Multi Brand Retailing
830,Barry Diller,2,United States,Interactive Corp,Media
831,Donald Sterling,2,United States,Los Angeles Clippers,Real Estate
832,Bernard Saul II,2,United States,Saul Centre,Financial Services
833,Arkady Rotenberg,2,Russia,SGM,Energy
834,Alain Bouchard,2,Canada,Alimentation Couche Tard,Multi Brand Retailing
835,Sebastian Kulczyk,2,Poland,Sab Miller,Food & Beverages
836,Anthony Bamford,2,United Kingdom,J C Bamford,Manufacturing
837,Akio Nitori,2,Japan,Nitori Holding ,Multi Brand Retailing
838,Philippe Stern,2,Switzerland,Patek Philippe,Single Brand Retailing
839,Rishad Naoroji,2,India,Godrej,FMCG
840,Chen Hongdao,2,China,JDB,Drinks
841,Xue Guanglin,2,China,Brightoil,"Oil exploration, oil trading"
842,Jiang Wei,2,China,Bailing ,Pharmaceuticals
843,Luo Yuping,2,China,Zhongtian Urban,Real estate
844,Zhou Yaoting,2,China,Hongdou Group,"Clothing, rubber tire, property"
845,Pan Weiming,2,China,Fusheng Group,"Real estate, construction"
846,Dou Zhenggang,2,China,Jinjiang ,"Energy, chemical "
847,Fu Jun,2,China,Macrolink ,"Mining, real estate, investments"
848,Shen Guojun,2,China,China Yintai ,"Retail, real estate"
849,Chen Bang,2,China,Aier Ophthalmology,Medical services 
850,Savitri Jindal,2,India,Jindal Steel and Power,Steel
851,Malvinder Singh,2,India,Fortis Healthcare,Healthcare
852,Shivinder Singh,2,India,Fortis Healthcare,Healthcare
853,Ziyad Manasir,2,Russia,Stroygaz Consulting,Construction
854,Erika Pohl-Stroher,2,Switzerland,Wella AG,Hair Care & Cosmetic
855,Jean-Claude Gandur,2,United Kingdom,Oryx Petroleum,Energy
856,Jeff Sutton,2,United States,Wharton Properties,Real estate
857,Liu Hanyuan & Guan Yamei ,2,China,Tongwei ,"Agriculture, new energy"
858,Cui Genliang & Cui Wei,2,China,Hengtong Group,"Cable, thermal electricity, investment"
859,Yeoh Tiong Lay,2,Malaysia,Ytl Corporation,Construction
860,Joan Tisch,2,United States,Loews ,Energy
861,David Consunji,2,Philippines,DMCI Holdings,Construction
862,Patricia Matte,2,Chile,Empresas CMPC,Forestry
863,Dan Gertler,2,Israel,Dan Gertler International,Mining
864,Eliodoro Matte,2,Chile,Empresas CMPC,Forestry
865,Ron Burkle,2,United Kingdom,Barnes & Noble,Multi Brand Retailing
866,Paola Barilla,2,Italy,Barilla Group,Food & Beverages
867,Luca Barilla,2,Italy,Barilla Group,Food & Beverages
868,Guido Barilla,2,Italy,Barilla Group,Food & Beverages
869,Bernardo Matte,2,Chile,Empresas CMPC,Forestry
