Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
40,Zhang Yong、Shu Ping,38,Singapore,Haidilao,Restaurant
41,Jacqueline Mars,37,United States,Mars ,Chocolates & Confectionery
42,John Mars,37,United States,Mars ,Chocolates & Confectionery
43,Li Ka-shing,34,Hong Kong,Cheung Kong,Estate Holding
44,Wang Xing,34,China,Meituan,Internet Services
45,Zeng Yuqun,34,China,CATL,Green Energy
46,Pang Kang,33,China,Haitian,Food Processing
47,Yang Huiyan,33,China,Country Garden,Developer
48,Gautam Adani,32,India,Adani,Green Energy
49,Leonard Blavatnik,32,United Kingdom,Warner Music,Entertainment
50,Lei Jun,31,China,Xiaomi,Consumer Electronics
51,Miriam Adelson,31,United States,Las Vegas Sands,Casino
52,Xu Jiayin,31,China,Evergrande,Developer
53,Takemitsu Takizaki,30,Japan,Keyence ,Machinery
54,Liu Qiangdong、Zhang Zetian,29,China,JD,E-Commerce
55,Vladimir Potanin,29,Russia,Norilsk Nickel,Metals & Mining
56,Dieter Schwarz,28,Germany,Schwarz,Multi-Brand Retail
57,Leonardo Del Vecchio,28,Italy,Luxottica,Luxury Goods
58,Ernest Garcia II,27,United States,Carvana,Automobile
59,Shiv Nadar,27,India,HCL,Software & Services
60,Zhang Zhidong,27,China,Tencent,Internet Services
61,Alain Wertheimer,26,France,Chanel,Luxury Goods
62,Chen Bang,26,China,Aier Ophthalmology,Healthcare
63,Gerard Wertheimer,26,United States,Chanel,Luxury Goods
64,Jiang Rensheng,26,China,Zhifei Biological Products,Biotechnology
65,Gina Rinehart,25,Australia,Hancock Prospecting,Metals & Mining
66,Lee Shau Kee,25,Hong Kong,Henderson Land,Estate Holding
67,Li Shufu,25,China,Geely ,Automobile
68,Li Yanhong、Ma Dongmin,25,China,Baidu,Media
69,Tadashi Yanai,25,Japan,Fast Retailing,Multi-Brand Retail
70,Thomas Peterffy,25,United States,Interactive Brokers,Broking
71,James Simons,24,United States,Renaissance Technologies,Asset Management
72,Laurene Powell Jobs,24,United States,Walt Disney,Entertainment
73,Su Hua,24,China,Kuaishou Technology,Entertainment
74,Yan Hao,24,China,China Pacific Construction ,Construction
75,Leonard Lauder,23,United States,Estee Lauder,Cosmetics
76,Li Xiting,23,Singapore,Mindray,Medical Devices
77,Robert Kuok,23,Hong Kong,Kuok Brothers,Consumer Goods
78,Xu Hang,23,China,"Mindray,Parkland",Medical Devices
79,Zhong Huijuan、Sun Yuan,23,China,Hansoh,Pharmaceuticals
80,Alexey Mordashov,22,Russia,Severstal,Metals & Mining
81,Andrew Forrest,22,Australia,Fortescue Metals,Metals & Mining
82,Elaine Marshall,22,United States,Koch Industries,Energy
83,Goh Cheng Liang,22,Singapore,Nippon Paints,Construction Materials
84,Klaus-Michael Kuhne,22,Switzerland,Kuehne & Nagel ,Shipping
85,Lu Zhongfang、Li Yongxin,22,China,Offcn,Education
86,Vladimir Lisin,22,Russia,Novolipetsk Steel,Metals & Mining
87,Alisher Usmanov,21,Switzerland,USM,Metals & Mining
88,Charoen Sirivadhanabhakdi,21,Thailand,Thai Beverage,Alcoholic Beverages
89,Eric Schmidt,21,United States,Alphabet,Media
90,Lukas Walton,21,United States,Walmart,Multi-Brand Retail
91,Zuo Hui,21,China,KE,Online Marketplace
92,Dietrich Mateschitz,20,Austria,Red Bull,Energy Drink
93,Iris Fontbona,20,Chile,Antofagasta,Metals & Mining
94,Jorge Paulo Lemann,20,Switzerland,3G Capital,Investments
95,Leonid Mikhelson,20,Russia,Novatek,Energy
96,Li Shuirong,20,China,RongSheng ,Chemicals
97,Rupert Murdoch,20,United States,News,Media
98,Stephen Schwarzman,20,United States,Blackstone Group,Asset Management
99,Sun Piaoyang,20,China,"Hengrui, Hansoh",Pharmaceuticals
100,Chen Zhiping,19.5,China,Smoore,Consumer Electronics
101,Cheng Yixiao,19.5,China,Kuaishou Technology,Entertainment
102,Henry Cheng Kar-shun,19.5,Hong Kong,Chow Tai Fook,Estate Holding
103,Liu Yonghao,19.5,China,New Hope ,Agriculture
104,Alwaleed Bin Talal Alsaud,19,Saudi Arabia,Kingdom Holding,Investments
105,Heinz Hermann Thiele,19,Germany,Knorr-Bremse,Auto Components
106,Lakshmi N Mittal,19,United Kingdom,ArcelorMittal,Metals & Mining
107,R Budi Hartono,19,Indonesia,Bank Central Asia,Banking
108,Roman Abramovich,19,United Kingdom,Millhouse,Investments
109,Susanne Klatten,19,Germany,BMW,Automobile
110,Wang Chuanfu,19,China,BYD,E-Cars
111,Wei Jianjun、Han Xuejuan,19,China,Great Wall Motor,Automobile
112,Yuan Zheng,19,United States,Zoom,Enterprise Software
113,Cyrus Poonawalla,18.5,India,Serum,Pharmaceuticals
114,Gennady Timchenko,18.5,Switzerland,Gunvor,Commodities
115,Liu Hanyuan、Guan Yamei ,18.5,China,Tongwei ,Agriculture
116,Vagit Alekperov,18.5,Russia,Lukoil,Energy
117,Hinduja Brothers,18,United Kingdom,Hinduja,Automobile
118,Michael Hartono,18,Indonesia,Bank Central Asia,Banking
119,Petr Kellner,18,Czech Republic,PPF,Banking
120,Pierre Omidyar,18,United States,PayPal,Payments
121,Shi Yonghong、Li Haiyan,18,China,Haidilao,Restaurant
122,Carl Icahn,17.5,United States,Icahn Enterprises,Asset Management
123,Dustin Moskovitz,17,United States,Facebook,Media
124,Hugh Grosvenor,17,United Kingdom,Grosvenor,Developer
125,Ken Griffin,17,United States,Citadel,Asset Management
126,Liu Yongxing、Liu Xiangyu,17,China,East Hope,Chemicals
127,Stefan Quandt,17,Germany,BMW,Automobile
128,Viktor Vekselberg,17,Russia,Renova ,Energy
129,Wang Jianlin,17,China,Wanda,Estate Holding
130,Wang Liping,17,China,Hengli Hydraulic,Industrial Products
131,Wu Yajun,17,China,Longfor,Developer
132,Yan Bin,17,China,Reignwood,Energy Drink
133,Beate Heister,16.5,Germany,Aldi Sued,Multi-Brand Retail
134,John Menard Jr,16.5,United States,Menards,Multi-Brand Retail
135,Karl Albrecht Jr,16.5,Germany,Aldi Sued,Multi-Brand Retail
136,Lyu Xiangyang、Zhang Changhong,16.5,China,Youngy,Investments
137,Reinhold Wurth,16.5,Germany,Wurth,Auto Components
138,Yao Zhenhua,16.5,China,Baoneng,Investments
139,Zhou Qunfei、Zheng Junlong,16.5,China,Lens,Consumer Electronics
140,Abigail Johnson,16,United States,Fidelity,Asset Management
141,Dang Yanbao,16,China,Baofeng,Energy
142,Joseph Lau Luen Hung,16,Hong Kong,Chinese Estates,Estate Holding
143,Lui Che Woo,16,Hong Kong,Galaxy Entertainment,Casino
144,Ray Dalio,16,United States,Bridgewater Associates,Asset Management
145,Wang Wenyin,16,China,Amer,Metals & Mining
146,Zong Qinghou,16,China,Wahaha,Food & Beverages
147,Xu Rongmao,15.8,Hong Kong,Shimao,Developer
148,Donald Newhouse,15.5,United States,Discovery ,Media
149,Gong Hongjia、Chen Chunmei ,15.5,Hong Kong,Hikvision ,Defence
150,Huang Shilin,15.5,China,CATL,Green Energy
151,Li Xiaodong,15.5,Singapore,Sea,Gaming
152,Liang Wengen,15.5,China,Sany ,Machinery
153,Zhang Bangxin,15.5,China,TAL,Education
154,Charlene Carvalho ,15,Netherlands,Heineken,Alcoholic Beverages
155,Jack Dorsey,15,United States,Square,Payments
156,Massimiliana Landini Aleotti,15,Italy,Menarini,Pharmaceuticals
157,Mikhail Fridman,15,United Kingdom,Alfa,Energy
158,Seo Jung Jin,15,South Korea,Celltrion,Pharmaceuticals
159,Uday Kotak,15,India,Kotak Mahindra Bank,Banking
160,Andrey Melnichenko,14.5,Russia,Suek,Energy
161,Brian Chesky,14.5,United States,Airbnb,Hospitality
162,Donald Bren,14.5,United States,Irvine Company,Developer
163,Eduardo Saverin,14.5,Singapore,Facebook,Media
164,James Ratcliffe,14.5,United Kingdom,Ineos,Chemicals
165,Ma Jianrong,14.5,China,Shenzhou ,Sportswear
166,Patrick Drahi,14.5,Switzerland,Altice,Telecommunications
167,Radhakishan Damani,14.5,India,Avenue Supermarts,Multi-Brand Retail
168,Sara Mota De Larrea,14.5,Mexico,Grupo Mexico,Metals & Mining
169,Stefan Persson,14.5,Sweden,H&M,Apparel & Accessories
170,David Duffield,14,United States,Workday,Financial Management
171,Ernesto Bertarelli,14,Switzerland,Serono,Pharmaceuticals
172,Mike Cannon-Brookes,14,Australia,Atlassian,Software & Services
173,Ricardo Salinas Pliego,14,Mexico,Elekta,Medical Devices
174,Scott Farquhar ,14,Australia,Atlassian,Software & Services
175,Suleiman Kerimov,14,Russia,Polyus Gold,Metals & Mining
176,Wang Laichun,14,China,Luxshare Precision,Consumer Electronics
177,Wang Laisheng,14,China,Luxshare Precision,Consumer Electronics
178,Yu Renrong,14,China,Will,Semiconductor
179,Zhang Jindong,14,China,Suning,E-Commerce
180,Georg Schaeffler ,13.5,Germany,Schaeffler,Auto Components
181,James Dyson,13.5,United Kingdom,Dyson,Household Appliances
182,Li Zhengguo、Li Xiyan,13.5,China,Longi,Green Energy
183,Lin Li,13.5,China,Liye,Nbfc
184,Zhang Shiping,13.5,China,Weiqiao Pioneering,Industrial Products
185,Aliko Dangote,13,Nigeria,Dangote Cement,Construction Materials
186,David Tepper,13,United States,Appaloosa Management,Asset Management
187,Jay Chaudhry,13,United States,Zscaler,Cyber Security
188,Joe Gebbia,13,United States,Airbnb,Hospitality
189,Nathan Blecharczyk,13,United States,Airbnb,Hospitality
190,Peter Woo Kwong-ching、Bessie Pao Pui Yung,13,Hong Kong,Wheelock,Estate Holding
191,Philip Anschutz,13,United States,Anschutz Entertainment ,Entertainment
192,Steven Rales,13,United States,Danaher,Medical Devices
193,Thomas Frist Jr,13,United States,HCA Healthcare,Healthcare
194,Dilip Shanghvi,12.5,India,Sun Pharmaceutical Industries,Pharmaceuticals
195,Emmanuel Besnier,12.5,France,Lactalis,Dairy
196,Jen-Hsun Huang,12.5,United States,Nvidia,Semiconductor
197,Mikhail Prokhorov,12.5,Russia,Polyus Gold,Metals & Mining
198,Qi Shi,12.5,China,Eastmoney,Data
199,Wang Yusuo、Zhao Baoju,12.5,China,ENN,Oil & Gas
200,Jan Koum,12,United States,Facebook,Media
201,Joseph Tsai Chung-Hsin,12,Hong Kong,Alibaba ,E-Commerce
202,Tom、Judy Love,12,United States,Love's Travel Stops & Country Stores,Multi-Brand Retail
203,Brian Armstrong,11.5,United States,Coinbase,Crypto Exchange
204,Chen Xiangdong,11.5,China,Genshuixue,Education
205,Cheng Xue,11.5,China,Haitian,Food Processing
206,Graeme Hart,11.5,New Zealand,Rank,Investments
207,Hasso Plattner,11.5,Germany,SAP,Enterprise Software
208,Jim Davis,11.5,United States,New Balance,Apparel & Accessories
209,Leng Youbin,11.5,China,Feihe,Dairy 
210,Liu Jincheng、Luo Jinhong,11.5,China,Eve Energy,Green Energy
211,Steve Cohen,11.5,United States,SAC Capital,Asset Management
212,Bobby Murphy,11,United States,Snapchat,Media
213,Carl Cook,11,United States,Cook,Medical Devices
214,Chen Fashu,11,China,Xinhuadu,Investments
215,He Xiaopeng,11,China,Xpeng Motors,E-Cars
216,John Fredriksen,11,United Kingdom,Frontline ,Shipping
217,Kumar Mangalam Birla,11,India,Aditya Birla,Construction Materials
218,Kwong Siu Hing,11,Hong Kong,Sun Hung Kai,Estate Holding
219,Li Ge、Zhao Ning,11,China,Wuxi Pharma Tech,Pharmaceuticals
220,Lin Bin,11,China,Xiaomi,Consumer Electronics
221,Melker Schorling,11,Sweden,Melker Schorling,Investments
222,Robert Pera,11,United States,Ubiquiti ,Telecommunications
223,Wang Ying,11,China,RELX,Consumer Goods
224,Charles Ergen,10.5,United States,Dish Network,Media
225,Charles Schwab,10.5,United States,Charles Schwab ,Broking
226,Cyrus Pallonji Mistry,10.5,India,Cyrus Investments,Investments
227,Denise Coates,10.5,United Kingdom,Bet365,Gaming
228,Evan Spiegel,10.5,United States,Snapchat,Media
229,German Khan,10.5,Russia,Alfa,Energy
230,Gordon Moore,10.5,United States,Intel ,Semiconductor
231,Guo Guangchang,10.5,China,Fosun ,Investments
232,James Goodnight,10.5,United States,SAS Institute ,Analytics Software
233,Jorn Rausing,10.5,United Kingdom,Tetra Pak,Packaging
234,Li Hua,10.5,China,Excellence,Developer
235,Li Xianyi,10.5,Hong Kong,Xinyi Glass,Construction Materials
236,Mitchell Rales,10.5,United States,Danaher,Medical Devices
237,Pham Nhat Vuong,10.5,Vietnam,Vingroup,Developer
238,Shapoor Pallonji Mistry,10.5,Monaco,Sterling Investments,Investments
239,Yao Liangsong,10.5,China,Oppein,Furnishing
240,Andreas Strungmann,10,Germany,BioNTech,Biotechnology
241,Andy Von Bechtolsheim,10,United States,Arista Networks,Networking Solutions
242,Babetta Albrecht,10,Germany,Aldi Nord,Multi-Brand Retail
243,Dietmar Hopp,10,Germany,SAP,Enterprise Software
244,Ding Shizhong ,10,China,Anta,Sportswear
245,Guillaume Pousaz,10,United Kingdom,Checkout.com,Payments
246,Harry Triguboff,10,Australia,MIR Investments,Real Estate
247,Jay Y Lee,10,South Korea,Samsung ,Consumer Electronics
248,Li Bin,10,China,NIO,E-Cars
249,Luo Qiuping、Pan Dong,10,China,Blue Moon,Personal Care
250,Rahul Bajaj,10,India,Bajaj,NBFC
251,Sam Bankman-Fried,10,Hong Kong,FTX,Crypto Exchange
252,Sarath Ratanavadi,10,Thailand,Gulf Energy Development ,Energy
253,Stephen Ross,10,United States,Related Companies,Real Estate
254,Theo Jr Albrecht,10,Germany,Aldi Nord,Multi-Brand Retail
255,Thomas Strungmann,10,Germany,BioNTech,Biotechnology
256,Tobias Lutke,10,Canada,Shopify,E-Commerce
257,Zhao Yan,10,China,Bloomage,Biotechnology
258,Herbert Kohler Jr,9.8,United States,Kohler,Consumer Goods
259,Vinod Shantilal Adani,9.8,United Arab Emirates,Adani Enterprises,Green Energy
260,Anthony Wood,9.7,United States,Roku ,Consumer Electronics
261,Cai Kui,9.7,Hong Kong,Longfor,Developer
262,Chen Dongsheng,9.7,China,Taikang,Insurance
263,Ding Shijia,9.7,China,Anta,Sportswear
264,Heinrich Deichmann,9.7,Germany,Deichmann,Apparel & Accessories
265,Stefano Pessina,9.7,Monaco,Walgreens,Drug Store Chain
266,Zhu Baoguo,9.7,China,Joint Care,Healthcare
267,Lee Man Tat,9.6,Hong Kong,Lee Kun Kee,Food Processing
268,Li Hua,9.6,Hong Kong,Futu Holdings,NBFC
269,Wang Wenjing,9.6,China,Yonyou,Accounting
270,Kim Jung-Ju,9.5,South Korea,Nexon ,Gaming
271,Shigenobu Nagamori,9.5,Japan,Nidec ,Consumer Electronics
272,Patrick Soon-Shiong,9.4,United States,NantWorks,Pharmaceuticals
273,Ruan Liping,9.4,China,Bull Electric,Consumer Durables
274,Ruan Xueping,9.4,China,Bull Electric,Consumer Durables
275,August Von Finck,9.3,Switzerland,SGS,Certification Services
276,John Malone,9.3,United States,Liberty Media ,Media
277,Kim Beom-Soo,9.3,South Korea,Daum Kakao ,Internet services
278,Marijke Mars,9.3,United States,Mars ,Chocolates & Confectionery
279,Pamela Mars-Wright,9.3,United States,Mars ,Chocolates & Confectionery
280,Valerie Mars,9.3,United States,Mars ,Chocolates & Confectionery
281,Victoria Mars,9.3,United States,Mars ,Chocolates & Confectionery
282,Yu Yong,9.3,China,Cathay Fortune,Metals & Mining
283,Zhang Gang,9.3,China,Xinfa,Metals & Mining
284,David Geffen,9.2,United States,Geffen Records,Entertainment
285,Gianluigi Aponte,9.2,Switzerland,Mediterranean Shipping,Shipping
286,Marcel Herrmann Telles,9.2,Brazil,3G Capital,Investments
287,Anders Holch Povlsen,9.1,Denmark,Bestseller,Apparel & Accessories
288,Sun Hongbin,9.1,China,Sunac ,Developer
289,Zhang Yin,9.1,China,Nine Dragons Paper,Pulp & Paper
290,Christy Walton,9,United States,Walmart,Multi-Brand Retail
291,David Sun,9,United States,Kingston Technology ,Semiconductor
292,Huang Chulong,9,China,Galaxy,Developer
293,John Tu,9,United States,Kingston Technology ,Semiconductor
294,Li Xiaoming,9,China,Energy New Material,Packaging
295,Marian Ilitch,9,United States,Ilitch,Restaurant
296,Mohammed Al Amoudi,9,Saudi Arabia,Corral Petroleum Holdings,Energy
297,Alberto Bailleres Gonzalez,8.9,Mexico,Industrias Penoles,Metals & Mining
298,Diane Hendricks,8.9,United States,ABC Supply,Construction Materials
299,Gabe Newell,8.9,United States,Valve,Gaming
300,John Doerr,8.9,United States,Kleiner Perkins,Asset Management
301,Michael Otto,8.9,Germany,Otto,E-Commerce
302,Mohamed Bin Issa Al Jaber,8.9,Saudi Arabia,MBI International,Investments
303,Emilio Alves Odebrecht,8.8,Brazil,Odebrecht,Construction
304,Frederik Paulsen,8.8,Switzerland,Ferring Pharmaceuticals,Pharmaceuticals
305,Shahid Khan,8.8,United States,Flex N Gate,Auto Components
306,Tim Sweeney,8.8,United States,Epic Games,Gaming
307,Wolfgang Marguerre,8.8,Germany,Octapharma,Pharmaceuticals
308,Ye Gang,8.8,Singapore,Sea,Gaming
309,Lai Meisong,8.7,China,ZTO,Logistics
310,Lu Zhiqiang,8.7,China,Oceanwide,Financial Services
311,Pierre Castel,8.7,Switzerland,Castel Freres,Alcoholic Beverages
312,Alexander Abramov,8.6,Russia,Evraz,Metals & Mining
313,Kazumi Yanai,8.6,Japan,Fast Retailing,Multi-Brand Retail
314,Leon Black,8.6,United States,Apollo Global Management,Asset Management
315,Leonid Fedun,8.6,Russia,Lukoil,Energy
316,Zhu Mengyi,8.6,China,Hopson,Developer
317,Eyal Ofer,8.5,Monaco,Ofer Global,Real Estate
318,George Soros,8.5,United States,Soros Fund Management,Asset Management
319,Xu Shihui,8.5,China,Dali ,Chocolates & Confectionery
320,Cen Junda,8.4,China,"Hengrui, Hansoh",Pharmaceuticals
321,Marc Benioff,8.4,United States,Salesforce,Customer Relationship Management
322,Stanley Kroenke,8.4,United States,Kroenke,Sports
323,Cao Renxian,8.3,China,Sungrow Power Supply,Green Energy
324,Finn Rausing,8.3,United Kingdom,Tetra Pak,Packaging
325,Ji Haipeng,8.3,China,Logan Property,Developer
326,Kirsten Rausing,8.3,United Kingdom,Tetra Pak,Packaging
327,Niels Peter Louis-Hansen,8.3,Denmark,Coloplast,Medical Devices
328,Shen Guojun,8.3,China,Yintai ,Logistics
329,Alain Merieux,8.2,France,Bio Merieux,Pharmaceuticals
330,Chen Lihua,8.2,China,Fu Wah ,Estate Holding
331,Reinhold Schmieding ,8.2,Italy,Arthrex,Medical Devices
332,Blair Parry-Okeden,8.1,Australia,Cox Enterprises,Media
333,Galen Weston,8.1,Canada,George Weston  ,Food Processing
334,Juan Roig,8.1,Spain,Mercadona,Multi-Brand Retail
335,Li Jianquan,8.1,China,Winner,Medical Devices
336,Antonia Ax:Son Johnson,8,Sweden,Axel Johnson ,Process Solutions
337,Bertil Hult,8,Switzerland,EF Education First,Education
338,George Roberts,8,United States,KKR,Asset Management
339,Hassanal Bolkiah,8,Brunei,Brunei Investment Agency,Investments
340,Henry Kravis,8,United States,KKR,Asset Management
341,Jian Jun,8,China,Imeik,Biotechnology
342,Nusli Wadia,8,India,Britannia,Food Processing
343,Wang Ning、Yang Tao,8,China,Pop Mart,Toys
344,Zeng Fangqin,8,China,LY,Consumer Electronics
345,Zhao Changpeng,8,United States,Binance,Crypto Exchange
346,Andrew Beal,7.9,United States,Beal Bank,Banking
347,Carlos Alberto Sicupira,7.9,Brazil,3G Capital,Investments
348,David Reuben,7.9,United Kingdom,Global Switch,Developer
349,George Lucas,7.9,United States,Lucasfilm,Entertainment
350,Jerry Jones,7.9,United States,Dallas Cowboys,Sports
351,Luis Carlos Sarmiento,7.9,Colombia,Aval,Banking
352,Nancy Walton Laurie,7.9,United States,Walmart,Multi-Brand Retail
353,Nicky Oppenheimer,7.9,South Africa,De Beers,Diamonds
354,Prajogo Pangestu,7.9,Indonesia,Barito Pacific,Petrochemicals
355,Simon Reuben,7.9,United Kingdom,Global Switch,Developer
356,Takahisa Takahara,7.9,Japan,Unicharm,Personal Care
357,Terry Guo Tai-Ming,7.9,Taiwan,Hon Hai,Consumer Electronics
358,Viktor Rashnikov,7.9,Russia,MMK,Metals & Mining
359,Benu Gopal Bangur,7.8,India,Shree Cement,Construction Materials
360,Edward Johnson III,7.8,United States,Fidelity,Asset Management
361,Juan Francisco Beckmann Vidal,7.8,Mexico,Becle SAB,Alcoholic Beverages
362,Ann Walton Kroenke,7.7,United States,Walmart,Multi-Brand Retail
363,Du Shuanghua,7.7,China,Rizhao Iron and Steel,Iron & Steel
364,Hansjorg Wyss,7.7,United States,Synthes,Medical Devices
365,Jim Kennedy,7.7,United States,Cox Enterprises,Media
366,Ludwig Merckle,7.7,Germany,HeidelbergCement,Construction Materials
367,Rajiv Singh,7.7,India,DLF,Developer
368,Alexei Kuzmichev,7.6,United Kingdom,Alfa,Energy
369,Ananda Krishnan,7.6,Malaysia,Maxis Communications,Telecommunications
370,David Cheriton,7.6,United States,Arista Networks,Networking Solutions
371,Huang Li,7.6,China,Guide Electrics,Consumer Electronics
372,Khalaf Al Habtoor,7.6,United Arab Emirates,Al Habtoor ,Construction
373,Koji Yanai,7.6,Japan,Fast Retailing,Multi-Brand Retail
374,Laurent Dassault,7.6,France,Dassault Systems,Aerospace
375,Magdalena Blocher,7.6,Switzerland,EMS Chemie,Chemicals
376,Marcos Galperin,7.6,Argentina,MercadoLibre,E-Commerce
377,Marie-Helene Habert,7.6,France,Dassault Systems,Aerospace
378,Olivier Dassault,7.6,France,Dassault Systems,Aerospace
379,Rahel Blocher,7.6,Switzerland,EMS Chemie,Chemicals
380,Raymond Kwok,7.6,Hong Kong,Sun Hung Kai,Estate Holding
381,Thierry Dassault,7.6,France,Dassault Systems,Aerospace
382,Ashwin S Dani,7.5,India,Asian Paints,Chemicals
383,Majid Al Futtaim,7.5,United Arab Emirates,Majid Al Futtaim,Developer
384,Martin Lorentzon,7.5,Sweden,Spotify,Entertainment
385,Adam Kwok Kai-fai,7.4,Hong Kong,Sun Hung Kai,Estate Holding
386,Décio da Silva,7.4,Brazil,WEG Industries,Machinery
387,Jack Dangermond,7.4,United States,ESRI,Geographic Information Systems
388,John A Sobrato,7.4,United States,Sobrato Development,Real Estate
389,Lilian Wernighaus,7.4,Brazil,WEG Industries,Machinery
390,Margarita Louis Dreyfus,7.4,Switzerland,Louis Dreyfus,Commodities
391,Murali Divi,7.4,India,Divi's Laboratories,Pharmaceuticals
392,Quek Leng Chan,7.4,Malaysia,Hong Leong,Banking
393,Arthur Irving,7.3,Canada,Irving,Energy
394,David Gottesman,7.3,United States,Berkshire Hathaway,Investments
395,Frank Lowy,7.3,Australia,Westfield ,Real Estate
396,Lin Jianhua、Zhang Hong,7.3,China,First,Green Energy
397,Wang Tao,7.3,China,DJI,Consumer Goods
398,Xu Jingren,7.3,China,Yangtze River Pharmacy ,Pharmaceuticals
399,Alexander Otto,7.2,Germany,Otto,E-Commerce
400,Charles Cadogan,7.2,United Kingdom,Cadogan Estates,Real Estate
401,Chen Rui,7.2,China,Bilibili,Entertainment
402,Li Ping,7.2,China,CATL,Green Energy
403,Qian Dongqi、Qian Cheng,7.2,China,Ecovacs,Household Appliances
404,Stef Wertheimer,7.2,Israel,Iscar,Machinery
405,Xavier Niel,7.2,France,Iliad,Telecommunications
406,Chen Jinxia,7.1,China,Yongjin,Investments
407,Dennis Washington,7.1,United States,Seaspan,Shipping
408,Jiang Bin、Hu Shuangmei,7.1,China,GoerTek,Consumer Electronics
409,Jim Pattison,7.1,Canada,Jim Pattison,Automobile Distribution
410,Peter Thiel,7.1,United States,Clarium Capital,Investments
411,Abdulsamad Rabiu,7,Nigeria,BUA,Construction Materials
412,George Kaiser,7,United States,BOK Financial ,Banking
413,German Larrea Mota Velasco,7,Mexico,Grupo Mexico,Metals & Mining
414,Giorgio Armani,7,Italy,Armani,Luxury Goods
415,Mu Rongjun ,7,China,Meituan,Internet Services
416,Silvio Berlusconi,7,Italy,Mediaset,Media
417,Tse Ping,7,Hong Kong,Sino Biopharmaceutical ,Pharmaceuticals
418,Aloys Wobben,6.9,Germany,Enercon,Equipments
419,An Kang,6.9,China,Hualan Biological Engineering,Biotechnology
420,Andrew、Peggy Cherng ,6.9,United States,Panda Express,Restaurant
421,Chen Tianqiao、Luo Qianqian,6.9,Singapore,Shanda ,Investments
422,Eli Broad,6.9,United States,AIG,Insurance
423,Radovan Vitek,6.9,Czech Republic,CPI Property,Real Estate
424,Sandra Ortega Mera,6.9,Spain,Inditex,Apparel & Accessories
425,Shen Nanpeng,6.9,Hong Kong,Sequoia,Investments 
426,Dmitry Rybolovlev,6.8,Monaco,Uralkali,Chemicals
427,Friedhelm Loh,6.8,Germany,Friedhelm Loh Group,Equipments
428,Iskander Makhmudov,6.8,Russia,Urals Mining ,Metals & Mining
429,Josephine Louis,6.8,United States,SC Johnson & Sons,Consumer Goods
430,Agnete Kirk Thinggaard,6.7,Denmark,Lego ,Toys
431,Arthur Blank,6.7,United States,Home Depot,Furnishing
432,Dennis Chip Wilson,6.7,Canada,Lululemon,Sportswear
433,Eric Wittouck,6.7,Monaco,Artel,Investments
434,Israel Englander,6.7,United States,Millennium Management,Asset Management
435,Jiang Nanchun,6.7,China,FocusMedia,Advertising
436,Kirk Kristiansen ,6.7,Denmark,Lego ,Toys
437,Ronda Stryker,6.7,United States,Stryker,Medical Devices
438,Sofie Kirk Kiaer Kristiansen,6.7,Denmark,Lego ,Toys
439,Thomas Kirk Kiaer Kristiansen,6.7,Denmark,Lego ,Toys
