Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
839,Carlos Hank Rhon,2.5,Mexico,Grupo Financiero Interacciones,Banking
840,Christopher Reyes,2.5,United States,Reyes,Food & Beverages
841,Cui Genliang、Cui Wei,2.5,China,Hengtong,TMT
842,Daniel Jaeggi,2.5,Switzerland,Mercuria Energy Group,Oil & Gas
843,Daniel Tsai Ming-Chung,2.5,Taiwan,Fubon,Financial Services
844,David Hains,2.5,Australia,Portland House,Investments
845,Dirk Rossmann,2.5,Germany,Rossmann,Multi Brand Retailing
846,Fernando Augusto Zobel,2.5,Philippines,Ayala Corporation,Energy
847,Gigi Pritzker,2.5,United States,Hyatt,Hospitality
848,Gil Shwed,2.5,Israel,Check Point Software Technologies,Technology
849,Hans Melchers,2.5,Netherlands,Hal Trust,Chemicals & Petrochemicals
850,Hans Strothoff,2.5,Germany,Hans Strothoff,Retail
851,Helmut Lehner,2.5,Austria,Alpla,Packaging
852,Herbert Simon,2.5,United States,Simon Property,Real Estate
853,Jamie Augusto Zobel,2.5,Philippines,Ayala Corporation,Energy
854,Joe Shoen,2.5,United States,Amerco,Rental (moving & storing)
855,John Arnold,2.5,United States,Centaurus Advisors,Hedge Funds
856,John Whittaker,2.5,United Kingdom,The Peel Group,Real Estate
857,Jon Stryker,2.5,United States,Stryker Corporation,Medical Technology
858,Juan Coneo Solari,2.5,Chile,SACI Falabella,Multi Brand Retailing
859,Juan-Miguel Villar Mir,2.5,Spain,Obrascon Huarte Lain,Construction
860,Jude Reyes,2.5,United States,Reyes,Food & Beverages
861,Larry Silverstein,2.5,United States,Silverstein Properties,Real Estate
862,Liang Xinjun,2.5,China,Fosun,Investments
863,Ma Xiuhui、Wang Yaohai,2.5,China,Opple,Manufacturing
864,Marco Dunand,2.5,Switzerland,Mercuria Energy Group,Oil & Gas
865,Mark Shoen,2.5,United States,Amerco,Rental (moving & storing)
866,Michael Wu,2.5,Hong Kong,Wing Lung Bank,Banking
867,Patrick Lee,2.5,Hong Kong,Lee & Man,Paper
868,PV Ramaprasad Reddy,2.5,India,Aurobindo Pharma,Pharmaceuticals
869,Rajan Raheja,2.5,India,Exide Industries,Automobiles & Auto Components
870,Richard Schulze,2.5,United States,Best Buy,Electronic Retailer
871,Richard Tsai Ming-Hsing,2.5,Taiwan,Fubon,Financial Services
872,Robert P Stiller,2.5,United States,Keurig Green Mountain Inc,Coffee
873,Samuel Yin Yan-Liang,2.5,Taiwan,Ruentex,Retail
874,Stefan Olsson,2.5,Sweden,Stena Sphere,Conglomerate
875,Tsai Chen-Yu,2.5,Taiwan,Homax Equity,Real Estate
876,Wu Gang,2.5,China,JD Capital,Investments
877,Xie Zhikun,2.5,China,Zhongzhi,Investments
878,Xiu Laigui、Li Yanhua,2.5,China,Xiuzheng,Pharmaceuticals
879,Sit Kwong Lam,2.5,Hong Kong,Brightoil Petroleum,Oil & Gas
880,Yvonne Bauer,2.5,Germany,Bauer Media,Entertainment
881,Zhou Yaoting,2.5,China,Hongdou,Textiles
882,Xue Guanglin,2.5,China,Brightoil,"Oil exploration, oil trading"
883,Andre Hoffman,2.4,Switzerland,Roche,Pharmaceuticals
884,Andreas Oeri,2.4,Switzerland,Roche,Pharmaceuticals
885,Andrew Currie,2.4,Switzerland,Ineos Group,Chemicals & Petrochemicals
886,Anthony Pratt,2.4,Australia,Visy Industries,"Paper,Packaging & recyling"
887,Antonio Dell Valle Ruiz,2.4,Mexico,Mexichem,Chemicals & Petrochemicals
888,Bob Parsons,2.4,United States,Go Daddy,Technology
889,Cai Dongqing,2.4,China,Alpha Animation,Animation
890,Catherine Oeri,2.4,Switzerland,Roche,Pharmaceuticals
891,Chung Eui-Sun,2.4,South Korea,Hyundai,Automobiles & Auto Components
892,David Bonderman,2.4,United States,Texas Pacific Group,Investments
893,Dieter Schnabel,2.4,Germany,Helm,Chemicals & Petrochemicals
894,Dominique Heriard Dubreuil,2.4,France,Remy Cointreau,Food & Beverages
895,Fiona Pratt,2.4,Australia,Visy Industries,"Paper,Packaging & recyling"
896,Heloise Pratt,2.4,Australia,Visy Industries,"Paper,Packaging & recyling"
897,Hubertus Benteler,2.4,Austria,Benteler International,Automobiles & Auto Components
898,James Irsay,2.4,United States,Indianapolis Cult,Sports
899,Jerrold Perenchio,2.4,United States,Chartwell Leisure,Entertainment
900,Jiang Wei,2.4,China,Bailing,Pharmaceuticals
901,Jimmy Haslam,2.4,United States,Pilot Flying J,Single Brand Retailing
902,Joe Lewis,2.4,Bahamas,Tavistock,Investments
903,John Pritzker,2.4,United States,Hyatt,Hospitality
904,John Reece,2.4,Switzerland,Ineos Group,Chemicals & Petrochemicals
905,Jorg Duschmale,2.4,Switzerland,Roche,Pharmaceuticals
906,Law Kar Po,2.4,Hong Kong,Lobo Investment,Hospitality
907,Leslie Wilson,2.4,Australia,Reece Australia,Multi Brand Retailing
908,Li Zongsong、Gu Xiaojia,2.4,China,Bicon,Pharmaceuticals
909,Liu Yuhua、Zhao Yan,2.4,China,Bloomage,Investments
910,Lukas Duschmale,2.4,Switzerland,Roche,Pharmaceuticals
911,Maja Hoffman,2.4,Switzerland,Roche,Pharmaceuticals
912,Pat Stryker,2.4,United States,Stryker Corporation,Medical Technology
913,Paul Demarais,2.4,Canada,Power Corp. of Canada,Conglomerate
914,Philip Niarchos,2.4,Greece,-,Art
915,Qi Shi,2.4,China,Eastmoney,TMT
916,Sabine Duschmale Oeri,2.4,Switzerland,Roche,Pharmaceuticals
917,Sam Zell,2.4,United States,Equity Group Investments,Investments
918,Shen Nanpeng,2.4,China,Sequoia,Investments
919,Tom Benson,2.4,United States,New Orleans,Sports
920,Tuncay Ozilhan,2.4,Turkey,Anadolu,Food & Beverages
921,Vanich Chaiyawan,2.4,Thailand,Thai Life,Financial Services
922,Vera Michalski Hoffman,2.4,Switzerland,Roche,Pharmaceuticals
923,Xie Bing、Zheng Xiangling,2.4,Hong Kong,Sino Biopharmaceutial,Pharmaceuticals
924,Adi Godrej,2.3,India,Godrej,Consumer Durables
925,Agnete Kirk Thinggaard,2.3,Denmark,Lego,Manufacturing
926,Alberto Bombassei,2.3,Italy,Brembo,Automobiles & Auto Components
927,Alexandra Schorghuber,2.3,Germany,Schoerghuber Unternehmensgruppe,Construction
928,Aloysio de Andrade Faria,2.3,Brazil,Banco Alfa,Banking
929,Andrei Kozitsyn,2.3,Russia,UMMC,Mining
930,Andrew Tan,2.3,Philippines,Alliance Global Group,Food & Beverages
931,Arthur Demoulas,2.3,United States,Market Basket,Multi Brand Retailing
932,Ashwin Choksi,2.3,India,Asian Paints,Chemicals & Petrochemicals
933,Brad Kelley,2.3,United States,Commonwealth Brands,Tobacco
934,Chan Tan Ching Fen,2.3,Hong Kong,Hang Lung,Real Estate
935,Dan Snyder,2.3,United States,Washington Redskins,Sports
936,Daniel Pritzker,2.3,United States,Hyatt,Hospitality
937,Dulce Pugliese de Godoy Bueno,2.3,Brazil,Amil Participacoes,Health Care
938,Edson de Godoy Bueno,2.3,Brazil,Amil Participacoes,Health Care
939,Erivan Haub,2.3,Germany,Tengelmann,Multi Brand Retailing
940,Erman Ilicak,2.3,Turkey,Ronesans Construction,Construction
941,Ferdinand Piech,2.3,Germany,Volkswagen,Automobiles & Auto Components
942,Fong Yun Wah,2.3,Hong Kong,Hip Shing Hong,Real Estate
943,Forrest Preston,2.3,United States,Life Care Centers of America,Health care
944,Friedhelm Loh,2.3,Germany,Friedhelm Loh Group,Manufacturing
945,Hanni Toosbuy Kasprzak,2.3,Denmark,Ecco,Manufacturing
946,Hasmukh Chudgar,2.3,India,Intas Pharma,Pharmaceuticals
947,James France,2.3,United States,Nascar Team,Stock car Racing
948,Jamshyd Godrej,2.3,India,Godrej,Consumer Durables
949,Jeff Rothschild,2.3,United States,Facebook,Social networking service
950,Jing Baifu,2.3,China,Angzhan,Real Estate
951,Johan Johannson,2.3,Norway,NorgesGruppen,Grocery wholesale
952,John B Hess,2.3,United States,Hess,Oil & gas
953,John Fisher,2.3,United States,GAP,Single Brand Retailing
954,John Leigh,2.3,Hong Kong,CLP,"Electric Power,Investments"
955,Juan Abello,2.3,Spain,Sacyr Vallehermoso,Investments
956,Judy Faulkner,2.3,United States,Epic Systems,Technology
957,Lee Joong-Keun,2.3,South Korea,Booyoung,Real Estate
958,Leonard Schleifer,2.3,United States,Regeneron,"Pharmaceuticals, Biotech"
959,Li Zhe,2.3,China,Riverside,Real Estate
960,Lin Gang,2.3,China,CMS,Pharmaceuticals
961,Manuel Jove,2.3,Spain,Banco Bilbao Vizcaya Argentaria,Banking
962,Nadir Godrej,2.3,India,Godrej,Consumer Durables
963,Najib Mikati,2.3,Lebanon,MTN,Telecom
964,Qin Yinglin、Qian Ying,2.3,China,Muyuan,Husbandry
965,Richard Chandler,2.3,Singapore,Richard Chandler,Investments
966,Rishad Naoroji,2.3,India,Godrej,Consumer Durables
967,Robert Miller,2.3,Canada,Future Electronics,Computer & Electronics Retail
968,Scott Lin Yao-Ying,2.3,Taiwan,Largan,Manufacturing
969,Shoji Uehara,2.3,Japan,Taisho Pharmacuetical,Pharmaceuticals
970,Smitha V Crishna,2.3,India,Godrej,Consumer Durables
971,Sofie Kirk Kiaer Kristiansen,2.3,Denmark,Lego,Manufacturing
972,Su Weizhong,2.3,China,Chinahr,Energy
973,Taha Mikati,2.3,Lebanon,MTN,Telecom
974,Ted Turner,2.3,United States,Turner Broadcasting,Entertainment
975,Thomas Kirk Kiaer Kristiansen,2.3,Denmark,Lego,Manufacturing
976,Tu Jianhua,2.3,China,Longcin,"Motorcycles, Real estate"
977,Vyacheslav Kantor,2.3,Switzerland,Acron,Chemicals & Petrochemicals
978,Wang Changtian、Du Yinglian,2.3,China,Enlight Media,Entertainment
979,Wang Xing,2.3,China,Meituan,TMT
980,Xu Yu、Li Shanhu,2.3,China,Trendy,Apparel
981,Yan Xijun,2.3,China,Tasly,Pharmaceuticals
982,Zhang Bangxin,2.3,China,TAL,Education
983,Zuo Hui,2.3,China,Lianjia,Real Estate
984,Abhay Vakil,2.2,India,Asian Paints,Chemicals & Petrochemicals
985,Alan Gerry,2.2,United States,Cablevision Industries,Entertainment
986,Alec Gores,2.2,United States,Gores Group,Investments
987,Alexander Ponomarenko,2.2,Russia,Novorossiysk Commercial Sea Port,Construction
988,Alexander Spanos,2.2,United States,San Diego Chargers,Sports
989,Barbara Tyson,2.2,United States,Tyson Foods,Food processing
990,Bernie Ecclestone,2.2,United Kingdom,Formula One,Sports
991,Bill Gross,2.2,United States,Pimco,Investments
992,Carl Bennet,2.2,Sweden,Getinge Group,Health Care
993,Chandru Raheja,2.2,India,Shoppers Stop,Retailing
994,Chen Bang,2.2,China,Aier Ophthalmology,Medical services
995,Clemens Toennies,2.2,Germany,Tonnies Food,Conglomerate
996,Craig McCaw,2.2,United States,Pendrell Oration,Telecom
997,Frank Lowy,2.2,Australia,Westfield,Real Estate
998,Gerald J Ford,2.2,United States,Ford Financial Fund,Banking
999,Gordon Getty,2.2,United States,Ann & Gordon Getty Foundation,Energy
1000,Hilton H. Schlosberg,2.2,United States,Monster Beverage Co.,Beverages
1001,Huang Qisen,2.2,China,Thaihot,Real Estate
1002,Huang Wenzai,2.2,China,Star river,Real Estate
1003,Isabel Dos Santos,2.2,Angola,Unitel,Investments
1004,Jacques Saade,2.2,France,CMA-CGM,Logistics
1005,James Shoen,2.2,United States,Amerco,Rental (moving & storing)
1006,Jeffrey Lorberbaum,2.2,United States,Mohawk Industries,Manufacturing
1007,John Henry,2.2,United States,Fenway Sports Group,Sports
1008,Julian Robertson Jr,2.2,United States,Tiger Management,Hedge Funds
1009,Kazuo Okada,2.2,Japan,Universal Entertainment,Entertainment
1010,Koos Bekker,2.2,South Africa,Naspers,Media
1011,Lin Tianfu,2.2,China,GRN,Textiles
1012,Linda Pritzker,2.2,United States,Hyatt,Hospitality
1013,Liu Zhongtian,2.2,China,Zhongwang,Metals
1014,Michael Federmann,2.2,Israel,Elbit Systems,"Defense , Hotel"
1015,Ni Zugen,2.2,China,KingClean Electric,Manufacturing
1016,Pham Nhat Vuong,2.2,Vietnam,Vingroup,Real Estate
1017,Ravi Pillai,2.2,United Arab Emirates,Ravi Pillai,Construction
1018,Ray Davis,2.2,United States,Energy Transfer Equity LP,Pipeline
1019,Reinold Geiger,2.2,Switzerland,L'Occitane,Cosmetics
1020,Robert Toennies,2.2,Germany,Toennies Lebensmittel,Food & Beverages
1021,Ronald Lauder,2.2,United States,Estee Lauder,Cosmetics
1022,Rudolf Maag,2.2,Switzerland,Actelion,Pharmaceutical/ biotech
1023,Sam Goi,2.2,Singapore,Tee Yih Jia,Food & Beverages
1024,Samprada Singh,2.2,India,Alkem Laboratories,Pharmaceuticals
1025,Sebastian Pinera,2.2,Chile,Blanco Y Negro,Investments
1026,Semahat Arsel,2.2,Turkey,KOC,Conglomerate
1027,Seo Jung Jin,2.2,South Korea,Celltrion,Pharmaceuticals
1028,Stanley Druckenmiller,2.2,United States,Duquesne Capital Management,Hedge Funds
1029,Teresa Solari Falabella,2.2,Chile,SACI Falabella,Multi Brand Retailing
1030,Wu Zhigang,2.2,China,Toly Bread,Food & Beverages
1031,Xue Xiangdong,2.2,China,DHC Digital,TMT
1032,Zan Shengda,2.2,China,Zongyi,Investments
1033,Zhang Zhixiang,2.2,China,Jianlong,Iron & Steel
1034,Zhou Zerong,2.2,China,Kingold,"Real Estate, Investments"
1035,Zhu Linyao,2.2,China,Huabao International,"Fragrances, Flavouring"
1036,Zygi Wilf,2.2,United States,Garden Homes,Real Estate
1037,Alexander Nesis,2.1,Russia,ICT,Investments
1038,Alexander Skorobogatko,2.1,Russia,Novorossiysk Commercial Sea Port,Construction
1039,Arkady Rotenberg,2.1,Russia,SGM,Energy
1040,Bob Gaglardi,2.1,Canada,Northland Properties,Hospitality (Hotel & Restaurant)
1041,Brian France,2.1,United States,Nascar Team,Entertainment
1042,C Dean Metropoulos,2.1,United States,Metropoulos,Investments
1043,Carlo Benetton,2.1,Italy,Benetton,Single Brand Retailing
1044,Chairul Tanjung,2.1,Indonesia,CT Corp,Conglomerate
1045,"Chase Coleman, III",2.1,United States,Tiger Global Management,Hedge Funds
1046,Chen Jinshi,2.1,China,Zhongnan,Real Estate
1047,Chen Yung-Tai,2.1,Taiwan,Aurora,Real Estate
1048,Daniel D'Aniello,2.1,United States,Carlyle,Investments
1049,Daniela Herz,2.1,Germany,Mayfair,Food & Beverages
1050,Danil Khachaturov,2.1,Russia,Rosgosstrakh,Insurance
1051,Dennis Chip Wilson,2.1,Canada,Lululemon,Single Brand Retailing
1052,Folorunsho Alakija,2.1,Nigeria,Famfa,Energy
1053,Gilberto Benetton,2.1,Italy,Benetton,Single Brand Retailing
1054,Gilles Martin,2.1,France,Eurofins Scientific,Laboratory Services
1055,Giuliana Benetton,2.1,Italy,Benetton,Single Brand Retailing
1056,Irene Lee,2.1,Hong Kong,Hysan,Real Estate
1057,James Jannard,2.1,United States,Oakley,Eye Wear
1058,Jean-Charles Decaux,2.1,France,JC Decaux,Entertainment
1059,Jean-Francois Decaux,2.1,France,JC Decaux,Entertainment
1060,Jiang Rensheng,2.1,China,Zhifei Biological Prouducts,Vaccine
1061,Johnelle Hunt,2.1,United States,Jb Hunt Transport Services,Logistics
1062,Joshua Harris,2.1,United States,Apollo Global Management,Investments
1063,Kenny Troutt,2.1,United States,Excel Communications,Telecom
1064,Lesa France Kennedy,2.1,United States,Nascar Team,Entertainment
1065,Li Yong,2.1,China,Huaxin,Energy
1066,Li Zhongchu,2.1,China,Shiji,TMT
1067,Liliana Solari Falabella,2.1,Chile,SACI Falabella,Multi Brand Retailing
1068,Lim Oon Kuin,2.1,Singapore,Hin Leong Trading,Oil & Gas
1069,Lin Jianhua、Zhang Hong,2.1,China,First,Solar
1070,Luciano Benetton,2.1,Italy,Benetton,Single Brand Retailing
1071,Maja Oeri,2.1,Switzerland,Roche,Pharmaceuticals
1072,Manuel Lao Hernandez,2.1,Spain,Cirsa,Gaming & Entertainment
1073,Marc Lasry,2.1,United States,Avenue Capital,Hedge Funds
1074,Marius Nacht,2.1,Israel,Check Point Software Technologies,"Security software, Computer hardware"
1075,Miao Hangen,2.1,China,Shenghong Printing & Dyeing,Manufacturing
1076,Michael Ashley,2.1,United Kingdom,Sports Direct,Multi Brand Retailing
1077,Mike Cannon-Brookes,2.1,Australia,Atlassian,Business Software
1078,Pearse Lyons,2.1,United States,Alltech,Pharmaceuticals
1079,Peter Lim,2.1,Singapore,Wilmar International,Food & Beverages
1080,Philippe Foriel-Destezet,2.1,United Kingdom,Adecco,Hr Services
1081,Piero Solari Donajjio,2.1,Chile,SACI Falabella,Multi Brand Retailing
1082,Prakash Lohia,2.1,United Kingdom,Indorama Venture,Chemicals & Petrochemicals
1083,Richard Yuengling Jr,2.1,United States,D.G. Yuengling & Son,Food & Beverages
1084,Robert Smith,2.1,United States,Vista Equity Partners,Investments
1085,Rodney Sacks,2.1,United States,Monster Beverage,Beverages
1086,Scott Farquhar,2.1,Australia,Atlassian,Business Software
1087,Shi Wenbo,2.1,China,HengAn,Consumer Products
1088,Shuai Fangwen、Cao Zaiyun,2.1,China,Er-Kang Pharmaceutical,Pharmaceuticals
1089,Sun Jimu、Sun Xiang,2.1,China,Sinogiant,Iron & Steel
1090,Suna Kirac,2.1,Turkey,Koc,Energy
1091,Thomas Siebel,2.1,United States,First Virtual Group,Technology
1092,Vinod Gupta,2.1,India,Havells India,Consumer Durables
1093,Wang Chaoyong、Li Yifei,2.1,China,China Equity,Investments
1094,Wang Jing,2.1,China,Xinwei,Telecom
1095,Wang Junhua、Wu Lanlan,2.1,China,Yuto Packaging Technology,Packaging
1096,Yeoh Tiong Lay,2.1,Malaysia,Ytl Corporation,Construction
1097,Zhang Guiping、Zhang Kangli,2.1,China,Suning Universal,Real Estate
1098,Zhang Hongwei,2.1,China,Orient,Energy
1099,Zhang Li、Zhang Liang,2.1,China,R&F,"Real Estate, Mining"
1100,Zhu Xingliang,2.1,China,Gold Mantis,Real Estate
1101,Ahmet Nazif Zorlu,2,Turkey,Zorlu,Energy
1102,Anne Beaufour,2,France,Ipsen,Pharmaceutical
1103,Baba Kalyani,2,India,Bharat Forge,Diversified
1104,Bernhard Sebastian Braun-Luedicke,2,Germany,B. Braun,Medical device
1105,Brian Roberts,2,United States,Comcast,Media
1106,Charles Zegar,2,United States,Bloomberg,Media
1107,Chen Hua,2,China,Kingkey,"Real Estate, Finance"
1108,Duncan MacMillan,2,United States,Bloomberg,Media
1109,Ennio Doris,2,Italy,Mediolanum,Insurance
1110,Eva Maria Braun-Luedicke,2,Germany,B. Braun,Medical device
1111,"Frank Fertitta, III",2,United States,ZUFFA,Entertainment
1112,Friederike Braun-Luedicke,2,Germany,B. Braun,Medical device
1113,Fu Mingkang,2,China,Riyue Heavy Industry,Manufacturing
1114,Gail Miller,2,United States,Larry H. Miller Group,Automobiles & Auto Components
1115,Georg Von Opel,2,Switzerland,Athris,Real Estate
1116,George Argyros,2,United States,Dst Systems,Real Estate
1117,Glenn Dubin,2,United States,Highbridge Capital,Hedge Funds
1118,Gu Jiangsheng,2,China,Jason Furniture,Manufacturing
1119,H Wayne Huizenga,2,United States,Swisher Hygiene,Investments
1120,Hamdi Ulukaya,2,United States,Chobani,Food & Beverages
1121,Hans Georg Naeder,2,Germany,Ottobock,Medical device
1122,Helena Revoredo,2,Spain,Prosegur,Logistics
1123,Henri Beaufour,2,France,Ipsen,Pharmaceutical
1124,Henry Swieca,2,United States,Talpion Fund Management,Hedge Funds
1125,Huang Minli、Xu Huiqing,2,Hong Kong,Manwah,Manufacturing
1126,Huang Shizai,2,China,Great China International,Real Estate
1127,Ian Livingstone,2,United Kingdom,London and Regional Properties,Real Estate
1128,Israel Englander,2,United States,Millennium Management,Hedge Funds
1129,James Coulter,2,United States,Tpg Capital,Investments
1130,Jane Lauder,2,United States,Estee Lauder,Cosmetics
1131,Jennifer Pritzker,2,United States,Hyatt,Hospitality
1132,Jiang Weiping、Zhang Jing,2,China,Tianqi,Mining
1133,Joe Mansueto,2,United States,Morningstar,Investments
1134,John Arrillaga,2,United States,Silicon Valley,Real Estate
1135,John Caudwell,2,United Kingdom,Phones4U,Multi Brand Retailing
1136,John Dorrance III,2,Ireland,Campbell Soup,Food & Beverages
1137,John Morgridge,2,United States,Cisco,Technology
1138,Jorge Gerdau,2,Brazil,Metalurgica Gerdau,Iron & Steel
1139,Kavitark Ram Shriram,2,United States,Google,Technology
1140,Krit Ratanarak,2,Thailand,Bank Of Ayudhya,Financial Services
1141,Lawrence Stroll,2,Switzerland,Michael Kors Holdings,Single Brand Retailing
1142,Leena Tewari,2,India,USV,Pharmaceuticals
1143,Li Wenbin,2,China,Yunnan Junfa,Real estate
1144,Lorenzo Fertitta,2,United States,ZUFFA,Entertainment
1145,Ma Hong、Huang Xiaoxuan,2,China,Souyute,Apparel
1146,Marc Rowan,2,United States,Apollo Global Management,Investments
1147,Mark Walter,2,United States,Guggenheim Partners,Finance
1148,Mehmet Emin Karamehmet,2,Turkey,Turkcell,Telecom
1149,Mike Adenuga,2,Nigeria,Conoil,Telecom
1150,Mustafa Rahmi Koc,2,Turkey,Koc,Energy
1151,Ni Zhaoxing,2,Hong Kong,Zhongrong,Culture
1152,Que Wenbin,2,China,Duyiwei,"Bio-pharmaceuticals, mining"
1153,Rakesh Gangwal,2,United States,Interglobe Enterprise,Aviation
1154,Richard Livingstone,2,United Kingdom,London and Regional Properties,Real Estate
1155,Rufino Vigil Gonzalez,2,Mexico,Industrias,Manufacturing
1156,S Daniel Abraham,2,United States,Slim Fast,Cosmetics
1157,Scott Cook,2,United States,Intuit,Technology
1158,Stanley Hubbard,2,United States,Hubbard Broadcasting,Entertainment
1159,Stephen Hilbert,2,United States,Menards,Home Improvement
1160,Sunil Vaswani,2,United Arab Emirates,Stallion,Conglomerate
1161,Tatiana Casiraghi,2,Monaco,SABMiller,Beverages
1162,Theodore Permadi Rachmat,2,Indonesia,Triputra Group,Conglomerate
1163,Thomas Secunda,2,United States,Bloomberg,Media
1164,Timur Kulibayev,2,Kazakhstan,Halyk Bank,Banking
1165,Tom Morris,2,United Kingdom,Home Bargains,Retail
1166,Wen Yibo、Zhang Huiming,2,China,Sound Environment,Waste Treatment
1167,William Young,2,United States,Plastipak,Packaging
1168,Wu Jianshu,2,China,Tuopu,Automobiles & Auto Components
1169,Xu Lianjie,2,China,HengAn,Consumer Products
1170,Yang Keng,2,China,Languan,Real Estate
1171,Julio Mario Santo Domingo III,2,United States,Sab Miller,Food & Beverages
1172,Lin Shu-Hung,1.9,Taiwan,Chang Chun,Manufacturing
1173,Anwar Pervaiz,1.9,United Kingdom,Bestway,Multi Brand Retailing
1174,Barry Charles Diller,1.9,United States,Expedia,Online Travel & media
1175,Benjamin Otto,1.9,Germany,Otto,Multi Brand Retailing
1176,Catherine Lozick,1.9,United States,Swagelok,Manufacturing
1177,Chee Chen Tung,1.9,Hong Kong,Johnson Electric,Electric Motor Manufacture
1178,Chen Dejun,1.9,China,Shentong Express,Express delivery
1179,Cheng Wei,1.9,China,Didi,TMT
1180,Christoph Zeller,1.9,Germany,Ivoclar Vivadent,Healthcare
1181,Ding Shijia,1.9,China,Anta,Textiles
1182,Ding Shizhong,1.9,China,Anta,Textiles
1183,Eva-Maria Bucher Haefner,1.9,Switzerland,Computer Associates,Technology
1184,Gavril Yushvaev,1.9,Russia,Wimm -Bill- Dann,Food & Beverages
1185,George Bishop,1.9,United States,Geo Southern Energy,Oil & gas
1186,Glenn Saldanha,1.9,India,Glenmark Pharma,Pharmaceuticals
1187,Gudrun Heine,1.9,Germany,Storz,Medical device
1188,Huang Chiheng,1.9,China,Helenbergh,"Real estate, Investments"
1189,Huang Xiaojie,1.9,China,JD Capital,Investments
1190,Joseph Grendys,1.9,United States,Koch Foods,Meat processing
1191,Kevin Plank,1.9,United States,Under Armour,Single Brand Retailing
1192,Kiran Mazumdar-Shaw,1.9,India,Biocon,Pharmaceuticals
1193,Kjell Inge Rokke,1.9,Norway,Aker Solution,Shipping
1194,Leitner Wolfgang,1.9,Austria,Andritz,Engineering
1195,Li Zhaoting,1.9,China,Tunghsu,Electronics
1196,Liao Long-Shing,1.9,Taiwan,Chang Chun,Manufacturing
1197,Liu Baolin,1.9,China,Jointown,Pharmaceutical distribution
1198,Liu Zhiqiang、Zhai Meiqing,1.9,China,Heung Kong,"Real Estate, Furniture retail"
1199,Lucio Tan,1.9,Philippines,Philip Morris,Tobacco
1200,Luo Yuping,1.9,China,Zhongtian Urban,Real estate
1201,Madeleine Olsson Ericksson,1.9,Sweden,Stena Sphere,Conglomerate
1202,Mannalal B Agarwal,1.9,India,Ajanta Pharma,Pharmaceuticals
1203,Manoj Bhargava,1.9,United States,5 Hour Energy,Food & Beverages
1204,Martisa Lazari,1.9,United Kingdom,Lazari Investments,Real Estate
1205,Michael & Rainer Schmidt-Ruthenbeck,1.9,Germany,Metro,Multi Brand Retailing
1206,Mukund Rungta,1.9,India,Rungta Mines,Metals & Mining
1207,Nicola Bulgari,1.9,Italy,LVMH,Single Brand Retailing
1208,Nicolas Berggruen,1.9,United States,Berggruen Holdings,Investments
1209,Otto Happel,1.9,Switzerland,Gea,Engineering
1210,Park Hyeon Joo,1.9,South Korea,Mirae Asset,Financial Services
1211,Patrick Ryan,1.9,United States,AON Insurance Broker,Insurance
1212,Paul Singer,1.9,United States,Elliot Management,Financial Services
1213,Qi Jianhong,1.9,China,Sparkle Roll,Automobiles & Auto Components
1214,Raj Kumar & Kishin RK,1.9,Singapore,RB Capital,Real Estate
1215,Ralph Sonnenberg,1.9,Switzerland,Hunter Dougles Group,Medical Equipments
1216,Reed Hastings,1.9,United States,Netflix,Entertainment
1217,Ren Zhengfei,1.9,China,Telecom Solutions,Guangdong
1218,Ron Baron,1.9,United States,Barons Capital,Investments
1219,Shao Genhuo,1.9,China,Dabeinong,Agriculture
1220,Shao Zhongyi,1.9,China,Chenxi,"Petrochemical, grain"
1221,Shin Chang Jae,1.9,South Korea,Kyobo Life,Insurance
1222,Sun Qinghuan,1.9,China,MLS,Led
1223,Sybill Storz,1.9,Germany,Storz,Medical device
1224,Tom Gores,1.9,United States,Platinum Equity,Investments
1225,Tony Chen Shih-Ching、Chiang Tsui-Ying,1.9,Taiwan,Largan,Manufacturing
1226,Tony Tan Caktiong,1.9,Philippines,Jollibee Foods,Food & Beverages
1227,Wang Wenjing,1.9,China,Yonyou,TMT
1228,Yang Shuping,1.9,China,Chengqi,Real estate
1229,Yi Zhen,1.9,China,Hithink RoyalFlush Information Network,TMT
1230,Yu Minhong,1.9,China,New Oriental,Education
1231,Zhao Weiguo,1.9,China,Jiankun,Investments
1232,Zhong Shengjian,1.9,Singapore,Yanlord,Real Estate
1233,Ahmet Calik,1.8,Turkey,Calik,Energy
1234,Alexander Mamut,1.8,Russia,A&NN Capital Fund Management,Investments
1235,Alfred Oetker,1.8,Germany,Dr Oetker,Food & Beverages
1236,Ali Wakrim,1.8,South Africa,Akwa Group,Energy
1237,Amy Wyss,1.8,United States,Synthes,Health care
1238,Andre Esteves,1.8,United Kingdom,Btg Pactual,Banking
1239,August Oetker Jr,1.8,Germany,Dr Oetker,Food & Beverages
1240,Aziz Akhannouch,1.8,Morocco,Akwa Group,Energy
1241,B Parthasaradhi Reddy,1.8,India,Hetero group of companies,Pharmaceuticals
1242,Bahaa Hariri,1.8,Switzerland,Horizon Group,Real Estate
1243,Bergit Douglas,1.8,Germany,Dr Oetker,Food & Beverages
1244,Carl Ferdinand Oetker,1.8,Germany,Dr Oetker,Food & Beverages
1245,Christian Oetker,1.8,Germany,Dr Oetker,Food & Beverages
1246,David Nahmad,1.8,Monaco,-,Art
