Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
421,Alexandre Ricard,4.3,France,Pernard Ricard,Food & Beverages
422,Andy von Bechtolsheim,4.3,United States,Google,Technology
423,Fang Wei,4.3,China,Fangda,Manufacturing
424,Georg Rethmann,4.3,Germany,Rethmann,Logistics
425,Harald Tschira,4.3,Germany,SAP,Software
426,John Sall,4.3,United States,Sas Institute,Technology
427,Klemens Rethmann,4.3,Germany,Rethmann,Logistics
428,Ludger Rethmann,4.3,Germany,Rethmann,Logistics
429,Martin Rethmann,4.3,Germany,Rethmann,Logistics
430,Masatoshi Ito,4.3,Japan,Seven & I,Multi Brand Retailing
431,Odd Reitan,4.3,Norway,Reitangruppen,Retail
432,Pankaj Patel,4.3,India,Cadila,Pharmaceuticals
433,Udo Tschira,4.3,Germany,SAP,Software
434,Zhang Jun,4.3,China,Fu De,"Financial, Real estate"
435,Frederick Smith,4.2,United States,Fedex,Logistics
436,Jeffrey Hildebrand,4.2,United States,Eagle Ford,Energy
437,Lyu Xiangyang、Zhang Changhong,4.2,China,Guangzhou Youngy,Investments
438,Ma Jianrong,4.2,China,Shenzhou,Textiles
439,Naomi Azrieli,4.2,Canada,Azrieli,Real Estate
440,Pyotr Aven,4.2,Russia,Alfa,Energy
441,Shari Arison,4.2,Israel,Carnival Cruises,Entertainment
442,Stewart & Lynda Resnick,4.2,United States,Roll International,Food & Beverages
443,Wang Chuanfu,4.2,China,BYD,Automobiles & Auto Components
444,Xu Jingren,4.2,China,Yangtze River Pharmacy,Pharmaceuticals
445,Arnon Milchan,4.1,Israel,New Regency Movies,Entertainment
446,Che Jianxing、Chen Shuhong,4.1,China,Redstar Furniture,Retail
447,Diane Hendricks,4.1,United States,Abc Supply,Single Brand Retailing
448,Gabe Newell,4.1,United States,Valve,Entertainment
449,Jeronimo Arango,4.1,United States,Cifra,Multi Brand Retailing
450,Jerry Speyer,4.1,United States,Tishman Speyer,Real Estate
451,Keichiro Takahara,4.1,Japan,Unicharm,Cosmetics
452,Song Zuowen,4.1,China,Nanshan,"Aluminium, apparel, real estate"
453,Sun Xishuang,4.1,China,Yifang,Real Estate
454,Zhu Mengyi,4.1,China,"Hopson, Pearl River",Real Estate
455,Bernard Fraisse,4,France,Fareva,Pharmaceuticals
456,David Cheriton,4,United States,Google,Technology
457,"Jeremy Jacobs, Sr",4,United States,Delaware North,Entertainment
458,Ken Chu,4,China,Mission Hills,Real Estate
459,Leonid Fedun,4,Russia,Lukoil,Energy
460,Lin Chang Su-E,4,Taiwan,Liberty Times,Real Estate
461,Maria Elisabeth Schaeffler,4,Germany,Schaeffler,Manufacturing
462,Mark Scheinberg,4,United Kingdom,PokerStars,Entertainment
463,Martha Ingram,4,United States,Ingram Industries,Technology
464,Ronda Stryker,4,United States,Stryker Corporation,Medical Technology
465,Sebastian Kulczyk,4,Poland,Sab Miller,Food & Beverages
466,Terrence Pegula,4,United States,Buffalo Sabres,Energy
467,Tsai Hong-Tu,4,Taiwan,Lin Yuan,Financial Services
468,Wang Tao,4,China,DJI-Innovations,TMT
469,Xiao Wen'ge,4,China,DMG,Entertainment
470,Alejandro Santo Domingo,4,United States,Sab Miller,Food & Beverages
471,Andreas Santo Domingo,4,United States,Sab Miller,Food & Beverages
472,Henry Ross Perot Sr,3.9,United States,Perot System,Technology
473,Alain Merieux,3.9,France,Bio Merieux,Pharmaceuticals
474,Ann Walton Kroenke,3.9,United States,Walmart,Multi Brand Retailing
475,Fredrik Lundberg,3.9,Sweden,L E Lundbergforetagen,Real Estate
476,Frits Goldschmeding,3.9,Netherlands,Randstad,Hr Services
477,George Roberts,3.9,United States,KKR,Investments
478,Henry Kravis,3.9,United States,KKR,Investments
479,Huang Wei、Li Ping,3.9,China,XinHu,Real Estate
480,Indu Jain,3.9,India,Bennett Coleman,Media
481,James Packer,3.9,Australia,Crown,Entertainment
482,Magdalena Blocher,3.9,Switzerland,EMS Chemie,Chemicals & Petrochemicals
483,Otto Philipp Braun,3.9,Germany,B. Braun,Health Care
484,Pan Sutong,3.9,Hong Kong,Goldin Properties,Real Estate
485,Rahel Blocher,3.9,Switzerland,EMS Chemie,Chemicals & Petrochemicals
486,Robert Duggan,3.9,United States,Pharmacyclics,Pharmaceuticals
487,Zheng Yuewen,3.9,China,Creat,Pharmaceuticals
488,Alexander Abramov,3.8,Russia,Evraz,Steel
489,Andrei Guriev,3.8,Russia,Phosagro,Chemicals & Petrochemicals
490,Archie Aldis Emerson,3.8,United States,Sierra Pacific Industries,Real Estate
491,Bill Marriott Jr,3.8,United States,Marriott International,Hospitality
492,Eduardo Eurnekian,3.8,Argentina,Aeropuertos,Entertainment
493,Elizabeth Mohn,3.8,Germany,Bertelsmann,Entertainment
494,Filaret Galchev,3.8,Russia,Holcim,Cement
495,Gao Tianguo,3.8,China,Guozhijie,Investments
496,Ira Rennert,3.8,United States,Renco,Investments
497,Kazumi Yanai,3.8,Japan,Fast Retailing,Multi Brand Retailing
498,Peter Kellogg,3.8,United States,Investments,Investments
499,Ralph Dommermuth,3.8,Germany,United Internet,Technology
500,Samwer Brothers,3.8,Germany,Rocket Internet,E-commerce Venture capital
501,Acharya Balakrishna,3.7,India,Patanjali Ayurved,FMCG
502,Axel Oberwelland,3.7,Germany,Storck,Food & Beverages
503,Brian Chesky,3.7,United States,AirBnb,Social networking service
504,Bubba Cathy,3.7,United States,Chick - Fil - A,Food & Beverages
505,Chen Dongsheng,3.7,China,Taikang,Trading
506,Dan Cathy,3.7,United States,Chick - Fil - A,Food & Beverages
507,Jiang Zhaobai,3.7,China,Pengxin,Food&Beverages
508,Joe Gebbia,3.7,United States,AirBnb,Social networking service
509,John Gandel,3.7,Australia,Chandell,Construction
510,Josephine Louis,3.7,United States,S.C Johnson & Son,Consumer goods (cleaning supplies)
511,Kim Jung-Ju,3.7,South Korea,Nexon,Entertainment
512,Leon Black,3.7,United States,Apollo Global Management,Investments
513,Lin Xiucheng、Lin Zhiqiang,3.7,China,Sanan,Solar
514,Nathan Blecharczyk,3.7,United States,AirBnb,Social networking service
515,Niels Peter Louis-Hansen,3.7,Denmark,Coloplast,Medical Equipments
516,Ravi Ruia,3.7,India,Essar,Oil & Gas
517,Rinat Akhmetov,3.7,Ukraine,System Capital Management,Investments
518,Robert Rich Jr,3.7,United States,Rich Products Oration,Food & Beverages
519,Shashi Ruia,3.7,India,Essar,Oil & Gas
520,Sumiko Nagamori,3.7,Japan,Nidec,Electronics
521,Tilman Fertitta,3.7,United States,Landry's,Hospitality
522,Yang Kai,3.7,China,Huishan Dairy,Food & Beverages
523,Anthony Pritzker,3.6,United States,Hyatt,Hospitality
524,Boenjamin Setiawan,3.6,Indonesia,Mitra Keluarga,Pharmaceuticals
525,Chen Fashu,3.6,China,Xinhuadu Industrial,Retail
526,Christoph Henkel,3.6,Germany,Henkel,Consumer goods
527,Daisy Igel,3.6,Brazil,Ultrapar,Energy
528,David Consunji,3.6,Philippines,DMCI Holdings,Construction
529,Denise Coates,3.6,United Kingdom,Bet365,Online Gambling
530,Gary Rollins,3.6,United States,Rollins,Services
531,Graeme Hart,3.6,New Zealand,Rank Group,Investments
532,Isak Andic,3.6,Spain,Mango,Single Brand Retailing
533,Jorge Moll Filho,3.6,Brazil,Rede D'or,Health care (Hospitals)
534,Ken Fisher,3.6,United States,Fisher Investments,Investments
535,Madhukar Parekh,3.6,India,Pidilite,Chemicals & Petrochemicals
536,Martin Haefner,3.6,Switzerland,Computer Associates,Techonology
537,Mary Alice Dorrance Malone,3.6,United States,Campbell Soup,Food & Beverages
538,Michael Herz,3.6,Germany,Maxingvest,Food & Beverages
539,Pang Kang,3.6,China,Haitian,Food flavorings
540,Philip Ng,3.6,Singapore,Far East,Real Estate
541,Phorntep Phornprapha,3.6,Thailand,SIAM Motors,Automobiles & Auto Components
542,R Randall Rollins,3.6,United States,Rollins,Consumer & commerical services/ Broadcasting
543,Robert Pera,3.6,United States,Ubiquity Networks,Technology
544,Roger Wang Hung,3.6,United States,Golden Eagle,Real Estate
545,Russell Weiner,3.6,United States,Rockstar Energy Drinks,Beverages
546,Walter Kwok,3.6,Hong Kong,Sun Hung Kai,Real Estate
547,Wang Guangxi、Guo Tianshu,3.6,China,Wintime,Energy
548,Wolfgang Herz,3.6,Germany,Maxingvest,Food & Beverages
549,Abdullah Al Rajhi,3.5,Saudi Arabia,Al Rajhi Banking And Investment,Banking
550,Chamnong Bhirombhakdi,3.5,Thailand,Boon Rawd Brewery,Food & Beverages
551,Chen Tianqiao、Luo Qianqian,3.5,Singapore,Shanda,Investments
552,Chey Tae Won,3.5,South Korea,SK,Energy
553,Hussain Sajwani,3.5,United Arab Emirates,Damac Properties,Real Estate
554,Issad Rebrab,3.5,Algeria,Cevital,Food & Beverages
555,Jack Dangermond,3.5,United States,ESRI,Technology
556,Oleg Deripaska,3.5,Russia,Rusal,Steel
557,Paul Tudor Jones II,3.5,United States,Tudor Investments,Hedge Funds
558,Phillip Frost,3.5,United States,Ivax ,Pharmaceuticals
559,Steven Spielberg,3.5,United States,Dreamworks Animation,Entertainment
560,Traudl Engelhorn,3.5,Switzerland,Boehringer Mannheim,Pharmaceuticals
561,Ursula Engelhorn,3.5,Switzerland,Boehringer Mannheim,Pharmaceuticals
562,Anil Ambani,3.4,India,ADA Reliance,Diversified
563,Bernard Broermann,3.4,Germany,Asklepios,Health Care
564,Chen Hongtian、Yao Lini,3.4,China,Cheung Kei,"Investment, Real estate"
565,Edward Roski Jr,3.4,United States,Majestic Reality,Real Estate
566,Fred & Ron Mannix,3.4,Canada,Mancal,"Oil,Gas"
567,George Kaiser,3.4,United States,BOK Financial,Energy
568,George Lindemann Sr,3.4,United States,Southern Union,Energy
569,Hans-Adam von & zu Liechtenstein,3.4,Switzerland,Lgt Bank,Banking
570,Igor Olenicoff,3.4,United States,Olen Properties,Real Estate
571,Jin Sook & Do Won Chang,3.4,United States,Forever 21,Single Brand Retailing
572,John Catsimatidis,3.4,United States,Red Apple,Energy
573,Kelcy Warren,3.4,United States,Energy Transfer Equity,Energy
574,Khalaf Al Habtoor,3.4,United Arab Emirates,Al Habtoor,Construction
575,Lee Shin Cheng,3.4,Malaysia,Ioi Group,Food & Beverages
576,Leonard Stern,3.4,United States,Hartz Mountain Industries,Real Estate
577,Li Shuirong,3.4,China,RongSheng,Manufacturing
578,Lin Wenjing,3.4,China,Rong Qiao,Real Estate
579,Lin Yi,3.4,China,Shenglong,Real Estate
580,Liu Hanyuan、Guan Yamei,3.4,China,Tongwei,"Agriculture, new energy"
581,Marc Benioff,3.4,United States,Salesforce,Technology
582,Masahiro Miki,3.4,Japan,Abc Mart,Footwear Retail
583,Miao Shouliang,3.4,China,Fuyuan,"Real Estate, hydroelectricity, new energy"
584,Michel Leclercq,3.4,France,Decathlon,Retail
585,Sheldon Solow,3.4,United States,Solow Projects,Real Estate
586,Siegfried Meister,3.4,Germany,Rational,Electronics
587,Silas Chou,3.4,Hong Kong,Novel Enterprises,Multi Brand Retailing
588,Teddy Sagi,3.4,Israel,Playtech,Entertainment
589,Xiao Yongming,3.4,China,Zangge Potash Fertilizer,Potash fertilizer
590,Zhang Lei,3.4,China,Hillhouse,Investments
591,Zygmunt Solorz-Zak,3.4,Poland,Cyfrowy Polsat,Entertainment
592,Andrej Babis,3.3,Czech Republic,Agrofert,Food & Beverages
593,Austen Cargill II,3.3,United States,Cargill,Food & Beverages
594,Carlos Ardila Lulle,3.3,Colombia,Organizacion Ardila Lulle,Media
595,Clayton Mathile,3.3,United States,Lams,Technology
596,David Siegel,3.3,United States,Two Sigma Investments,Hedge Funds
597,Francis Choi Chee Ming,3.3,Hong Kong,Early Light International,"Toy,Investments"
598,Gustavo Cisneros,3.3,Venezuela,Cisneros Group,Entertainment
599,Gwendolyn Sontheim Meyer,3.3,United States,Cargill,Food & Beverages
600,Helmut Sohmen,3.3,Hong Kong,BW Group,Logistics
601,Huang Guangyu,3.3,China,Gome,Retail
602,Huang Rulun,3.3,China,Century Golden Resources,Real Estate
603,James Cargill II,3.3,United States,Cargill,Food & Beverages
604,Jay Robert Pritzker,3.3,United States,Hyatt,Hospitality
605,Jeffrey Skoll,3.3,United States,Ebay,Online Retail
606,John Overdeck,3.3,United States,Two Sigma Investments,Hedge Funds
607,Koji Yanai,3.3,Japan,Fast Retailing,Multi Brand Retailing
608,Liang Qingde,3.3,China,Galanz,Household appliances
609,Marianne Liebmann,3.3,United States,Cargill,Food & Beverages
610,Mark Cuban,3.3,United States,Dallas Mavericks,Entertainment
611,Miuccia Prada,3.3,Italy,Prada,Single Brand Retailing
612,Naguib Sawiris,3.3,Egypt,Vimpelcom,Telecom
613,Patrizio Bertelli,3.3,Italy,Prada,Single Brand Retailing
614,Prasert Prasarttong-Osoth,3.3,Thailand,Bangkok Dusit Medical Services,Health Care
615,Riley Bechtel,3.3,United States,Bechtel,Construction
616,Stephen Bechtel Jr,3.3,United States,Bechtel,Construction
617,Vladimir Yevtushenkov,3.3,Russia,Sistema,Telecom
618,Xiong Xuqiang,3.3,China,Yinyi,Real Estate
619,Xu Guanju,3.3,China,Chuanhua,Manufacturing
620,Zhang Jin,3.3,China,Junhua,"Investment, real estate, automobile"
621,Akio Nitori,3.2,Japan,Nitori,Multi Brand Retailing
622,Akira Mori,3.2,Japan,Akira Mori,Real Estate
623,Andrew taylor,3.2,United States,Enterprise Holdings,Automobiles & Auto Components
624,Anil Agarwal,3.2,United Kingdom,Vedanta Resource,Mining
625,Bernard Marcus,3.2,United States,The Home Depot,Multi Brand Retailing
626,David Filo,3.2,United States,Yahoo,Technology
627,Enrique Razon Jr,3.2,Philippines,International Container Terminal Services,Logistics
628,Henry Samueli,3.2,United States,Broadcom,Technology
629,Issac Perlmutter,3.2,United States,Marvel Entertainment,Entertainment
630,Jo Ann Taylor,3.2,United States,Enterprise Holdings,Automobiles & Auto Components
631,Lina Maria Aguiar,3.2,Brazil,Banco Bradesco,Banking
632,Matthias Reimann Andersen,3.2,United Kingdom,Reckitt Benckiser,Consumer products
633,Ou Zongrong,3.2,China,Zhenro,Real Estate
634,Rahul Bajaj,3.2,India,Bajaj Auto,Automobiles & Auto Components
635,Reid Hoffman,3.2,United States,Linkedin,Technology
636,Renate Reimann Haas,3.2,United Kingdom,Reckitt Benckiser,Consumer products
637,Sergio Mantegazza,3.2,Switzerland,Globus,Entertainment
638,Stefan Reimann Andersen,3.2,United Kingdom,Reckitt Benckiser,Consumer products
639,Thomas Pritzker,3.2,United States,Hyatt,Hospitality
640,Warren Stephens,3.2,United States,Stephens,Investments
641,Wolfgang Reimann,3.2,United Kingdom,Reckitt Benckiser,Consumer products
642,Abdulla Al Futtaim,3.1,United Arab Emirates,Al Futtaim,Automobiles & Auto Components
643,Andreas Strungmann,3.1,Germany,Hexal,Pharmaceuticals
644,Ashwin Dani,3.1,India,Asian Paints,Chemicals & Petrochemicals
645,Bennett Dorrance,3.1,United States,Campbell Soup,Food & Beverages
646,Bernd Baus,3.1,Germany,Bauhaus,Multi Brand Retailing
647,Bruno Bich,3.1,France,Societe Bic Sa,Multi Brand Retailing
648,Cai Kui,3.1,China,Longfor,Real Estate
649,Daryl Katz,3.1,Canada,Katz,Pharmaceuticals
650,Du Jiangtao、Hao Hong,3.1,China,Junzheng,Manufacturing
651,Du Sha,3.1,China,Pacific Links,Sports
652,Edward DeBartolo Jr,3.1,United States,Simon Property,Real Estate
653,Edwin Leong,3.1,Hong Kong,Tai Hung Fai,Real Estate
654,Feng Hailiang,3.1,China,Hailiang,Heavy industry
655,Friede Springer,3.1,Germany,Axel Springer,Entertainment
656,Geng Jianming、Yang Xiaoqing,3.1,China,RiseSun,Real estate
657,Hans Peter Wild,3.1,Switzerland,Rudolf Wild GmbH & Co. KG,Food & Beverages
658,Harry Stine,3.1,United States,Stine Seeds,Agriculture
659,Hortensia Herrero,3.1,Spain,Mercadona,Retail
660,James Leprino,3.1,United States,Leprino Foods Company,Food & Beverages
661,Kwek Leng Beng,3.1,Singapore,City Development,Real Estate
662,Leslie Wexner,3.1,United States,Limited Brands,Single Brand Retailing
663,Luo Jie,3.1,Taiwan,Cheng Shin Rubber,Manufacturing
664,Michael Gregory,3.1,Hong Kong,CLP,"Electric Power,Investments"
665,Michael Ying,3.1,Hong Kong,Esprit,Investments
666,Nancy Walton Laurie,3.1,United States,Walmart,Multi Brand Retailing
667,Pan Shiyi、Zhang Xin,3.1,China,SOHO,Real Estate
668,Thomas Strungmann,3.1,Germany,Hexal,Pharmaceuticals
669,Wang Qicheng、Wu Yan,3.1,China,Hakim,TMT
670,Wang Qingtao,3.1,China,Shandong Coking,Coal
671,Wang Xicheng,3.1,China,Linglong,Tires
672,Wei Shaojun,3.1,China,Longjitaihe,"Real estate, new energy"
673,Ye Chenghai、Liao Qingqing,3.1,China,Salubris Pharmaceuticals,Pharmaceuticals
674,Yu Yong,3.1,China,Cathay Fortune Corp,Mining
675,Zhu Gongshan,3.1,Hong Kong,Golden Concord,Energy
676,Lo Ka Shui,3.1,Hong Kong,Great Eagle,Real Estate
677,Abilio Diniz,3,Brazil,Companhia Brasileira De Distribuicao,Multi Brand Retailing
678,Albert Frere,3,Belgium,CNP,Investments
679,Anthoni Salim,3,Indonesia,First Pacific,Telecom
680,Arthur Blank,3,United States,Home Depot,Multi Brand Retailing
681,Barry Lin Bai-Li,3,Taiwan,Quanta Computer,Manufacturing
682,Bertil Hult,3,Switzerland,Ef Education First,Education
683,Denise York,3,United States,San Francisco 49ers,Sports
684,Dorothea Steinbruch,3,Brazil,CSN,Steel
685,George Ty,3,Philippines,GT Capital,Financial Services
686,God Nisanov,3,Russia,Radisson Royal Ukraine Hotel,Real Estate
687,Hal Steinbrenner,3,United States,New York Yankees,Sports
688,Huang Maoru、Zhang Jin,3,China,Maoye,"Real Estate, Retail"
689,Jason Chang C.S.,3,Taiwan,ASE,Manufacturing
690,Jean Pierre Cayard,3,France,La Martiniquaise,Beverages
691,Jim Breyer,3,United States,Accel Partners,Investments
692,Ke Zunhong,3,China,Kanghong Pharmaceuticals,Pharmaceuticals
693,Luca Rovati,3,Italy,Meda,Pharmaceuticals
694,Maggie Magerko,3,United States,84 Lumber,Construction
695,Marc Ladreit de Lacharriere,3,France,Fimalac,Investments
696,Michael Platt,3,Switzerland,BlueCrest Capital Management,Investment
697,Miguel Fluxa Rossello,3,Spain,Grupo Iberostar ,Hotels
698,Nusli Wadia,3,India,Britannia,FMCG
699,Qiu Guanghe,3,China,Semir,Textiles
700,Shigeyoshi Kinoshita,3,Japan,Acom,Banking
701,Sumet Jiaravanon,3,Thailand,Charoen Pokphand ,Conglomerate
702,William P. Lauder,3,United States,Estee Lauder,Cosmetics
703,Zarakh Iliev,3,Russia,Radisson Royal Ukraine Hotel,Real Estate
704,Anita Zucker,2.9,United States,Intertech Group,Chemicals & Petrochemicals
705,Arne Wilhelmsen,2.9,Norway,Royal Caribbean Cruises & Linstow ,Hospitalityhospitality
706,Dan Friedkin,2.9,United States,Gulf States Toyota,Single Brand Retailing
707,Donald Sterling,2.9,United States,Los Angeles Clippers,Real Estate
708,Husnu Ozyegin,2.9,Turkey,Fiba Holding,Financial Services
709,Jiang Bin、Hu Shuangmei,2.9,China,GoerTek,Audio technology
710,John Middleton,2.9,United States,John Middleton Inc,FMCG
711,Jorge Perez,2.9,United States,The Related Company,Construction
712,Laurence Graff,2.9,Switzerland,Graff Diamonds,Diamonds
713,Li Li、Li Tan,2.9,China,Hepalink,Pharmaceuticals
714,Lu Zhengyao,2.9,China,CAR,Automobiles & Auto Components
715,Michael Pieper,2.9,Switzerland,Franke Group,Consumer Products
716,Peter Peterson,2.9,United States,Blackstone,Investments
717,Rafael del Pino Calvo-Sotelo,2.9,Spain,Ferrovial,Construction
718,Richard Li Tzar Kai,2.9,Hong Kong,PCCW,Telecom
719,Rubens Ometto,2.9,Brazil,Cosan,Food & Beverages
720,Shen Wenrong,2.9,China,Sha Steel,Iron & Steel
721,Vichai Srivaddhanaprabha,2.9,Thailand,King Power Duty Free,Entertainment
722,Wang Wenbiao,2.9,China,Elion,Chemicals & Petrochemicals
723,Wu Xu,2.9,China,Sincere,"Real estate, finance"
724,Yuji Otsuka,2.9,Japan,Otsuka,Technology
725,Augusto Perfetti,2.8,Switzerland,Perfetti Van Melle,Food and Bevarage
726,Carlos Rodriguez Pastor,2.8,Peru,Banco Internacional Del Peru,Banking
727,David Barclay,2.8,United Kingdom,Shop Direct,Multi Brand Retailing
728,Dou Zhenggang、Wei Xuefeng,2.8,China,Jinjiang,Energy
729,Erich Kellerhals,2.8,Germany,Media-Saturn,Consumer electronics Retailing
730,Francesco Aquilini,2.8,Canada,Aquilini Investment,Investment
731,Frederick Barclay,2.8,United Kingdom,Shop Direct,Multi Brand Retailing
732,Giorgio Perfetti,2.8,Switzerland,Perfetti Van Melle,Food and Bevarage
733,Howard Schultz,2.8,United States,Starbucks,Multi Brand Retailing
734,John Paul DeJoria,2.8,United States,Mitchell System,Cosmetics
735,Lars Larsen,2.8,Denmark,Jysk,Single Brand Retailing
736,Martin Viessmann,2.8,Germany,Viessmann Werke,Electronics
737,Michael Milken,2.8,United States,Drexel Burham Lambert,Investments
738,Michael Moritz,2.8,United States,Sequoia Capital,Investments
739,Neil Bluhm,2.8,United States,Walton Street Capital,Investments
740,Nicolas Puech,2.8,France,Hermes,Multi Brand Retailing
741,Oprah Winfrey,2.8,United States,Oprah Winfrey Network,Entertainment
742,Peter Thiel,2.8,United States,Clarium Capital,Investments
743,Phillip Ragon,2.8,United States,InterSystems,Technology
744,Renzo Rosso,2.8,Italy,OTB,Single Brand Retailing
745,Robert McNair,2.8,United States,Houston Texans,Sports
746,Robert Wood Johnson IV,2.8,United States,New York Jets,Sports
747,Romesh T Wadhwani,2.8,United States,Symphony Technology,Technology
748,Torbjorn Tornquist,2.8,Switzerland,Gunvor group,Oil & Gas
749,Vijay Chauhan,2.8,India,Parle Products,FMCG
750,Yasumitsu Shigeta,2.8,Japan,Hikari Tsushin,Telecom
751,Yusaku Maezawa,2.8,Japan,Start Today,Online retail
752,Anthony Bamford,2.7,United Kingdom,JCB,Manufacturing
753,Bruce Halle,2.7,United States,Discount Tire,Single Brand Retailing
754,Cao Longxiang、Zhou Guodi,2.7,China,Jumpcan,Pharmaceuticals
755,Chen Jinxia,2.7,China,Yongjin,Pharmaceuticals
756,Chen Zhuolin,2.7,China,Agile Property,Real Estate
757,Chi Yufeng,2.7,China,Perfect World,TMT
758,Clemmie Spangler Jr,2.7,United States,Bank Of America,Investments
759,Clive Calder,2.7,United Kingdom,Record Label,Entertainment
760,Dagmar Dolby,2.7,United States,Dolby Laboratories,Entertainment
761,Denise DeBartolo York,2.7,United States,San Francisco 49ers,Sports
762,Emilio Azcarraga Jean,2.7,Mexico,Televisia,Entertainment
763,Ferit Faik Sahenk,2.7,Turkey,Garanti Bank,Banking
764,Feroz Allana,2.7,United Arab Emirates,IFFCO,Consumer Products
765,Giuseppe De Longhi ,2.7,Italy,De Longhi,Consumer Electronics
766,Guenther Lehmann,2.7,Germany,Drogeriemarkt,Retail
767,Gunter Herz,2.7,Germany,Mayfair,Food & Beverages
768,Hans Guido Riegel,2.7,Germany,Haribo,Food & Beverages
769,He Qiaonv、Tang Kai,2.7,China,Orient Landscape,Forestry
770,Jeff Greene,2.7,United States,Real Estate Investments,Real Estate
771,Joan Tisch,2.7,United States,Loews,Energy
772,John Brown,2.7,United States,Stryker Corporation,Medical Technology
773,John Tyson,2.7,United States,Tyson Foods,Food processing
774,Kenneth Feld,2.7,United States,Feld Entertainment,Live Entertainment (Circus)
775,Kenneth Langone,2.7,United States,Home Depot,Multi Brand Retailing
776,Kushal Pal Singh,2.7,India,DLF,Realty
777,Li Hua,2.7,China,Excellence,Real Estate
778,Li Yihai,2.7,China,Jiangxi Jiminkexin,Pharmaceuticals
779,Lottie Tham,2.7,Sweden,Hennes & Mauritz,Single Brand Retailing
780,Luis Enrique Yarur Rey,2.7,Chile,Empresas Juan Yarur,Banking
781,Michael Rubin,2.7,United States,Kynetic,Technology
782,Phil Ruffin,2.7,United States,Treasure Island Resort & Casino,Casinos
783,Sarik Tara,2.7,Turkey,Enka,Construction
784,Shah Karim Al Hussaini,2.7,Switzerland,Aga Khan Development Network,Construction
785,Shen Guojun,2.7,China,Yintai,Retail
786,Steven Udvar,2.7,United States,Air Lease,Aviation
787,Vivek Chaand Sehgal,2.7,India,Motherson Sumi System,Automobiles & Auto Components
788,Wu Liangding,2.7,China,Zhongbao,Automobiles & Auto Components
789,Xie Shihuang,2.7,China,"Alibaba, Ant Financial",TMT
790,Xu Guanbao,2.7,China,Chuanhua,Manufacturing
791,Zhang Fan,2.7,Hong Kong,Great Eagle,Real Estate
792,Adam Neuman,2.6,United States,WeWork,Technology
793,Amos Hostetter,2.6,United States,AT&T,Entertainment
794,An Kang,2.6,China,Hualan Biological Engineering,Biopharmaceuticals
795,Barry Diller,2.6,United States,Interactive Corp,Media
796,Bernard Saul II,2.6,United States,Saul Centre,Financial Services
797,Carlo Fidani,2.6,Canada,Fidani & Sons,Real Estate
798,Chelia Cohen Safra,2.6,Brazil,Banco Safra,Investments
799,Chen Hongdao,2.6,China,JDB,Food & Beverages
800,Edgar Bronfman Jr,2.6,United States,Warner Music,Entertainment
801,Elijah Widjaja,2.6,China,Bund Center,Real Estate
802,Fernando Roberto Moreira Salles,2.6,Brazil,Itau Unibanco,Banking
803,Fu Jun,2.6,China,Macrolink,Mining
804,Fu Liquan、Chen Ailing,2.6,China,Dahua Technology,TMT
805,Guo Wengui,2.6,China,Zhengquan,Real Estate
806,Harsh Mariwala,2.6,India,Marico,FMCG
807,J Joe Ricketts,2.6,United States,TD Ameritrade,Brokerages
808,Joao Moreira Salles,2.6,Brazil,Itau Unibanco,Banking
809,Kalanithi Maran,2.6,India,Sun Network,Media
810,Kuok Khoon Hong,2.6,Singapore,Wilmar International,Food & Beverages
811,Lai Meisong,2.6,China,ZTO,Express delivery
812,Lawrence Ho,2.6,Hong Kong,Melco,Gaming
813,Li Gaiteng,2.6,China,Flyco,Consumer Electronics
814,Lindsay Fox,2.6,Australia,Linfox,Logistics
815,Luo Shaoyu、Zhao Jiehong,2.6,China,Dongyin,"Property, special automobiles, investments"
816,Lynn Schusterman,2.6,United States,Samson Resources,Energy
817,Min Kao,2.6,United States,Garmin,Technology
818,Mortimer Zuckerman,2.6,United States,Boston Properties,Real Estate
819,Norbert Dentressangle,2.6,France,Norbert Dentressangle,Logistics
820,Pan Weiming,2.6,China,Fusheng,Real Estate
821,Pedro Moreira Salles,2.6,Brazil,Itau Unibanco,Banking
822,Penny Pritzker,2.6,United States,Hyatt,Hospitality
823,Peter Hargreaves,2.6,United Kingdom,Hargreaves Lansdown,Investments
824,Ralph Lauren,2.6,United States,RL Corporation,Single Brand Retailing
825,Robert Bass,2.6,United States,Oak Hill Capital Management,Investments
826,Roberto Bonatti,2.6,Italy,Techint,Construction
827,Sun Shoukuan,2.6,China,Jiacheng,Mining
828,Tom Golisano,2.6,United States,Paychex,Hr Services
829,Walther Moreira Salles,2.6,Brazil,Itau Unibanco,Banking
830,"William Wrigley, Jr",2.6,United States,Wrigley Management,Food & Beverages
831,Yoshiko Mori,2.6,Japan,Minoru Estate,Real Estate
832,Yu Feng,2.6,China,Focus Media,Investments
833,Zhou Hongyi,2.6,China,Qihoo,TMT
834,Alicia Koplowitz,2.5,Spain,Omega Capital,Investments
835,Alwin Lehner,2.5,Austria,Alpla,Packaging
836,Antti Herlin,2.5,Finland,Kone Corporation,Elevators & Escalators production
837,Ben Pon Jr.,2.5,Netherlands,Pon Holdings,Automobiles & Auto Components
838,Bulat Utemuratov,2.5,Kazakhstan,Verny Capital,Investments
