Rank,Name,Wealth (in $1B USD),Country Headquartered,Company,Industry
434,Montri Jiaravanont,4.9,Thailand,CP Group,Food & Beverages
435,Ou Zongrong,4.9,China,Zhenro ,Real Estate
436,Pansy Ho Chiu-king,4.9,Hong Kong,"Shun Tak , MGM China",Gaming
437,Pyotr Aven,4.9,Russia,Alfa Group,Banking
438,Robert Rich Jr,4.9,United States,Rich Products,Food & Beverages
439,Takahisa Takahara,4.9,Japan,Unicharm,Cosmetics
440,Garrett Camp,4.8,United States,Uber,Technology
441,Hans-Adam Von、Zu Liechtenstein,4.8,Switzerland,Lgt Bank,Banking
442,Jaran Chiaravanont,4.8,Thailand,CP Group,Food & Beverages
443,John Paul Dejoria,4.8,United States,Paul Mitchell,Cosmetics
444,Lau Cho Kun,4.8,Malaysia,Hap Seng Consolidated,Conglomerate
445,Liu Hanyuan、Guan Yamei,4.8,China,Tongwei ,"Agriculture, new energy"
446,Liu Yiqian,4.8,China,Sunline ,Investments
447,Philippe Stern,4.8,Switzerland,Patek Philippe,Luxury
448,Andrei Skoch,4.7,Russia,Metalloinvest,Metals & Mining
449,Bernard Marcus,4.7,United States,Home Depot ,Multi Brand Retailing
450,Brian Chesky,4.7,United States,Airbnb,Technology
451,Chen Bang,4.7,China,Aier Ophthalmology,Medical services 
452,Chen Hongtian,4.7,China,Cheung Kei,"Investment, real estate"
453,Chen Tianqiao、Luo Qianqian,4.7,Singapore,Shanda ,Investments
454,Dennis Washington,4.7,United States,Seaspan,Construction
455,Jerry Speyer,4.7,United States,Tishman Speyer,Real Estate
456,Joe Gebbia,4.7,United States,Airbnb,Technology
457,Juan Carlos Escotet,4.7,Venezuela,Banesco,Banking
458,Lu Zhongfang、Li Yongxin,4.7,China,Offcn,Education
459,Mike Adenuga,4.7,Nigeria,Globacom,Telecommunication
460,Nathan Blecharczyk,4.7,United States,Airbnb,Technology
461,Nie Tengyun、Chen Liying,4.7,China,Yunda,Logistics and shipping
462,Ralph Lauren,4.7,United States,RL,Single Brand Retailing
463,Tamara Gustavson,4.7,United States,Public Storage,Real Estate
464,Theo Mueller,4.7,Germany,Theo Muller Group,Food & Beverages
465,Anthony Pratt,4.6,Australia,Visy Industries,Manufacturing
466,Bruno Schroder,4.6,United Kingdom,Schroders,Banking
467,Carlos Rodriguez Pastor,4.6,Peru,Banco Internacional Del Peru,Banking
468,Christopher Chandler,4.6,United Arab Emirates,Legatum Group,Investments
469,David Filo,4.6,United States,Yahoo,Technology
470,Georg Rethmann,4.6,Germany,Rethmann,Logistics
471,Hans Peter Wild,4.6,Switzerland,Rudolf Wild,Food & Beverages
472,Jean Pierre Cayard,4.6,France,La Martiniquaise,Beverages
473,Klemens Rethmann,4.6,Germany,Rethmann,Logistics
474,Ludger Rethmann,4.6,Germany,Rethmann,Logistics
475,Martin Rethmann,4.6,Germany,Rethmann,Logistics
476,Michel Leclercq,4.6,France,Decathlon,Retail
477,Otto Philipp Braun,4.6,Germany,B. Braun,Healthcare
478,Richard Chandler,4.6,Singapore,Clermont Group,Investments
479,Richard Kinder,4.6,United States,Kinder Morgan ,Energy
480,Roshni Nadar,4.6,India,HCL,Software & Services
481,Sumner Redstone,4.6,United States,CBS,Telecommunication
482,Wang Chuanfu,4.6,China,BYD,"Car manufacturing, batteries"
483,Alain Merieux,4.5,France,Bio Merieux,Pharmaceuticals
484,Andreas Strungmann,4.5,Germany,Hexal,Pharmaceuticals
485,Gunther Fielmann,4.5,Germany,Fielmann,Multi Brand Retailing
486,Martha Ingram,4.5,United States,Ingram Industries,Manufacturing
487,Ted Lerner,4.5,United States,Lerner Enterprise,Real Estate
488,Thomas Strungmann,4.5,Germany,Hexal,Pharmaceuticals
489,Xie Bing,4.5,Hong Kong,Sino Biopharmaceutical ,Pharmaceuticals
490,Ajay Piramal,4.4,India,Piramal Enterprise,Financial Services
491,Bernard Broermann,4.4,Germany,Asklepios,Healthcare
492,Chalerm Yoovidhya,4.4,Thailand,Red Bull,Food & Beverages
493,Christopher Reyes,4.4,United States,Reyes ,Food & Beverages
494,Fu Jun,4.4,China,Macrolink ,Mining
495,George Roberts,4.4,United States,KKR,Investments
496,H Ross Perot Sr,4.4,United States,Perot System,Technology
497,Henry Kravis,4.4,United States,KKR,Investments
498,Henry T Sy Jr,4.4,Philippines,Sm Prime Holding,Multi Brand Retailing
499,Jeronimo Arango,4.4,United States,Cifra,Multi Brand Retailing
500,Jude Reyes,4.4,United States,Reyes ,Food & Beverages
501,Ken Chu,4.4,China,Mission Hills,Real estate
502,Li Hejun,4.4,China,Hanergy,New energy
503,Lim Kok Thay,4.4,Malaysia,Genting Group,Hospitality
504,Mark Cuban,4.4,United States,Dallas Mavericks,Sports
505,Micky Jagtiani,4.4,United Arab Emirates,Landmark ,Multi Brand Retailing
506,Philip Green、Tina Green,4.4,Monaco,Arcadia,Single Brand Retailing
507,Shigenobu Nagamori,4.4,Japan,Nidec ,Electronics
508,Song Zuowen,4.4,China,Nanshan ,"Aluminium, apparel, real estate"
509,Suh Kyung-Bae,4.4,South Korea,AmorePacific,Cosmetics
510,Vincent Viola,4.4,United States,Virtu Financials,Electronic trading
511,Zhao Tao,4.4,China,Buchang ,Pharmaceuticals
512,Akio Nitori,4.3,Japan,Nitori,Multi Brand Retailing
513,Andrew Forrest,4.3,Australia,Fortescue Metals,Metals & Mining
514,Anthony Bamford,4.3,United Kingdom,JCB,Manufacturing
515,Chung Mong-Koo,4.3,South Korea,Hyundai,Automobiles & Components
516,David Barclay,4.3,United Kingdom,Shop Direct,Multi Brand Retailing
517,David Siegel,4.3,United States,Two Sigma Investments,Hedge Funds
518,Denis O’Brien,4.3,Ireland,Digicel,Telecommunication
519,Elizabeth Mohn,4.3,Germany,Bertelsmann,Entertainment
520,Frederick Barclay,4.3,United Kingdom,Shop Direct,Multi Brand Retailing
521,Harald Tschira,4.3,Germany,SAP,Software & Services
522,Ira Rennert,4.3,United States,Renco,Investments
523,Issad Rebrab,4.3,Algeria,Cevital,Food & Beverages
524,John Overdeck,4.3,United States,Two Sigma Investments,Hedge Funds
525,Lynn Schusterman,4.3,United States,Samson Resources,Energy
526,Miao Shouliang,4.3,China,Fuyuan ,"Real estate, hydroelectricity, new energy"
527,Sebastian Kulczyk,4.3,Poland,Sab Miller,Food & Beverages
528,Sun Shoukuan,4.3,China,Jiacheng ,Mining
529,Tilman Fertitta,4.3,United States,Landry's,Hospitality
530,Udo Tschira,4.3,Germany,SAP,Software & Services
531,Agnete Kirk Thinggaard,4.2,Denmark,Lego ,Manufacturing
532,Chen Jinxia,4.2,China,Yongjin,Pharmaceuticals
533,Chey Tae Won,4.2,South Korea,SK ,Energy
534,Edward Roski Jr,4.2,United States,Majestic Reality,Real Estate
535,Fredrik Lundberg,4.2,Sweden,LE Lundbergforetagen,Investments
536,Ken Fisher,4.2,United States,Fisher Investments,Investments
537,Kirk Kristiansen,4.2,Denmark,Lego ,Manufacturing
538,Lin Chang Su-E,4.2,Taiwan,Liberty Times ,Real Estate 
539,Sofie Kirk Kiaer Kristiansen,4.2,Denmark,Lego ,Manufacturing
540,Stewart Resnick、Lynda Resnick,4.2,United States,Roll International,Food & Beverages
541,Thomas Kirk Kiaer Kristiansen,4.2,Denmark,Lego ,Manufacturing
542,Zhang Gang,4.2,China,Xinfalyudian ,"Aluminum, alumina "
543,Zhu Mengyi,4.2,China,Hopson,"Real estate, investments"
544,Charles Johnson,4.1,United States,Franklin Resources,Investments
545,Cliff Asness,4.1,United States,AQR Capital,Investments
546,Feng Hailiang,4.1,China,Hailiang ,Heavy industry
547,James Leprino,4.1,United States,Leprino Foods Company,Food & Beverages
548,Jen-Hsun Huang,4.1,United States,Nvidia,Semiconductors
549,Jon Stryker,4.1,United States,Stryker,Medical Technology
550,Li Wenbin,4.1,Hong Kong,Junfa ,Real estate
551,Manuel Villar,4.1,Philippines,Golden Bria Holdings,Retail
552,Martin Viessmann,4.1,Germany,Viessmann Werke,Electronics
553,Paul Tudor Jones II,4.1,United States,Tudor Investments,Hedge Funds
554,Steve Bisciotti,4.1,United States,Allegis Group,Sports
555,Steven Spielberg,4.1,United States,Dreamworks Animation,Entertainment
556,Thomas Pritzker,4.1,United States,Hyatt,Hospitality
557,Tung Chee Chen,4.1,Hong Kong,OOCL,Transporting
558,Walter Scott Jr,4.1,United States,Mid American Energy,Energy
559,Yu Yong,4.1,China,Cathay Fortune,Mining
560,Andrei Guryev,4,Russia,PhosAgro,Chemicals
561,Arne Wilhelmsen,4,Norway,Royal Caribbean Cruises & Linstow ,Hospitality
562,Bernard Fraisse ,4,France,Fareva,Pharmaceuticals
563,Boenjamin Setiawan,4,Indonesia,Mitra Keluarga,Pharmaceuticals
564,Bulat Utemuratov,4,Kazakhstan,Verny Capital,Investments
565,Dennis Chip Wilson,4,Canada,Lululemon,Single Brand Retailing
566,Frederick Smith,4,United States,Fedex,Logistics
567,Jeffrey Skoll,4,United States,Capricon Investment,Investments
568,Li Jinyuan,4,China,Tiens ,Health care
569,Mark Scheinberg,4,United Kingdom,PokerStars,Online games
570,Masatoshi Ito,4,Japan,Seven & I ,Multi Brand Retailing
571,Michael Pieper,4,Switzerland,Franke Group,Consumer Products
572,Oleg Deripaska,4,Russia,Rusal,Metals & Mining
573,Reed Hastings,4,United States,Netflix,Media Services
574,Victor Gradin,4,Brazil,Odebrecht,Energy
575,Alain Bouchard,3.9,Canada,Alimentation Couche Tard,Multi Brand Retailing
576,Archie Aldis Emerson,3.9,United States,Sierra Pacific Industries,Agriculture
577,Du Sha,3.9,China,Pacific Links,Sports
578,Enrique Razon Jr,3.9,Philippines,International Container Terminal Services,Logistics
579,Frits Goldschmeding,3.9,Netherlands,Randstad,Services
580,Georges Nickolas Hayek Jr,3.9,Switzerland,Swatch ,Luxury
581,God Nisanov,3.9,Russia,Kievskaya Ploschad,Real Estate
582,Harsh Mariwala,3.9,India,Marico,FMCG
583,Helmut Sohmen,3.9,Hong Kong,BW Group ,Logistics
584,Huang Rulun,3.9,China,Century Golden Resources,Real Estate
585,Igor Altushkin,3.9,Russia,Russian Copper Company,Metals & Mining
586,Lai Meisong,3.9,China,ZTO,Logistics and Shipping
587,Liang Wengen,3.9,China,Sany ,Heavy Industry
588,Lip Keong Chen,3.9,Cambodia,NagaCorp,"Gaming, Casino"
589,Magdalena Blocher,3.9,Switzerland,EMS Chemie,Chemicals
590,Mohammed Bin Saud Al Kabeer,3.9,Saudi Arabia,Almarai,Food & Beverages
591,Naomi Azrieli,3.9,Canada,Azrieli ,Real Estate
592,Pan Zhengmin、Wu Chunyuan,3.9,China,AAC Acoustic Technologies,Acoustics 
593,Peter Alexander Wacker,3.9,Germany,Wacker Chemie,Chemicals
594,Rahel Blocher,3.9,Switzerland,EMS Chemie,Chemicals
595,Richard Li Tzar Kai,3.9,Hong Kong,PCCW,Telecom
596,Russell Weiner,3.9,United States,Rockstar,Beverages
597,Shen Nanpeng,3.9,Hong Kong,Sequoia,Investments
598,Shi Yonghong、Li Haiyan,3.9,China,Haidilao,Restaurants
599,Silas KF Chou,3.9,Hong Kong,Novel Enterprises,Multi Brand Retailing
600,Yang Jian,3.9,China,Zhongliang,Real Estate
601,Zarakh Iliev,3.9,Russia,Kievskaya Ploschad,Real Estate
602,Augusto Perfetti,3.8,Switzerland,Perfetti Van Melle,Food & Beverages
603,Daniela Herz,3.8,Germany,Mayfair,Investments
604,Friede Springer,3.8,Germany,Axel Springer ,Digital Publishing
605,Giorgio Perfetti,3.8,Switzerland,Perfetti Van Melle,Food & Beverages
606,Gunter Herz,3.8,Germany,Mayfair,Investments
607,Henry Samueli,3.8,United States,Broadcom ,Technology
608,Huang Qisen,3.8,China,Thaihot,Real Estate
609,Josephine Louis,3.8,United States,S.C Johnson & Son,Consumer Products
610,Kelcy Warren,3.8,United States,Energy Transfer Partners,Energy
611,Pankaj Patel,3.8,India,Cadila,Pharmaceuticals
612,Robert Smith,3.8,United States,Vista Equity Partners,Investments 
613,Yao Liangsong,3.8,China,Oppein,Furniture
614,Ahmet Nazif Zorlu,3.7,Turkey,Zorlu,Energy
615,Arkady Rotenberg,3.7,Russia,SGM,Energy
616,Bernard Saul II,3.7,United States,Saul Centre,Financial Services
617,Chen Fashu,3.7,China,Xinhuadu,Retail
618,Donald Sterling,3.7,United States,Los Angeles Clippers,Real Estate
619,Erramon Aboitiz,3.7,Philippines,Aboitiz Equity Ventures,Energy
620,Francis Choi Chee Ming,3.7,Hong Kong,Early Light International,"Toys, Investments"
621,Friedhelm Loh,3.7,Germany,Friedhelm Loh Group,Manufacturing
622,Gigi Pritzker,3.7,United States,Hyatt,Hospitality
623,Gustaf Douglas,3.7,Sweden,Investment Ab Latour,Investments
624,Hal Steinbrenner,3.7,United States,New York Yankees,Sports
625,Hans Guido Riegel,3.7,Germany,Haribo ,Food & Beverages
626,Horst Paulmann,3.7,Chile,Cencosud,Multi Brand Retailing
627,John Brown,3.7,United States,Stryker,Medical Technology
628,Joshua Harris,3.7,United States,Apollo Global Management,Investments
629,Leonard Stern,3.7,United States,Hartz Mountain Industries,Real Estate
630,Marc Ladreit De Lacharriere,3.7,France,Fimalac,Investments
631,Mark Shoen,3.7,United States,Amerco,Logistics
632,Michael Gregory,3.7,Hong Kong,CLP,"Electric Power, Investments"
633,Min Kao,3.7,United States,Garmin ,Technology
634,Rafael Del Pino Calvo-Sotelo,3.7,Spain,Ferrovial,Construction
635,Ray Lee Hunt,3.7,United States,Hunt Oil Company,Energy
636,Richard Tsai Ming-Hsing,3.7,Taiwan,Fubon ,Financial Services 
637,Sheldon Solow,3.7,United States,Solow Projects,Real Estate
638,Thomas Schmidheiny,3.7,Switzerland,Holcim,Cement
639,Tony Tan Caktiong,3.7,Philippines,Jollibee Foods,Food & Beverages
640,Vikram Lal,3.7,India,Eicher Motors,Automobiles & Components
641,Akira Mori,3.6,Japan,Mori Trust,Real Estate
642,Andrew Currie,3.6,Switzerland,Ineos,Chemicals
643,Andrew W. Houston,3.6,United States,Dropbox,Technology
644,Barry Diller,3.6,United States,Interactive,Media
645,Cui Genliang、Cui Wei,3.6,China,Hengtong ,TMT
646,Daniel Tsai Ming-Chung,3.6,Taiwan,Fubon ,Financial Services 
647,David Sun,3.6,United States,Kingston Technology ,Technology
648,Geng Jianming、Yang Xiaoqing,3.6,China,RiseSun ,Real estate
649,Ingrid Flick,3.6,United States,Daimler,Automobiles & Components
650,Jeffrey Hildebrand,3.6,United States,Hillcorp Energy,Energy
651,John L Morris,3.6,United States,Bass Pro Shops,Multi Brand Retailing
652,John Middleton,3.6,United States,John Middleton,FMCG
653,John Reece,3.6,Switzerland,Ineos,Chemicals
654,John Tu,3.6,United States,Kingston Technology ,Technology
655,Kjell Inge Rokke,3.6,Norway,Aker Solution,Shipping
656,Mikhail Gutseriyev,3.6,Russia,Oao Russneft,Energy
657,Pan Sutong,3.6,Hong Kong,Goldin Properties,Real Estate
658,Peter Hargreaves,3.6,United Kingdom,Hargreaves Lansdown,Investments
659,Peter Kellogg,3.6,United States,Goldman Sachs,Investments
660,Pollyanna Chu Yuet Wah,3.6,Hong Kong,Kingston Financial ,Investments
661,Ralph Dommermuth,3.6,Germany,United Internet,Technology
662,Richard Schulze,3.6,United States,Best Buy,e-commerce
663,Sergey Nikolaevich Galitskiy,3.6,Russia,Magnit,Retail
664,Tom Gores,3.6,United States,Platinum Equity,Investments
665,Traudl Engelhorn,3.6,Switzerland,Boehringer Mannheim,Pharmaceuticals
666,Viatcheslav Kantor,3.6,Switzerland,Acron,Chemicals
667,Wang Xing,3.6,China,Meituan-Dianping,TMT
668,Yakir Gabay,3.6,United Kingdom,Aroundtown Property,Real estate
669,Yasumitsu Shigeta,3.6,Japan,Hikari Tsushin,Telecommunication
670,Zhou Qunfei、Zheng Junlong,3.6,China,Lens,Communication device
671,Alexander Svetakov,3.5,Russia,Absolut Retail,Banking
672,Daryl Katz,3.5,Canada,Katz,Pharmaceuticals
673,Dominique Heriard Dubreuil,3.5,France,Remy Cointreau,Food & Beverages
674,Fernando Roberto Moreira Salles,3.5,Brazil,Itau Unibanco,Banking
675,Gil Shwed,3.5,Israel,Check Point Software Technologies ,Technology
676,Hu Kaijun,3.5,China,CGE,Pharmaceuticals
677,Issac Perlmutter,3.5,United States,Marvel Entertainment,Entertainment
678,Joao Moreira Salles,3.5,Brazil,Itau Unibanco,Banking
679,Judy Faulkner,3.5,United States,Epic Systems,Technology
680,Kenneth Langone,3.5,United States,Home Depot,Multi Brand Retailing
681,Kiran Mazumdar-Shaw,3.5,India,Biocon,Pharmaceuticals
682,Laurence Graff,3.5,Switzerland,Graff Diamonds ,Diamonds
683,Luigi Rovati,3.5,Italy,Rottapharm,Pharmaceuticals
684,Margaret Lien,3.5,Singapore,United Overseas Bank,Banking
685,Matthias Reimann Andersen,3.5,Germany,Reckitt Benckiser,Consumer Products
686,Nicolas Puech,3.5,France,Hermes,Multi Brand Retailing
687,Pedro Moreira Salles,3.5,Brazil,Itau Unibanco,Banking
688,Renate Reimann Haas,3.5,Germany,Reckitt Benckiser,Consumer Products
689,Robert Duggan,3.5,United States,Pharmacyclics,Pharmaceuticals
690,Stefan Reimann Andersen,3.5,Germany,Reckitt Benckiser,Consumer Products
691,Teddy Sagi,3.5,Israel,Market Tech Holdings,Real Estate
692,Walther Moreira Salles,3.5,Brazil,Itau Unibanco,Banking
693,Wang Zhenhua、Wang Xiaosong,3.5,China,Xincheng ,Real Estate
694,Wolfgang Reimann,3.5,Germany,Reckitt Benckiser,Consumer Products
695,Andrei Kozitsyn,3.4,Russia,Urals Mining ,Metals & Mining
696,Edwin Leong,3.4,Hong Kong,Tai Hung Fai ,Real Estate
697,Gary Rollins,3.4,United States,Rollins,Services
698,Jack Dangermond,3.4,United States,ESRI,Technology
699,Jeremy Jacobs Sr,3.4,United States,Delaware North,Hospitality
700,Jiang Nanchun,3.4,China,FocusMedia,TMT
701,Jim Breyer,3.4,United States,Investments,Investments
702,John Gandel,3.4,Australia,Chandell,Construction
703,Kwek Leng Beng,3.4,Singapore,City Development,Real Estate
704,Liang Qingde,3.4,China,Galanz ,Household appliances 
705,Lin Bin,3.4,China,Xiaomi,Manufacturing
706,Mark Walter,3.4,United States,Guggenheim Partners,Financial Services
707,Pat Stryker,3.4,United States,Stryker,Medical Technology
708,R Randall Rollins,3.4,United States,Rollins,Services
709,Rupert Johnson Jr,3.4,United States,Franklin Resources,Investments
710,Scott Cook,3.4,United States,Intuit,Technology
711,Stanley Druckenmiller,3.4,United States,Duquesne Capital Management,Hedge Funds
712,Alexander Abramov,3.3,Russia,Evraz,Metals & Mining
713,Anne Beaufour,3.3,Switzerland,Ipsen,Pharmaceuticals
714,Dan Friedkin,3.3,United States,Gulf States Toyota,Distribution
715,German Larrea Mota Velasco,3.3,Mexico,Grupo Mexico,Metals & Mining
716,Hans Strothoff,3.3,Germany,MHK Group,Retail
717,Henri Beaufour,3.3,United Kingdom,Ipsen,Pharmaceuticals
718,Hiroshi Mikitani,3.3,Japan,Rakuten,Online Retail
719,Huang Wei、Li Ping,3.3,China,XinHu ,Real Estate
720,Igor Olenicoff,3.3,United States,Olen Properties,Real Estate
721,James Packer,3.3,Australia,Crown Resorts,Entertainment
722,Jitendra Virwani,3.3,India,Embassy Property Developments ,Real Estate
723,Julian Robertson Jr,3.3,United States,Tiger Management,Hedge Funds
724,Karel Komarek,3.3,Czech Republic,KKCG ,Energy
725,Lars Larsen,3.3,Denmark,Jysk,Single Brand Retailing
726,Li Li、Li Tan,3.3,China,Hepalink,Pharmaceuticals
727,Li Zhaoting、Li Qing,3.3,China,Tunghsu,Electronics
728,Lin Xiucheng、Lin Zhiqiang,3.3,China,Sanan ,Solar
729,Michael Milken,3.3,United States,Drexel Burham Lambert,Investments
730,Michael Rubin,3.3,United States,Kynetic,Technology
731,Michael Ying Lee-yuen,3.3,Hong Kong,Esprit,Investments
732,Miguel Mckelvey,3.3,United States,WeWork,Technology
733,Pan Shiyi、Zhang Xin,3.3,China,SOHO China,Real Estate
734,Reid Hoffman,3.3,United States,Linkedin ,Technology
735,Stephen Rubin,3.3,United Kingdom,Pentland,Sports apparel
736,Wang Wenbiao,3.3,China,Elion,Chemicals & Petrochemicals
737,Wang Wenjing,3.3,China,Yonyou,TMT
738,Zhang Li、Zhang Liang,3.3,China,R&F,"Real estate, mining"
739,Alec Gores,3.2,United States,Gores Group,Investments
740,Alexandra Schorghuber,3.2,Germany,Schoerghuber Unternehmensgruppe,Construction
741,Antonio Del Valle Ruiz,3.2,Mexico,Mexichem,Chemicals
742,Anwar Pervaiz,3.2,United Kingdom,Bestway,Multi Brand Retailing
743,Dou Zhenggang、Wei Xuefeng,3.2,China,Jinjiang ,Energy
744,Erman Ilicak,3.2,Turkey,Ronesans Holdings ,Construction
745,Giuseppe De Longhi ,3.2,Italy,De Longhi,Consumer Electronics
746,Han Chang-Woo,3.2,Japan,Maruhan,Entertainment
747,Harry Stine,3.2,United States,Stine Seeds,Agriculture
748,Henry Nicholas III,3.2,United States,Broadcom,Technology
749,Howard Schultz,3.2,United States,Starbucks ,Beverages
750,Jorge Perez,3.2,United States,The Related Company,Construction
751,Jose Luis Del Rio Goudie,3.2,Chile,SACI Falabella,Multi Brand Retailing
752,Leon Cooperman,3.2,United States,Omega Advisors,Hedge Funds
753,Martin Haefner,3.2,Switzerland,Computer Associates,Technology
754,Masahiro Miki,3.2,Japan,Abc Mart,Retail
755,Meg Whitman,3.2,United States,eBay,Online Retail
756,Nick Caporella,3.2,United States,National Beverage,Food & Beverages
757,Peter Thiel,3.2,United States,Clarium Capital,Investments
758,Prasert Prasarttong-Osoth,3.2,Thailand,Bangkok Dusit Medical Services,Healthcare
759,Sergio Mantegazza,3.2,Switzerland,Globus ,Entertainment
760,Somurai Jaruphnit,3.2,Thailand,CP Group,Food & Beverages
761,Steven Udvar,3.2,United States,Air Lease ,Aviation
762,Vladimir Yevtushenkov,3.2,Russia,Sistema,Telecommunication
763,Wu Guangming、Wu Qun,3.2,China,Yuwell,Health care
764,Zhou Zerong,3.2,China,Kingold ,"Real estate, investments"
765,Abdulla Al Futtaim,3.1,United Arab Emirates,Al Futtaim ,Automobiles & Components
766,Carl Bennet,3.1,Sweden,Getinge Group,Healthcare
767,Carlos Hank Rhon,3.1,Mexico,Grupo Financiero Interacciones,Banking
768,Chen Hua,3.1,China,Kingkey ,Real estate
769,Clemens Toennies,3.1,Germany,Toennies Lebensmittel,Food processing
770,Eva-Maria Bucher Haefner,3.1,Switzerland,Computer Associates,Technology
771,Huang Guangyu,3.1,China,Gome,Retail
772,Jeff Greene,3.1,United States,Investments,Real Estate
773,Joe Mansueto,3.1,United States,Morningstar ,Investments
774,Joe Shoen,3.1,United States,Amerco,Logistics
775,Juan Francisco Beckmann Vidal,3.1,Mexico,Becle SAB,Beverages
776,Kiran Nadar,3.1,India,HCL,Software & Services
777,Lawrence Ho Yau Lung,3.1,Hong Kong,Melco,Gaming
778,Leslie Wexner,3.1,United States,Limited Brands,Single Brand Retailing
779,Mangal Prabhat Lodha,3.1,India,Lodha ,Real Estate
780,Marc Rowan,3.1,United States,Apollo Global Management,Investments
781,Martin Lorentzon,3.1,Sweden,Spotify,Media
782,Mohsin Issa、Zuber Issa,3.1,United Kingdom,Euro Garages,Retail
783,Neil Bluhm,3.1,United States,Walton Street Capital,Investments
784,Prajogo Pangestu,3.1,Indonesia,Barito Pacific,Petrochemicals
785,Qi Shi,3.1,China,Eastmoney,TMT
786,Robert Toennies,3.1,Germany,Toennies Lebensmittel,Food & Beverages
787,Robert Wood Johnson Iv,3.1,United States,New York Jets,Sports
788,Samvel Karapetyan,3.1,Russia,Tashir Group,Real Estate
789,Vanich Chaiyawan,3.1,Thailand,Thai Life,Financial Services
790,Wei Shaojun,3.1,China,Longjitaihe,"Real estate, new energy"
791,Yvonne Bauer,3.1,Germany,Bauer Media ,Media
792,Alejandro Santo Domingo,3,United States,Sab Miller,Food & Beverages
793,Alexander Frolov,3,Russia,Evraz,Metals & Mining
794,Amos Hostetter,3,United States,AT&T,Telecom
795,Andreas Santo Domingo,3,United States,Sab Miller,Food & Beverages
796,Anil Agarwal,3,United Kingdom,Vedanta Resources,Metals & Mining
797,Arthur Vy Ty,3,Philippines,GT Capital,Financial Services
798,Carlos Ardila Lulle,3,Colombia,Organizacion Ardila Lulle,Media
799,Cheng Xue,3,China,Haitian,Food flavorings
800,Clive Calder,3,United Kingdom,Record Label,Entertainment
801,Dagmar Dolby,3,United States,Dolby Laboratories,Technology
802,David Green,3,United States,Hobby Lobby,Multi Brand Retailing
803,Denise Debartolo York,3,United States,San Francisco 49ers ,Sports
804,Donald Trump,3,United States,Trump Organization,Real Estate
805,Edward Debartolo Jr,3,United States,Simon Property ,Real Estate
806,Huang Shilin,3,China,CATL,Electronics
807,J Joe Ricketts,3,United States,TD Ameritrade,Brokerages
808,Jeff Rothschild,3,United States,Facebook,Technology
809,Jiang Zhaobai,3,China,Pengxin ,Food & Beverages
810,Jiravat Yoovidhya,3,Thailand,Red Bull,Food & Beverages
811,John Morgridge,3,United States,Cisco,Technology
812,Karen Pritzker,3,United States,Hyatt,Hospitality
813,Lin Hong-Nan,3,Taiwan,Hung Tai ,Real Estate 
814,Tedy Djuhar,3,China,RongQiao,Real Estate
815,Michael Moritz,3,United States,Sequoia Capital,Investments
816,Mohammed Alaouite VI,3,Morocco,Societe National D'Investissement,Banking
817,Nucharee Yoovidhya,3,Thailand,Red Bull,Food & Beverages
818,Paul Singer,3,United States,Elliot Management,Financial Services
819,Pavana Langthara Yoovidhya,3,Thailand,Red Bull,Food & Beverages
820,Penny Pritzker,3,United States,Hyatt,Hospitality
821,Philip Niarchos,3,France,Art collector,Art
822,Prannada Yoovidhya,3,Thailand,Red Bull,Food & Beverages
823,Ray Davis,3,United States,Energy Transfer Equity,Energy
824,Rudolf Maag,3,Switzerland,Actelion,Pharmaceuticals
825,Saipin Phaholyothin Yoovidhya,3,Thailand,Red Bull,Food & Beverages
826,Sakchai Yoovidhya,3,Thailand,Red Bull,Food & Beverages
827,Saravoot Yoovidhya,3,Thailand,Red Bull,Food & Beverages
828,Sean Parker,3,United States,Facebook,Technology
829,Shang Jiyong,3,China,Wanda ,"Tire, cable, chemical"
830,Shen Wenrong,3,China,Sha Steel,Iron & Steel
831,Supreeya Yoovidhya,3,Thailand,Red Bull,Food & Beverages
832,Suthirat Yoovidhya,3,Thailand,Red Bull,Food & Beverages
833,Thavis Pengsa,3,Thailand,Red Bull,Food & Beverages
834,Tom Golisano,3,United States,Paychex ,Services
835,Torstein Hagen,3,Switzerland,Viking Cruises,Tourism
836,Wei Jianjun、Hang Xuejuan,3,China,Great Wall Motor,Car manufacturing
837,Xie Zhikun,3,China,Zhongzhi ,Investments
838,Xiu Laigui、Li Yanhua,3,China,Xiuzheng ,Pharmaceuticals
839,Yu Huijiao、Zhang Xiaojuan,3,China,YTO,Logistics and Shipping
840,Zhang Lei,3,United States,Hillhouse Capital,Investments
841,Zhang Zhongneng、Guo Meilan,3,China,HEC ,"Pharmaceuticals, electronic material"
842,Zhu Gongshan,3,Hong Kong,GCL,Energy
843,Zhu Linyao,3,China,Huabao International ,"Fragrances, flavouring"
844,Alejandro Bulgheroni,2.9,Argentina,Bridas,Oil & Gas
845,Alicia Koplowitz,2.9,Spain,Omega Capital,Investments
846,Andrej Babis,2.9,Czech Republic,Agrofert,Conglomerate
847,Bernd Baus,2.9,Germany,Bauhaus,Multi Brand Retailing
848,Bob Gaglardi,2.9,Canada,Northland Properties,Hospitality
849,Cao Longxiang,2.9,China,Jumpcan,Pharmaceuticals
850,Daniel Pritzker,2.9,United States,Hyatt,Hospitality
851,David Murdock,2.9,United States,Dole Foods,Food & Beverages
